30,1567778783,4058.5,20190906 09:06:23,9:06:23,,3,B2_R3,5,1567778778,0.004757014,15.65677121,379.1249822,258.3964297,26.1399374,38.35309688,0.238916645,2.275525424,0.2258042,0.142245724,132.1550655,30.23028072,30.21984,4.314545238,50.48496319,2.252538056,4.461799938,2.062007182,-209.7843133,71.94949451,7.066265079,1.386511744,-0.04187449,0.047007783,3.500960353,24,5,1,0,52791,MPF-3559-20190906-06_19_07,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3590-20190906-09_06_32,1009.378846,1937.72,0.479089422,0.5,674.3894781,15.65677121,161.5464325,0,0.023904206,1.590621968,-,0,0,0,0,0,0,800.0053,674.3894781,0.842981263,0.195962526,6,0.5,0: Broadleaf,1567778778,379.125,400.0781,22.26661,16.685095,499.9816,100.96215,0.1999962,30.80633,30.21984,999.9,0,0,10002.0025,0,0.00191117,800.0053,0.90000195,0.099998225,0,1008.9825,4.99961,7809.2355,6570.263,40.625,43.3812,42.125,42.8246,43.0279,715.506,79.501,0,133.8000002,1009.378846,-9.003418801,-64.22153829,7811.466154,15,1567778437,9:00:36,8,4.626,0.16,400,18,0.2,0.01,-20.9506878,-0.145388153,0.041770711,1,1009.997059,-10.4969309,1.07120199,0,5.648963171,-0.660439861,0.06660285,0,1,3,3-Jan,1.88751,1.8933,1.89117,1.89117,1.88812,1.89087,1.884,1.89087,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.626,0.16,2,477.34,1241.88,29.9614,29.6745,30.0002,29.579,29.4948,29.9615,34.6058,44.1383,-999.9,400,16.699,101.385,100.494
31,1567778917,4192.5,20190906 09:08:37,9:08:37,,1,B2_R3,4,1567778912,0.001286977,5.74455601,392.5432934,225.2071032,22.7854035,39.71569816,0.059457778,2.273747448,0.058607333,0.036704979,132.153314,31.71363517,30.59106,4.407249699,49.62947789,2.258698318,4.551122465,2.148551382,-56.75568594,68.99665784,6.805680609,151.1999665,-0.041826143,0.04695351,3.497767534,37,7,1,0,52636,MPF-3559-20190906-06_19_07,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3591-20190906-09_08_47,1408.601923,36.0936,-38.02636265,0.5,674.3825813,5.74455601,-12822.1583,0,0.009206243,138.0800585,-,0,0,0,0,0,0,799.9974,674.3825813,0.842980966,0.195961933,6,0.5,0: Broadleaf,1567778912,392.5433,400.0431,22.324595,20.81468,499.99335,100.9753,0.2000323,31.15392,30.59106,999.9,0,0,9989.1535,0,0.00191117,799.9974,0.9000065,0.09999375,0,1398.805,4.99961,11092.205,6570.2045,40.937,43.5031,42.375,42.937,43.2965,715.504,79.492,0,133.1999998,1408.601923,-228.0721368,-1776.283761,11168.87308,15,1567778437,9:00:36,8,4.626,0.16,400,18,0.2,0.01,-7.385110976,-1.091545923,0.113052534,0,1421.137647,-245.677531,24.12458888,0,1.51535878,-0.087565296,0.015857199,1,1,3,3-Jan,1.88751,1.89331,1.89117,1.89117,1.88812,1.89087,1.884,1.89087,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.626,0.16,2,463.209,1242.81,30.1733,29.6662,30.0002,29.5536,29.472,30.0887,18.5439,48.0544,-999.9,400,20.9533,101.378,100.496
32,1567779024,4299,20190906 09:10:23,9:10:23,,2,B2_R3,4,1567779018,0.003923324,13.80053847,381.5885843,260.3293639,26.34127631,38.61082048,0.207296931,2.27474769,0.197344736,0.1241948,132.1517591,30.76300734,29.810325,4.214252897,50.0628816,2.267075939,4.528456745,1.947176958,-173.0186008,154.0261586,15.12117469,128.2804916,-0.041853337,0.046984038,3.499563603,1,0,1,0,52721,MPF-3559-20190906-06_19_07,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3592-20190906-09_10_33,1551.741154,1.5568,-995.7504842,0.5,674.3729192,13.80053847,-335753.5804,0,0.021152262,3223.498972,-,0,0,0,0,0,0,799.9857,674.3729192,0.842981217,0.195962435,6,0.5,0: Broadleaf,1567779018,381.5886,399.9464,22.405385,17.80272,499.9826,100.98445,0.19997235,31.066285,29.810325,999.9,0,0,9994.7425,0,0.00191117,799.9857,0.8999996,0.1000004,0,1545.399,4.99961,12125.28,6570.0965,41.187,43.8905,42.625,43.2903,43.5496,715.4865,79.4975,0,105.8,1551.741154,-163.665983,-1285.71624,12175.83077,15,1567778437,9:00:36,8,4.626,0.16,400,18,0.2,0.01,-18.24524146,-1.252239721,0.129401417,0,1560.447647,-171.1810113,16.83340413,0,4.613222439,-0.069289965,0.020657756,1,1,3,3-Jan,1.88751,1.89331,1.89117,1.89117,1.88812,1.89087,1.884,1.89087,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.626,0.16,2,506.493,1237.12,30.3232,29.7292,30.0006,29.6002,29.5164,29.9922,30.8948,45.7774,-999.9,400,17.8186,101.368,100.484
33,1567779140,4415.5,20190906 09:12:20,9:12:20,,3,B2_R3,4,1567779135,0.00302345,12.72890625,383.2608355,230.6913377,23.342972,38.78102681,0.147631412,2.275365492,0.142508956,0.089513523,132.1546758,31.23245045,30.358585,4.348993083,49.68441269,2.272462941,4.573794511,2.076530142,-133.3341575,108.2699446,10.66428441,117.7547474,-0.041870139,0.047002899,3.500673112,43,8,1,0,52711,MPF-3559-20190906-06_19_07,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3593-20190906-09_12_30,1155.051154,1.0488,-1100.307355,0.5,674.3846643,12.72890625,-371015.2031,0,0.019562842,4785.327231,-,0,0,0,0,0,0,799.9992,674.3846643,0.842981673,0.195963347,6,0.5,0: Broadleaf,1567779135,383.26085,399.9259,22.458045,18.91142,500.00485,100.98705,0.199983,31.2412,30.358585,999.9,0,0,9998.4975,0,0.00191117,799.9992,0.89998885,0.10001117,0,1151.7625,4.99961,9038.576,6570.1895,41.437,44.281,42.8812,43.625,43.7872,715.491,79.5115,0,115.5999999,1155.051154,-76.36478632,-610.6871795,9064.751538,15,1567778437,9:00:36,8,4.626,0.16,400,18,0.2,0.01,-16.6692,-0.064062021,0.037741567,1,1159.328235,-83.20669588,8.179032904,0,3.560490488,-0.11762885,0.020798572,0,1,3,3-Jan,1.88751,1.89331,1.89117,1.89117,1.88812,1.89087,1.884,1.89087,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.626,0.16,2,468.973,1231.21,30.4581,29.8239,30.0006,29.677,29.5855,30.045,25.8851,45.4426,-999.9,400,18.9228,101.355,100.464
34,1567779265,4540.5,20190906 09:14:25,9:14:25,,1,B2_R3,2,1567779260,0.004337255,13.42829738,381.8980347,267.7100765,27.08758084,38.64140649,0.217308748,2.275297668,0.206401688,0.129935376,132.1530354,30.87793817,30.41926,4.364132731,50.24614984,2.308020894,4.593428355,2.056111837,-191.272931,110.058252,10.84803027,61.78638665,-0.041868295,0.047000828,3.500551301,14,3,1,0,52574,MPF-3559-20190906-06_19_07,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3594-20190906-09_14_34,1572.726923,68.822,-21.8520956,0.5,674.3812627,13.42829738,-7368.32191,0,0.020600026,71.94033885,-,0,0,0,0,0,0,799.99585,674.3812627,0.842980951,0.195961903,6,0.5,0: Broadleaf,1567779260,381.89805,399.9995,22.81047,17.724535,500.0048,100.98255,0.1999725,31.31648,30.41926,999.9,0,0,9998.5025,0,0.00191117,799.99585,0.9000076,0.099992655,0,1563.7005,4.99961,12477.15,6570.1945,41.75,44.3687,43.2059,43.875,44.0434,715.5035,79.4915,0,124.3,1572.726923,-238.6755557,-1900.6906,12548.55385,15,1567778437,9:00:36,8,4.626,0.16,400,18,0.2,0.01,-17.87603415,-2.333703136,0.231811765,0,1588.164118,-256.2869621,25.21108686,0,5.100515854,-0.154303275,0.024511869,0,0,3,0/3,1.88752,1.89331,1.89117,1.89117,1.88813,1.89087,1.884,1.89087,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.626,0.16,2,490.595,1236.68,30.5316,29.9348,30.0004,29.7831,29.6862,29.9851,32.6,47.0574,-999.9,400,17.7111,101.334,100.442
35,1567779373,4648,20190906 09:16:12,9:16:12,,2,B2_R3,2,1567779367,0.002452978,9.529432772,387.3629391,244.6880521,24.75756869,39.19343217,0.118413768,2.276012789,0.115094614,0.072224597,132.1595885,31.53126739,30.43839,4.368915567,49.60543456,2.283382562,4.603089525,2.085533005,-108.1763098,112.2782085,11.06642927,147.3279164,-0.041887748,0.047022667,3.501835724,0,0,1,0,52507,MPF-3559-20190906-06_19_07,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3595-20190906-09_16_22,1654.215,1775.06,0.068079389,0.5,674.4123097,9.529432772,22.95678894,0,0.014817949,1.828017081,-,0,0,0,0,0,0,800.03235,674.4123097,0.842981299,0.195962598,6,0.5,0: Broadleaf,1567779367,387.36295,399.93715,22.5675,19.690665,500.0537,100.9802,0.19992905,31.35342,30.43839,999.9,0,0,10003.381,0,0.00191117,800.03235,0.89999795,0.10000219,0,1646.1825,4.99961,13045.295,6570.48,41.812,44.375,43.25,43.8246,44.1715,715.528,79.5045,0,106.8,1654.215,-206.5398292,-1630.789745,13108.10769,15,1567778437,9:00:36,8,4.626,0.16,400,18,0.2,0.01,-12.51066829,-0.78981324,0.081561401,1,1665.270294,-217.192543,21.36003587,0,2.857975366,0.179342718,0.02260724,0,1,3,3-Jan,1.88754,1.89331,1.89117,1.89117,1.88812,1.89087,1.884,1.89087,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.626,0.16,2,506.802,1238.78,30.5807,30.0436,30.0005,29.8763,29.775,30.0687,23.8954,47.2131,-999.9,400,19.7783,101.312,100.417
36,1567779507,4782.5,20190906 09:18:27,9:18:27,,3,B2_R3,2,1567779502,0.002793014,11.10689195,385.3341873,245.7668325,24.86509066,38.98560846,0.141487339,2.27623227,0.136776787,0.085895652,132.1484586,31.27185326,30.12108,4.290170024,50.20057933,2.291381984,4.564453269,1.99878804,-123.1719119,133.0495546,13.08235286,155.1084541,-0.04189372,0.047029371,3.502229965,56,11,1,0,52529,MPF-3559-20190906-06_19_07,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3596-20190906-09_18_37,1616.183158,1.8156,-889.1647707,0.5,674.357383,11.10689195,-299807.4139,0,0.017158359,2763.871117,-,0,0,0,0,0,0,799.96745,674.357383,0.842981027,0.195962055,6,0.5,0: Broadleaf,1567779502,385.3342,399.9539,22.648045,19.37235,500.00215,100.9735,0.20000015,31.205285,30.12108,999.9,0,0,10005.471,0,0.00191117,799.96745,0.9000044,0.09999548,0,1667.4505,4.99961,13201.155,6569.955,41.7686,44.3498,43.25,43.7374,44.125,715.474,79.4905,0,134,1616.183158,-1736.727761,82890.47075,17143.78077,15,1567778437,9:00:36,8,4.626,0.16,400,18,0.2,0.01,-14.52977317,-0.972154704,0.102195396,1,1700.572059,-355.6341716,34.97048039,0,3.284403902,-0.112991707,0.017441502,0,1,3,3-Jan,1.88751,1.89331,1.89117,1.89117,1.88812,1.89087,1.884,1.89087,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.626,0.16,2,459.344,1222.47,30.5299,30.1216,30.0004,29.9557,29.8516,30.0499,26.5773,49.3467,-999.9,400,19.4346,101.296,100.398
37,1567779844,5118.9,20190906 09:24:03,9:24:03,,1,B3_R1,6,1567779838,0.00400814,12.79517611,382.7563854,250.6419046,25.35801822,38.72434423,0.176600842,2.275930892,0.169325823,0.106457298,132.1487825,31.05964432,30.165555,4.301132122,42.93741662,1.980613715,4.61279199,2.320518407,-176.7589742,150.2945997,14.79674688,120.4811549,-0.04188552,0.047020166,3.501688621,20,4,1,0,52592,MPF-3559-20190906-06_19_07,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3597-20190906-09_24_13,1454.118077,2.6948,-538.6014832,0.5,674.358197,12.79517611,-181605.1626,0,0.01966188,1861.809856,-,0,0,0,0,0,0,799.9683,674.358197,0.842981149,0.195962299,6,0.5,0: Broadleaf,1567779838,382.7564,399.95215,19.57664,14.860875,499.98345,100.9723,0.200001,31.39045,30.165555,999.9,0,0,10003.6315,0,0.00191117,799.9683,0.9000013,0.09999867,0,1447.524,4.99961,11353.65,6569.955,41.875,44.562,43.3624,43.812,44.1374,715.473,79.494,0,335.9000001,1454.118077,-183.9531624,-1448.058119,11405.14231,15,1567778437,9:00:36,8,4.626,0.16,400,18,0.2,0.01,-17.14290244,-0.56565993,0.06292161,1,1465.937059,-195.5038884,19.24826326,0,4.744966585,-0.330652892,0.033956981,0,1,3,3-Jan,1.88751,1.89331,1.89119,1.89117,1.88813,1.89087,1.884,1.89087,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.626,0.16,2,482.899,1225.93,30.6779,30.229,30.0007,30.0611,29.9666,30.0086,45.9014,49.5418,-999.9,400,14.941,101.279,100.382
38,1567779927,5201.9,20190906 09:25:26,9:25:26,,2,B3_R1,6,1567779921,0.003491333,10.33350683,386.0214882,262.8185331,26.59094794,39.05613953,0.153680325,2.275165323,0.148137512,0.093067289,132.1551992,31.47882084,30.11406,4.288441977,42.27038526,1.977746433,4.678799166,2.310695544,-153.9677811,187.2415917,18.45857564,183.8875855,-0.041864695,0.046996788,3.500313615,56,11,1,0,52615,MPF-3559-20190906-06_19_07,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3598-20190906-09_25_36,1538.769231,2264.99,0.320628687,0.5,674.3878122,10.33350683,108.1140393,0,0.016010789,1.216301176,-,0,0,0,0,0,0,800.003,674.3878122,0.842981604,0.195963208,6,0.5,0: Broadleaf,1567779921,386.0215,400.0394,19.54757,15.439745,499.98515,100.9761,0.19997625,31.640585,30.11406,999.9,0,0,9998.2815,0,0.00191117,800.003,0.89999055,0.10000951,0,1533.699,4.99961,11962.69,6570.224,42.0683,44.8183,43.531,44.1061,44.3121,715.496,79.51,0,82.20000005,1538.769231,-126.4991454,-995.5897444,12002.33077,15,1567778437,9:00:36,8,4.626,0.16,400,18,0.2,0.01,-13.90718537,-1.149729617,0.125080364,0,1545.105294,-127.0676049,12.45273918,0,4.090306829,0.201347456,0.025584896,0,0,3,0/3,1.88752,1.89331,1.89118,1.89117,1.88813,1.89087,1.884,1.89087,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.626,0.16,2,440.382,1223.91,30.862,30.378,30.0009,30.1934,30.0922,30.0312,40.9288,45.3651,-999.9,400,15.4799,101.262,100.365
39,1567780413,5687.9,20190906 09:33:32,9:33:32,,3,B3_R1,6,1567780407,0.002436904,8.735921585,388.52049,235.6962494,23.85010863,39.31439687,0.101531738,2.274477584,0.099079372,0.06214001,132.1564838,33.16270239,32.77658,4.989030399,51.39262538,2.593461302,5.046368584,2.395569097,-107.4674736,24.91610323,2.505850734,52.11096411,-0.041845993,0.046975793,3.499078559,0,0,1,0,52331,MPF-3559-20190906-06_19_07,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3601-20190906-09_33_42,1278.000769,2.9432,-433.2215171,0.5,674.3987278,8.735921585,-146082.02,0,0.013641627,1704.592552,-,0,0,0,0,0,0,800.01655,674.3987278,0.842980971,0.195961941,6,0.5,0: Broadleaf,1567780407,388.5205,400.1406,25.629615,22.78007,499.96345,100.9901,0.19992185,32.979775,32.77658,999.9,0,0,9992.4295,0,0.00191117,800.01655,0.9000078,0.09999244,0,1269.4475,4.99961,10105.674,6570.3665,43.625,46.437,45.062,45.75,45.7934,715.521,79.494,0,115.3,1278.000769,-218.3179488,-1692.125129,10171.98692,15,1567780257,9:30:57,10,4.236,0.531,399,29,0.29,0.02,-11.22233659,-4.583761672,0.475298385,0,1292.355,-237.7837486,23.33892939,0,2.704799512,1.668695958,0.179302953,0,0,3,0/3,1.88757,1.89331,1.89122,1.89117,1.88813,1.89088,1.88401,1.89087,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.236,0.531,2,508.373,1236.55,32.07,30.7738,30.0002,30.5975,30.4899,30.137,30.8875,77.4853,-999.9,400,22.3693,101.216,100.309
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
