SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1564091247,2095,20190725 14:47:27,16:47:27,1,1,B1_R3,1564091242,0.005603456,9.792391228,398.3923333,209.9846153,21.18138189,40.18627813,0.099669265,2.270903914,0.097301292,0.061021375,330.4226457,45.77467847,45.58912857,9.935252716,46.73933878,4.543110528,9.720100128,5.392142188,-247.1124056,-52.11101737,-5.919219133,25.28000353,-0.041748895,0.046866792,3.492663373,23,5,1,0,50197.10342,0,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2587-20190725-14_47_29,836.8066154,1054.18,0.206201393,0.5,1685.9607,9.792391228,173.8237225,1,0.00551432,2.816852909,-,0,1054.18,0.206201393,0.738004051,0.829625563,0.918918411,2587,300,300,300,10513.1,998.912,-0.00704424,1.16174,1999.971429,1685.9607,0.842992393,0.195984785,6,0.5,0: Broadleaf,1564091242,398.3923333,412.822619,45.03876667,38.61721429,499.9803333,100.6710952,0.200017905,45.16348571,45.58912857,999.9,0,0,10000.83381,0,0.00191117,1999.971429,0.900003048,0.099997024,0,834.099619,4.99961,17186.95714,16487.28571,55.5,56.244,55.75,55.562,57.25,1795.481905,199.49,0,223,836.8066154,-85.58147008,-1699.357265,17240.77692,15,1564089836,14:23:55,1,2.828,-0.054,416,40,0.04,0,-14.34707317,-1.167928223,0.359377012,0,827.349,0,0,0,6.350089024,0.860801812,0.085785353,0,0,3,0/3,100,100,2.828,-0.054,2,476.517,459.32,43.9314,43.3384,30.0001,43.0839,42.9996,20.9844,0,100,-999.9,412.998,48.4035,98.7927,97.6855
13,1564091462,2310,20190725 14:51:02,16:51:02,2,1,B1_R3,1564091457,0.005213706,8.288356878,399.3854762,234.7185639,23.67847429,40.2901184,0.098588625,2.269991533,0.09627017,0.060372619,330.4219644,45.61950275,44.799,9.539073596,46.49964342,4.454626699,9.579915827,5.084446896,-229.9244205,10.12721847,1.144997016,111.7697594,-0.041724128,0.046838989,3.491026198,14,3,1,0,50213.19019,0,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2588-20190725-14_51_04,792.8652692,950.298,0.165666697,0.5,1685.957101,8.288356878,139.6534721,1,0.004622237,3.234092885,-,0,950.298,0.165666697,0.763821903,0.995578908,0.951065252,2588,300,300,300,10573.2,927.037,-0.00708503,10.4236,1999.967143,1685.957101,0.8429924,0.195984799,6,0.5,0: Broadleaf,1564091457,399.3854762,411.8300476,44.15755714,38.17747143,500.0076667,100.6802857,0.199993619,44.88175238,44.799,999.9,0,0,9993.988571,0,0.00191117,1999.967143,0.900002714,0.099997357,0,792.0844286,4.99961,16287.77619,16487.28571,55.366,55.982,55.586,55.312,57.062,1795.477143,199.49,0,214.1999998,792.8652692,-20.65555556,-424.140171,16302.66538,15,1564089836,14:23:55,1,2.828,-0.054,416,40,0.04,0,-12.65425122,2.485488502,0.253646619,0,790.653,0,0,0,5.93317878,0.56342885,0.055828041,0,0,3,0/3,100,100,2.828,-0.054,2,487.562,460.162,43.7594,43.3384,29.9997,43.0683,42.9817,20.9376,0,100,-999.9,411.957,48.4035,98.8327,97.7094
14,1564091605,2453,20190725 14:53:25,16:53:25,3,1,B1_R3,1564091600,0.004986946,7.835142897,400.0988095,238.0443916,24.01398359,40.36207776,0.094915927,2.270838826,0.092765746,0.058167719,330.4228681,45.86841581,44.68401905,9.482574957,45.86063899,4.433456043,9.667235651,5.049118914,-219.9243404,45.74281673,5.171303317,161.4126477,-0.041747128,0.046864808,3.49254657,7,1,1,0,50211.9545,0,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2589-20190725-14_53_27,884.7298462,1026.04,0.137723825,0.5,1685.960458,7.835142897,116.0984619,1,0.004353411,2.921533274,-,0,1026.04,0.137723825,0.744997701,0.60421529,0.927626485,2589,300,300,300,10489.2,1017.58,-0.00702744,17.1334,1999.970952,1685.960458,0.842992473,0.195984945,6,0.5,0: Broadleaf,1564091600,400.0988095,411.8952381,43.9477,38.22639524,500.0029048,100.6802857,0.199988857,45.05765714,44.68401905,999.9,0,0,9999.497619,0,0.00191117,1999.970952,0.900001429,0.09999849,0,878.4259524,4.99961,18099.79048,16487.27619,55.312,55.702,55.52952381,55.348,57.02066667,1795.475714,199.4952381,0,142.4000001,884.7298462,-186.2928548,-3784.80684,18226.51538,15,1564089836,14:23:55,1,2.828,-0.054,416,40,0.04,0,-11.98111951,2.265089895,0.224662872,0,864.537,0,0,0,5.696860976,0.289916655,0.028823848,0,0,3,0/3,100,100,2.828,-0.054,2,495.844,461.313,43.7877,43.2841,30.0001,43.0258,42.9461,20.9268,0,100,-999.9,411.603,48.4035,98.8435,97.7184
15,1564091816,2663.5,20190725 14:56:55,16:56:55,2,4,B1_R3,1564091810,0.003477966,5.695754699,400.1061905,234.784697,23.68346185,40.35995454,0.066728578,2.270152595,0.065657774,0.041130885,330.422529,45.83645836,43.97975714,9.142791009,44.11609992,4.151536472,9.410479348,4.991254538,-153.3783162,68.13074539,7.660158738,252.8351169,-0.041728499,0.046843896,3.491315187,0,0,1,0,50272.70235,0,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2590-20190725-14_56_57,979.5788846,1084.57,0.09680437,0.5,1685.957401,5.695754699,81.60402189,1,0.003084474,2.709903464,-,0,1084.57,0.09680437,0.730451207,0.359062019,0.909514062,2590,300,300,300,10476.5,1084.57,-0.00701844,29.4658,1999.967143,1685.957401,0.84299255,0.195985099,6,0.5,0: Broadleaf,1564091810,400.1061905,408.6113333,41.15602857,37.1540619,499.9782381,100.6730952,0.200011714,44.53643333,43.97975714,999.9,0,0,9995.749524,0,0.00191117,1999.967143,0.899998,0.100001943,0,971.9447619,4.99961,19984.47619,16487.21429,55.125,55.375,55.318,54.88680952,56.812,1795.467143,199.5,0,209.8,979.5788846,-213.057812,-4461.965813,20144.01923,15,1564089836,14:23:55,1,2.828,-0.054,416,40,0.04,0,-8.630440732,1.460457909,0.146287064,0,958.225,0,0,0,3.980378049,0.241653659,0.023872567,0,0,3,0/3,100,100,2.828,-0.054,2,505.469,461.861,43.5303,43.122,29.9995,42.8982,42.8171,20.7708,0,100,-999.9,408.384,48.4035,98.8514,97.748
16,1564091915,2763,20190725 14:58:35,16:58:35,3,4,B1_R3,1564091910,0.001719995,3.647597503,399.0233333,177.3488264,17.88906538,40.24923447,0.030093735,2.270730926,0.02987391,0.01869081,330.4264175,46.39577262,44.37654286,9.332908177,41.53245725,3.906467256,9.405817798,5.426440921,-75.85178797,18.4014216,2.072191578,275.0482427,-0.041744198,0.046861519,3.492352942,19,4,1,0,50292.28463,0,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2591-20190725-14_58_37,1108.576154,1175.59,0.057004437,0.5,1685.978887,3.647597503,48.05413866,1,0.001869616,2.422664364,-,0,1175.59,0.057004437,0.707829955,0.174777461,0.881347435,2591,300,300,300,10490,1175.59,-0.0070275,28.9352,1999.992857,1685.978887,0.842992454,0.195984908,6,0.5,0: Broadleaf,1564091910,399.0233333,404.224,38.72798095,36.74393333,500.0030952,100.669381,0.199994619,44.52685714,44.37654286,999.9,0,0,9999.879048,0,0.00191117,1999.992857,0.900001,0.099998743,0,1095.398571,4.99961,22738.94762,16487.46667,55.03247619,55.217,55.25590476,54.75,56.687,1795.496667,199.4961905,0,98.79999995,1108.576154,-365.7825642,-7624.882052,23014.2,15,1564089836,14:23:55,1,2.828,-0.054,416,40,0.04,0,-5.447148537,3.49047784,0.49637321,0,1069.52,0,0,0,1.870702195,1.365768711,0.137511852,0,0,3,0/3,100,100,2.828,-0.054,2,481.195,462.845,43.3708,42.9796,29.9995,42.7845,42.7062,20.6032,0,100,-999.9,404.606,48.4035,98.8702,97.7735
17,1564092012,2859.5,20190725 15:00:11,17:00:11,2,5,B1_R3,1564092006,0.00253866,5.349104017,399.1044286,178.5273204,18.00985366,40.26169406,0.044530573,2.270391251,0.044050989,0.027574526,330.431652,45.9375127,44.54254762,9.413456738,42.80356137,3.98583466,9.311922962,5.427622078,-111.9548918,-25.63783352,-2.887140199,189.9517865,-0.041734977,0.046851168,3.491743418,10,2,1,0,50312.54999,0,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2592-20190725-15_00_13,837.2524615,950.355,0.119010831,0.5,1686.004684,5.349104017,100.3264094,1,0.002878782,3.233838934,-,0,950.355,0.119010831,0.763807737,0.714984281,0.951047614,2592,300,300,300,10492.8,950.355,-0.00702931,20.2059,2000.023333,1686.004684,0.842992507,0.195985014,6,0.5,0: Broadleaf,1564092006,399.1044286,406.739,39.51061429,36.58465714,500.0119048,100.6800952,0.200003238,44.33309048,44.54254762,999.9,0,0,9996.60619,0,0.00191117,2000.023333,0.899999381,0.100000914,0,835.9837619,4.99961,17262.50476,16487.71905,54.93404762,55.244,55.187,54.625,56.619,1795.521429,199.5028571,0,95.79999995,837.2524615,-34.4143589,-744.3692298,17290.73077,15,1564089836,14:23:55,1,2.828,-0.054,416,40,0.04,0,-8.067722683,5.487539582,0.650791131,0,833.907,0,0,0,2.768397561,1.803341394,0.182733604,0,0,3,0/3,100,100,2.828,-0.054,2,491.693,462.824,43.2402,42.8716,29.9995,42.6912,42.6152,20.707,0,100,-999.9,407.065,48.4035,98.8829,97.794
18,1564092116,2963.5,20190725 15:01:55,17:01:55,3,5,B1_R3,1564092110,0.0049298,9.23522918,399.742,238.1342825,24.02245979,40.32508894,0.109448848,2.270932663,0.10660057,0.066875089,330.4233603,44.96812408,42.79701429,8.595821958,45.85643011,4.227178047,9.218288552,4.368643912,-217.4041912,164.1985687,18.31749152,295.5352293,-0.041749675,0.046867668,3.492714963,10,2,1,0,50360.43205,0,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2593-20190725-15_01_57,870.7534615,1059.62,0.178239877,0.5,1685.962158,9.23522918,150.2528439,1,0.005183844,2.797257507,-,0,1059.62,0.178239877,0.736652045,0.706164975,0.917234974,2593,300,300,300,10536.4,1027.68,-0.00705965,10.4302,1999.972857,1685.962158,0.84299252,0.19598504,6,0.5,0: Broadleaf,1564092110,399.742,413.1880476,41.90395238,36.23650952,500.037381,100.6778095,0.199979,44.13817143,42.79701429,999.9,0,0,10000.35381,0,0.00191117,1999.972857,0.900000286,0.0999996,0,869.3482381,4.99961,17845.9619,16487.3,54.812,55.125,55.062,54.5,56.437,1795.474286,199.4985714,0,103.4000001,870.7534615,-39.98304275,-847.9863253,17874.37692,15,1564089836,14:23:55,1,2.828,-0.054,416,40,0.04,0,-13.67494634,2.375703136,0.239483977,0,866.986,0,0,0,5.574904146,1.036458815,0.103247756,0,0,3,0/3,100,100,2.828,-0.054,2,491.619,464.087,43.0283,42.7446,29.9996,42.5746,42.4994,20.9535,0,100,-999.9,413.298,48.4035,98.8941,97.8128
19,1564092357,3204.5,20190725 15:05:56,17:05:56,1,5,B2_R2,1564092351,0.006719534,9.974666107,400.309,271.2493842,27.36733229,40.38862411,0.156590585,2.271837301,0.150831989,0.094769736,330.4259775,43.87752346,42.9102,8.646910096,49.50303025,4.443712474,8.976647393,4.203197622,-296.3314451,87.8077378,9.773177846,131.675448,-0.041774241,0.046895246,3.494338519,0,0,1,0,50470.50623,0,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2594-20190725-15_05_58,897.3815,1034.5,0.132545674,0.5,1685.975057,9.974666107,111.7343503,1,0.005622386,2.889463509,-,0,1034.5,0.132545674,0.742895133,0.5658248,0.925008492,2594,300,300,300,10537.7,1023.54,-0.00706076,14.0763,1999.988095,1685.975057,0.842992546,0.195985093,6,0.5,0: Broadleaf,1564092351,400.309,415.5060952,44.04354286,36.33543333,500.0122381,100.693619,0.200000905,43.62711905,42.9102,999.9,0,0,10004.66714,0,0.00191117,1999.988095,0.899997143,0.100002914,0,893.0504286,4.99961,18245.89048,16487.40952,54.586,55.01180952,54.875,54.375,56.223,1795.486667,199.5019048,0,240.4000001,897.3815,-126.6215727,-2605.357267,18335.56538,15,1564089836,14:23:55,1,2.828,-0.054,416,40,0.04,0,-15.4116561,2.3266223,0.232958297,0,884.547,0,0,0,7.67259561,0.39063554,0.03884791,0,0,3,0/3,100,100,2.828,-0.054,2,503.889,465.878,42.5535,42.5008,29.9998,42.3383,42.2701,21.0242,0,100,-999.9,415.049,48.4035,98.9259,97.8552
20,1564092541,3389,20190725 15:09:01,17:09:01,1,3,B2_R2,1564092536,0.007564453,14.14357162,399.8126667,232.6212557,23.4694956,40.33767934,0.163649981,2.272386626,0.157373117,0.09890209,330.422833,43.82575053,43.56543333,8.947854512,48.66894202,4.419571551,9.080886841,4.52828296,-333.5923833,34.74177612,3.881995302,35.45422108,-0.041789163,0.046911997,3.495324522,0,0,1,0,50452.39216,0,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2595-20190725-15_09_03,805.0355769,1220.43,0.340367267,0.5,1685.959001,14.14357162,286.9226283,1,0.00809516,2.296911744,-,0,1220.43,0.340367267,0.696685845,0.969949779,0.867471457,2595,300,300,300,10530.9,1047.81,-0.0070572,-31.586,1999.969048,1685.959001,0.842992547,0.195985094,6,0.5,0: Broadleaf,1564092536,399.8126667,420.4137619,43.80521429,35.12568571,500.010381,100.6914762,0.199973,43.84901905,43.56543333,999.9,0,0,10008.45381,0,0.00191117,1999.969048,0.899999,0.100001,0,802.5469048,4.99961,16266.79048,16487.2619,54.452,54.875,54.687,54.443,56.187,1795.469048,199.5,0,184,805.0355769,-81.71401708,-1617.692308,16315.86538,15,1564089836,14:23:55,1,2.828,-0.054,416,40,0.04,0,-20.77676341,2.061926132,0.204561589,0,795.681,0,0,0,8.636095854,0.515840488,0.051111709,0,0,3,0/3,100,100,2.828,-0.054,2,505.765,465.484,42.6002,42.3393,29.9999,42.1707,42.0982,21.2225,0,100,-999.9,420.285,48.4035,98.9491,97.8805
21,1564092747,3594.9,20190725 15:12:27,17:12:27,1,2,B2_R2,1564092742,0.004238931,6.188790631,399.4364286,248.9041645,25.11622229,40.30601157,0.081760949,2.270756134,0.080160005,0.050241231,330.4279692,45.03677606,43.51803333,8.925784051,42.97374662,3.929625724,9.144247438,4.996158327,-186.936865,56.90011708,6.365107444,206.7563288,-0.041744882,0.046862288,3.492398178,1,0,1,0,50380.16517,0,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2596-20190725-15_12_29,834.2262308,929.494,0.102494227,0.5,1685.984027,6.188790631,86.40181497,1,0.003376857,3.328860649,-,0,929.494,0.102494227,0.768992333,0.693725067,0.957503162,2596,300,300,300,10530.4,926.319,-0.0070556,11.996,1999.998571,1685.984027,0.842992616,0.195985231,6,0.5,0: Broadleaf,1564092742,399.4364286,408.8949048,38.94296667,34.05428571,499.9943333,100.7071905,0.200009476,43.98282381,43.51803333,999.9,0,0,9996.288571,0,0.00191117,1999.998571,0.89999719,0.10000281,0,831.0014286,4.99961,17053.95238,16487.48571,54.437,54.875,54.625,54.38090476,56.13090476,1795.491905,199.507619,0,205.2,834.2262308,-85.00875202,-1779.96581,17121.05385,15,1564089836,14:23:55,1,2.828,-0.054,416,40,0.04,0,-9.682380244,2.570103763,0.260791663,0,825.108,0,0,0,4.845419268,0.482678885,0.048173874,0,0,3,0/3,100,100,2.828,-0.054,2,503.233,463.926,42.6553,42.3011,30.0005,42.0951,42.0292,20.7358,0,100,-999.9,409.125,48.4035,98.9489,97.8805
22,1564092994,3841.4,20190725 15:16:33,17:16:33,2,2,B2_R2,1564092988,0.004968101,9.451211362,398.3805238,228.1753055,23.02613656,40.20226608,0.105763601,2.271887039,0.103102479,0.064672564,330.4258203,44.72500467,42.6155,8.514437988,43.38924203,3.95213689,9.108564025,4.562301098,-219.0932718,158.254876,17.61256068,287.1999852,-0.041775592,0.046896762,3.494427791,35,7,1,0,50427.82919,0,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2597-20190725-15_16_35,1038.642692,1285.79,0.192214364,0.5,1685.975693,9.451211362,162.0343731,1,0.005311908,2.129321273,-,0,1285.79,0.192214364,0.680441887,0.500679434,0.847245455,2597,300,300,300,10554.3,1278.01,-0.00707239,25.8629,1999.989048,1685.975693,0.842992463,0.195984925,6,0.5,0: Broadleaf,1564092988,398.3805238,412.097381,39.16332381,33.43492857,499.9865238,100.7142381,0.199997619,43.90756667,42.6155,999.9,0,0,10002.94238,0,0.00191117,1999.989048,0.900002,0.0999983,0,1029.697619,4.99961,20749.17143,16487.4381,54.5,54.937,54.687,54.446,56.244,1795.495238,199.4966667,0,245.4000001,1038.642692,-228.3107692,-4454.810256,20924.26154,15,1564089836,14:23:55,1,2.828,-0.054,416,40,0.04,0,-13.93374634,3.31627108,0.577009986,0,1011.38,0,0,0,5.609846341,1.433029129,0.144610497,0,0,3,0/3,100,100,2.828,-0.054,2,461.549,464.883,42.7264,42.25,29.9998,42.0315,41.9437,20.877,0,100,-999.9,412.691,48.4035,98.9678,97.9029
23,1564093118,3965.9,20190725 15:18:38,17:18:38,3,2,B2_R2,1564093113,0.007420334,12.32274158,398.5356667,249.7585842,25.2039434,40.21751811,0.163811835,2.270444247,0.157517647,0.098993887,330.4291462,43.92693877,42.88768095,8.636724887,45.95452557,4.18490975,9.106632476,4.451815137,-327.2367487,124.3387593,13.86434165,141.3954985,-0.041736416,0.046852783,3.491838512,0,0,1,0,50383.09697,0,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2598-20190725-15_18_40,890.9398846,1113.06,0.199558079,0.5,1685.991125,12.32274158,168.2265751,1,0.00701503,2.614944388,-,0,1113.06,0.199558079,0.723370571,0.692191882,0.900697679,2598,300,300,300,10537.8,1054.34,-0.00706117,2.99231,2000.007143,1685.991125,0.842992552,0.195985104,6,0.5,0: Broadleaf,1564093113,398.5356667,416.8717619,41.47038095,32.93520952,499.9977143,100.7132381,0.199983667,43.90348571,42.88768095,999.9,0,0,9993.660952,0,0.00191117,2000.007143,0.899997857,0.100002219,0,883.4600952,4.99961,17981.35238,16487.5619,54.369,54.67814286,54.55314286,54.312,56.104,1795.504286,199.5042857,0,123.8,890.9398846,-196.3392476,-4050.707687,18135.83846,15,1564089836,14:23:55,1,2.828,-0.054,416,40,0.04,0,-18.7341561,4.73664878,0.492952315,0,870.42,0,0,0,8.501974146,0.369749268,0.036758269,0,0,3,0/3,100,100,2.828,-0.054,2,506.478,465.692,42.6872,42.1413,29.9996,41.9336,41.8568,21.0478,0,100,-999.9,417.105,48.4035,98.9823,97.93
24,1564093309,4156.9,20190725 15:21:49,17:21:49,2,3,B2_R2,1564093304,0.009385565,17.55888425,392.0129524,241.5413503,24.37265389,39.55594351,0.228742722,2.27121951,0.21667146,0.136451109,330.4218498,43.2071918,42.62459524,8.51850001,48.83460569,4.428010387,9.06736181,4.090489624,-413.9034326,146.4156626,16.29368751,79.22776727,-0.041757464,0.046876411,3.493229739,11,2,1,0,50420.52086,0,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2599-20190725-15_21_51,862.0823462,1169,0.26254718,0.5,1685.953444,17.55888425,221.3211615,1,0.010120932,2.441958939,-,0,1169,0.26254718,0.709467772,0.814464138,0.883386746,2599,300,300,300,10546.4,1084.08,-0.00706725,-5.27734,1999.962381,1685.953444,0.842992578,0.195985157,6,0.5,0: Broadleaf,1564093304,392.0129524,417.4981905,43.8831,33.11489048,500.0105714,100.7046667,0.200018429,43.82035238,42.62459524,999.9,0,0,9999.551905,0,0.00191117,1999.962381,0.899997429,0.1000027,0,858.8005238,4.99961,17505.62857,16487.18571,54.28247619,54.574,54.437,54.28247619,56.02952381,1795.460952,199.5014286,0,190.4000001,862.0823462,-98.09760689,-1929.182907,17570.88462,15,1564089836,14:23:55,1,2.828,-0.054,416,40,0.04,0,-26.30094634,9.2539777,0.920510145,0,852.242,0,0,0,10.73860732,0.31425993,0.031106845,0,0,3,0/3,100,100,2.828,-0.054,2,491.442,465.908,42.7019,41.9983,29.9999,41.8014,41.7254,21.1534,0,100,-999.9,420.035,48.4035,98.9953,97.9575
25,1564093407,4254.9,20190725 15:23:27,17:23:27,3,3,B2_R2,1564093402,0.005659865,10.78582174,396.977619,227.9580429,23.0016631,40.05625481,0.121870558,2.271850335,0.118351646,0.074277476,330.4227276,44.64431927,42.55665238,8.488196557,43.15760693,3.960427639,9.176661824,4.527768917,-249.6000454,183.0236066,20.377659,284.2239479,-0.041774595,0.046895643,3.494361913,23,5,1,0,50403.63903,0,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2600-20190725-15_23_29,957.9633846,1147.1,0.164882413,0.5,1685.960024,10.78582174,138.9925781,1,0.00610356,2.507671519,-,0,1147.1,0.164882413,0.714910591,0.5328785,0.890163819,2600,300,300,300,10512.6,1139.64,-0.00704363,26.075,1999.970476,1685.960024,0.842992456,0.195984912,6,0.5,0: Broadleaf,1564093402,396.977619,412.6164762,39.24982857,32.72470952,500.0107619,100.7030952,0.199960476,44.05096667,42.55665238,999.9,0,0,10003.81048,0,0.00191117,1999.970476,0.900001619,0.099998448,0,949.3400476,4.99961,19488.97619,16487.28095,54.29428571,54.562,54.455,54.25,56.062,1795.478095,199.4942857,0,97.20000005,957.9633846,-210.9016066,-4203.305977,19659.68846,15,1564089836,14:23:55,1,2.828,-0.054,416,40,0.04,0,-15.09986341,-3.845084321,0.822033809,0,936.223,0,0,0,6.423530488,1.144178467,0.114867279,0,0,3,0/3,100,100,2.828,-0.054,2,475.725,466.108,42.7119,41.9352,29.9999,41.7327,41.6553,20.8906,0,100,-999.9,413.621,48.4035,99.0158,97.9705
26,1564093573,4420.4,20190725 15:26:12,17:26:12,2,5,B2_R2,1564093567,0.008513197,11.63325422,400.154,272.3760095,27.4840961,40.37753182,0.188666047,2.270789129,0.180370215,0.113446332,330.4264973,43.64554806,42.98472857,8.680693017,46.19421936,4.22264186,9.141061195,4.458051157,-375.4319786,121.3681987,13.54194101,89.9046584,-0.041745778,0.046863293,3.492457387,28,6,1,0,50382.2229,0,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2601-20190725-15_26_14,761.7809231,921.476,0.173303566,0.5,1685.977131,11.63325422,146.0929246,1,0.006606134,3.36652718,-,0,921.476,0.173303566,0.770985051,1.234980024,0.959984375,2601,300,300,300,10585.7,898.15,-0.00709369,9.39679,1999.990476,1685.977131,0.84299258,0.19598516,6,0.5,0: Broadleaf,1564093567,400.154,418.2016667,41.84770476,32.05945714,500.0040476,100.7049524,0.200028762,43.97611429,42.98472857,999.9,0,0,9996.725238,0,0.00191117,1999.990476,0.899998905,0.100001238,0,758.3308571,4.99961,15356.02381,16487.44286,54.312,54.562,54.51180952,54.187,56.04133333,1795.49,199.5047619,0,164.6000001,761.7809231,-87.90208545,-1828.731624,15429.10769,15,1564089836,14:23:55,1,2.828,-0.054,416,40,0.04,0,-18.34213415,3.440770035,0.342278573,0,751.908,0,0,0,9.732592195,0.65748669,0.065461815,0,0,3,0/3,100,100,2.828,-0.054,2,470.533,465.439,42.7523,41.9053,30.0003,41.6827,41.6069,21.0483,0,100,-999.9,417.787,48.4035,99.0219,97.9743
27,1564093691,4538.9,20190725 15:28:11,17:28:11,3,5,B2_R2,1564093686,0.008841966,13.24206961,399.1152381,264.1070672,26.64890945,40.27149274,0.19967411,2.270765227,0.190407425,0.119801372,330.4303655,43.55134125,42.84009048,8.615234194,46.22165772,4.227840785,9.146882638,4.387393408,-389.9306896,140.5742708,15.67524241,96.74918908,-0.041745129,0.046862565,3.492414495,0,0,1,0,50379.46137,0,792.1661538,4023.65,3231.483846,0.8031225,0.495463736,MPF-2602-20190725-15_28_13,846.4166923,1125.04,0.247656357,0.5,1685.997887,13.24206961,208.7740471,1,0.007560274,2.576450615,-,0,1125.04,0.247656357,0.720393175,0.837023728,0.896990404,2602,300,300,300,10528.1,1041.62,-0.00705441,-7.69751,2000.015238,1685.997887,0.842992521,0.195985041,6,0.5,0: Broadleaf,1564093686,399.1152381,419.2399524,41.9005,31.73498571,500.0130476,100.7019048,0.200012524,43.98837143,42.84009048,999.9,0,0,9996.872381,0,0.00191117,2000.015238,0.899998333,0.100001857,0,843.7979048,4.99961,17278.95714,16487.62857,54.187,54.43109524,54.39861905,54.11,55.937,1795.512381,199.5028571,0,117.7,846.4166923,-70.43610246,-1379.599998,17330.44231,15,1564089836,14:23:55,1,2.828,-0.054,416,40,0.04,0,-20.4901561,4.154767944,0.422438493,0,838.846,0,0,0,10.11753415,0.52958676,0.052645342,0,0,3,0/3,100,100,2.828,-0.054,2,507.129,464.883,42.8029,41.8988,29.9996,41.6573,41.5788,21.1139,0,100,-999.9,419.508,48.4035,99.0293,97.9866
