SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,UserDefVar,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,plantID VOak 959,RIP_760,RIP_720,BAR-A12,seirra_loma,A10,A11,BAR_A07,BH_Block,BH_Vine,BH_Leaf,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,blfa_1,blfa_2,blfa_3,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,Qin,Qabs,alpha,convert,S,K,Geometry,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,MatchValveR,MatchValveS,MatchCO2,MatchH2O,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,VineID,vineID,,,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,,,,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,min⁻¹,min⁻¹,,s,%,%,µmol/mol,mmol/mol,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1564057296,0,20190725 05:21:35,05:21:35,null,null,null,null,null,null,null,null,B2_R2,2,1,1564057288,0.000113204,0.329343079,398.1079,328.3085024,33.0789927,40.11168831,0.008507124,2.269828735,0.008489451,0.005307492,0.001994222,23.53630737,22.74632667,2.776717891,50.06394431,1.461429262,2.919125296,1.315288629,-4.992298088,101.241205,9.260947851,105.511849,-0.041719709,0.046834029,3.490734102,10,2,1,0,53812.70017,MPF-1501-20190725-05_21_37,812.0592308,3707.24,2895.180769,0.780953154,0.329343079,-,0,0,#DIV/0!,0.5,0.02099454,0.329343079,#DIV/0!,#DIV/0!,4.51873E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.280486538,0.0499935,0.02099454,0.4199454,0.09498765,6,0.5,0: Broadleaf,1564057288,398.1079,398.5572,14.50466333,14.37078667,499.9917667,100.5558667,0.199954333,23.57365667,22.74632667,999.9,10005.29467,0,0.237661,0.0499935,0,0,0,812.1443333,0.0499935,-10.624,-2.788,33.937,37.937,36.25,37.9853,36.25,0,0,0,1563971172,812.0592308,4.85743577,10.4584616,-10.90961538,15,100,100,4.241,0.193,2,464.565,547.019,22.863,23.5587,30.0001,23.5993,23.5904,19.4013,29.5753,82.8403,-999.9,399.578,14.3799,101.749,114.527
2,1564057634,338,20190725 05:27:13,05:27:13,null,null,null,null,null,null,null,null,B2_R2,3,1,1564057626,7.10517E-05,-0.554645291,399.9144,564.3213561,56.86060748,40.29508271,0.005069791,2.268894648,0.005063506,0.003165255,0.001994222,23.55201476,23.10712,2.838055427,49.81451773,1.454306226,2.919442548,1.383749201,-3.133377847,57.2876524,5.252120422,59.40838919,-0.041694364,0.046805577,3.489058308,13,3,1,0,53781.09424,MPF-1502-20190725-05_27_15,695.4146154,3336.94,2641.525385,0.791601103,-0.554645291,-,0,0,#DIV/0!,0.5,0.02099454,-0.554645291,#DIV/0!,#DIV/0!,-6.77412E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.263262515,0.0499935,0.02099454,0.4199454,0.09498765,6,0.5,0: Broadleaf,1564057626,399.9144,399.2829333,14.43347333,14.34944333,500.0080667,100.5593,0.199969267,23.57546,23.10712,999.9,9998.875,0,0.237661067,0.0499935,0,0,0,695.6753333,0.0499935,-12.959,-3.100666667,33.8204,37.687,36.1208,37.75,36.125,0,0,0,337.4000001,695.4146154,3.926153844,-7.449572639,-12.67,15,100,100,4.266,0.192,2,460.606,544.238,22.8346,23.4397,30.0001,23.5022,23.4983,19.3748,28.4438,80.9814,-999.9,399.291,14.3556,101.79,114.54
3,1564057881,585,20190725 05:31:20,05:31:20,null,null,null,null,null,null,null,null,B2_R2,5,1,1564057873,8.51599E-05,-0.560718055,399.9879,528.8774528,53.29551244,40.30718267,0.00647841,2.269435592,0.006468154,0.004043516,0.001994222,23.3972523,22.51379333,2.737803026,49.72253023,1.438541366,2.893137899,1.29926166,-3.755553355,111.5291943,10.18413482,117.95977,-0.041709041,0.046822052,3.490028752,4,1,1,0,53826.75141,MPF-1503-20190725-05_31_22,761.7865385,3722.89,2961.103462,0.79537764,-0.560718055,-,0,0,#DIV/0!,0.5,0.02099454,-0.560718055,#DIV/0!,#DIV/0!,-2.48332E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.257264411,0.0499935,0.02099454,0.4199454,0.09498765,6,0.5,0: Broadleaf,1564057873,399.9879,399.3559333,14.27535,14.17462,500.0154,100.5710333,0.199971667,23.42535333,22.51379333,999.9,10001.22767,0,0.230116267,0.0499935,0,0,0,761.7086667,0.0499935,-12.502,-3.242,33.7122,37.5746,36,37.625,36,0,0,0,246,761.7865385,9.68170944,-4.466666805,-12.47576923,15,100,100,4.277,0.185,2,470.994,552.046,22.7351,23.2837,29.9999,23.3538,23.3527,19.3677,28.5933,79.3982,-999.9,399.36,14.2424,101.826,114.581
4,1564058284,988.5999999,20190725 05:38:04,05:38:04,null,null,null,null,null,null,null,null,B3_R2,2,1,1564058276,7.34719E-05,-0.455977056,399.6210333,517.8569899,52.19057547,40.27453931,0.00572116,2.268144265,0.005713155,0.00357144,0.001994222,23.11516929,22.17359667,2.681730463,49.65478673,1.41198637,2.843605748,1.269744093,-3.2401102,118.102287,10.75628628,125.6204573,-0.041674011,0.046782728,3.487712294,11,2,1,0,53835.55053,MPF-1504-20190725-05_38_06,747.1611538,3318.02,2570.858846,0.774817164,-0.455977056,-,0,0,#DIV/0!,0.5,0.02099454,-0.455977056,#DIV/0!,#DIV/0!,1.35271E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.290627062,0.0499935,0.02099454,0.4199454,0.09498765,6,0.5,0: Broadleaf,1564058276,399.6210333,399.1091,14.01032667,13.92339667,500.0059,100.5818,0.200030667,23.13943,22.17359667,999.9,9991.758333,0,0.339516,0.0499935,0,0,0,747.306,0.0499935,-14.76366667,-3.462,33.5,37.375,35.75413333,37.4412,35.80373333,0,0,0,402.8,747.1611538,-0.771623916,6.258803301,-15.09038462,15,100,100,4.305,0.167,2,462.842,547.253,22.5429,23.089,29.9998,23.1594,23.1595,19.3634,29.0004,76.4075,-999.9,399.242,13.9086,101.876,114.596
5,1564058494,1198,20190725 05:41:33,05:41:33,null,null,null,null,null,null,null,null,B3_R2,3,1,1564058486,0.000106218,-0.535971971,400.0172333,493.7975745,49.7679888,40.31622312,0.008348991,2.269535819,0.008331965,0.005209005,0.001994222,23.01518673,22.09678333,2.669209787,49.86595415,1.41036333,2.828309123,1.258846457,-4.684221406,116.6616191,10.60962055,122.5890124,-0.041711761,0.046825105,3.490208568,9,2,1,0,53898.65343,MPF-1505-20190725-05_41_35,847.0165385,4637.11,3790.093462,0.817339563,-0.535971971,-,0,0,#DIV/0!,0.5,0.02099454,-0.535971971,#DIV/0!,#DIV/0!,2.25593E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.223481702,0.0499935,0.02099454,0.4199454,0.09498765,6,0.5,0: Broadleaf,1564058486,400.0172333,399.4249667,13.99361333,13.86791667,499.9263667,100.5861667,0.200048933,23.05025,22.09678333,999.9,10000.375,0,0.284391767,0.0499935,0,0,0,846.4846667,0.0499935,-13.52733333,-3.46,33.3582,37.2185,35.625,37.27893333,35.63326667,0,0,0,208.3999999,847.0165385,5.872478695,4.510427244,-13.58961538,15,100,100,4.394,0.165,2,465.019,564.177,22.4025,22.9335,29.9998,23.0171,23.0219,19.3559,29.043,74.9193,-999.9,399.504,13.8423,101.912,114.621
6,1564058683,1387.5,20190725 05:44:43,05:44:43,null,null,null,null,null,null,null,null,B3_R2,5,1,1564058675,0.000108481,-0.452966197,399.7642,476.0990454,47.9858753,40.29210988,0.008513702,2.269160916,0.008495996,0.005311585,0.001994222,22.92727145,22.01637333,2.656157694,49.58693235,1.395092928,2.813428583,1.261064766,-4.784001723,115.8165866,10.52555414,121.5601332,-0.041701588,0.046813686,3.489535977,7,1,1,0,53901.9925,MPF-1506-20190725-05_44_45,805.2023077,4614.35,3809.147692,0.825500383,-0.452966197,-,0,0,#DIV/0!,0.5,0.02099454,-0.452966197,#DIV/0!,#DIV/0!,-2.25804E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.211386476,0.0499935,0.02099454,0.4199454,0.09498765,6,0.5,0: Broadleaf,1564058675,399.7642,399.2727,13.84162333,13.71325333,500.0197,100.5897,0.199990233,22.96309,22.01637333,999.9,9997.585,0,0.298019533,0.0499935,0,0,0,805.4123333,0.0499935,-13.18433333,-3.368,33.30786667,37.2227,35.5248,37.30786667,35.6187,0,0,0,188.4000001,805.2023077,-8.80410264,-8.670085504,-13.20846154,15,100,100,4.409,0.163,2,467.641,567.072,22.3246,22.8452,30.0002,22.9274,22.9337,19.3497,28.1402,73.8046,-999.9,399.463,13.8012,101.927,114.631
7,1564059077,1781,20190725 05:51:16,05:51:16,null,null,null,null,null,null,null,null,B1_R3,1,1,1564059069,0.000166646,-0.286314326,399.6316,426.8359325,43.00652864,40.26551314,0.012823561,2.268647456,0.012783427,0.007993237,0.001994222,23.07176457,22.29738333,2.702016033,49.81226364,1.415383091,2.841434995,1.286632942,-7.349076051,101.443731,9.242245766,103.3388949,-0.041687659,0.046798049,3.488614882,25,5,1,0,53854.20905,MPF-1507-20190725-05_51_18,835.6253846,4367.6,3531.974615,0.808676302,-0.286314326,-,0,0,#DIV/0!,0.5,0.02099454,-0.286314326,#DIV/0!,#DIV/0!,-1.58142E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.236588729,0.0499935,0.02099454,0.4199454,0.09498765,6,0.5,0: Broadleaf,1564059069,399.6316,399.3679333,14.04755,13.85038,499.9891,100.5565667,0.200013,23.1268,22.29738333,999.9,9997.538667,0,1.233809667,0.0499935,0,0,0,835.4783333,0.0499935,-11.00166667,-3.189666667,33.312,37.312,35.5704,37.437,35.625,0,0,0,392.4000001,835.6253846,-0.96752137,-16.51111117,-11.43192308,15,100,100,4.292,0.167,2,446.947,564.471,22.4171,23.0909,30.0002,23.1123,23.1042,19.3536,26.7557,72.3178,-999.9,399.526,13.8737,101.882,114.582
8,1564059275,1979.7,20190725 05:54:35,05:54:35,null,null,null,null,null,null,null,null,B1_R3,4,1,1564059268,6.34773E-05,-0.306975186,399.9261667,491.70505,49.54030006,40.29338787,0.004863172,2.267458527,0.004857385,0.003036385,0.001994222,23.17645681,22.35157667,2.710939159,49.80711901,1.421291607,2.853591285,1.289647552,-2.799347598,103.3986162,9.431258511,110.0325213,-0.041655417,0.046761854,3.486482396,8,2,1,0,53801.32306,MPF-1508-20190725-05_54_37,829.055,4659.18,3830.125,0.82205989,-0.306975186,-,0,0,#DIV/0!,0.5,0.02099454,-0.306975186,#DIV/0!,#DIV/0!,2.25804E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.216456382,0.0499935,0.02099454,0.4199454,0.09498765,6,0.5,0: Broadleaf,1564059268,399.9261667,399.5882667,14.10682333,14.03172667,500.01,100.5520333,0.2000335,23.19742,22.35157667,999.9,9990.256667,0,1.627411,0.0499935,0,0,0,828.7226667,0.0499935,-12.142,-3.299666667,33.437,37.437,35.687,37.562,35.75,0,0,0,198,829.055,-0.222564054,0.975384615,-12.28115385,15,100,100,4.404,0.173,2,467.182,562.989,22.5075,23.2433,30.0005,23.2659,23.2567,19.3542,26.2432,71.5751,-999.9,399.623,14.0253,101.848,114.55
9,1564059499,2203.7,20190725 05:58:19,05:58:19,null,null,null,null,null,null,null,null,B1_R3,5,1,1564059492,5.57029E-05,-0.366493253,399.9169667,529.4495538,53.34459135,40.29355962,0.004210953,2.268230942,0.004206615,0.002629524,0.001994222,23.30836052,22.51728,2.738382983,49.78573302,1.431823304,2.875971122,1.306559678,-2.456499968,98.98552331,9.039163715,105.5701813,-0.041676362,0.046785367,3.487867763,12,2,1,0,53803.84338,MPF-1509-20190725-05_58_21,802.9326923,4673.5,3870.567308,0.828194567,-0.366493253,-,0,0,#DIV/0!,0.5,0.02099454,-0.366493253,#DIV/0!,#DIV/0!,-2.22102E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.207445738,0.0499935,0.02099454,0.4199454,0.09498765,6,0.5,0: Broadleaf,1564059492,399.9169667,399.5038667,14.21096667,14.14506667,499.9516333,100.5548333,0.199980733,23.32674667,22.51728,999.9,9995.001667,0,3.011976333,0.0499935,0,0,0,802.759,0.0499935,-10.415,-3.360333333,33.5,37.4958,35.75,37.6061,35.812,0,0,0,223.2,802.9326923,0.398974388,0.216068441,-10.29307692,15,100,100,4.425,0.178,2,461.77,561.842,22.5946,23.3955,30.0004,23.4277,23.418,19.3448,25.5189,70.8296,-999.9,399.563,14.149,101.821,114.519
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
