SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1567793525,1223.6,20190906 13:12:05,13:12:05,,2,B3_R2,5,1567793517,0.006455346,12.30227735,381.9395806,269.9133074,27.33262189,38.67690053,0.214965256,2.276552615,0.204291538,0.128597024,330.4253525,38.3766058,37.24701613,6.390385296,50.12877591,3.344363556,6.671544429,3.04602174,-284.680762,97.26511464,10.2371045,153.2468096,-0.041902437,0.047039157,3.502805412,7,1,1,0,51536.13024,0,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3650-20190906-13_12_16,1136.114231,1.8724,-605.7689761,0.5,1685.972022,12.30227735,-510654.7727,1,0.007572042,2679.99765,-,0,1.8724,-605.7689761,0.999627005,1.412876404,1.190449282,1999.984516,1685.972022,0.842992537,0.195985075,6,0.5,0: Broadleaf,1567793517,381.9395806,399.6589355,33.02603871,25.53631935,500.0575806,101.0644839,0.199963419,38.03950645,37.24701613,999.9,0,0,9998.543548,0,0.00191117,1999.984516,0.899999677,0.100000387,0,1137.440323,4.99961,23039.42903,16487.4,49.282,50.175,49.625,49.437,50.94106452,1795.484194,199.5009677,0,130.5999999,1136.114231,-322.821538,-6538.410247,23013.11923,15,1567792185,12:49:44,5,3.789,0.305,397,30,0.71,0.31,-17.73912439,0.300505923,0.043915733,1,1154.869412,-363.2605234,35.76746558,0,7.528922927,-0.838762369,0.084281681,0,1,3,1/3,1.88772,1.89346,1.89136,1.89133,1.88828,1.89104,1.88416,1.89101,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.789,0.305,2,498.538,1196.25,36.8823,36.0059,30.0001,35.8129,35.6887,30.4147,35.8691,72.3019,-999.9,400,25.6937,100.416,99.3813
12,1567793625,1323.6,20190906 13:13:45,13:13:45,,3,B3_R2,5,1567793617,0.007825811,15.40274049,378.007871,261.1204485,26.44394831,38.28126315,0.258242106,2.276308582,0.243000164,0.153169509,330.4191975,37.78384544,37.54137097,6.493591514,51.24033476,3.391332411,6.618482153,3.102259103,-345.1182451,43.0526734,4.534970441,32.88859633,-0.041895796,0.047031702,3.502367043,8,2,1,0,51552.84913,0,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3651-20190906-13_13_56,1569.574615,1.872,-837.4479783,0.5,1685.940736,15.40274049,-705943.8303,1,0.009411194,2680.570513,-,0,1.872,-837.4479783,0.999627084,1.95281894,1.190449377,1999.947419,1685.940736,0.84299253,0.195985061,6,0.5,0: Broadleaf,1567793617,378.007871,400.0400645,33.48767097,24.41157419,500.0217097,101.0710323,0.200041935,37.89219032,37.54137097,999.9,0,0,9996.31129,0,0.00191117,1999.947419,0.899999129,0.100000839,0,1571.49129,4.99961,31697.96129,16487.07742,49.187,50.046,49.548,49.306,50.84451613,1795.450968,199.4967742,0,98.9000001,1569.574615,-570.2345299,-11466.03761,31659.36154,15,1567792185,12:49:44,5,3.789,0.305,397,30,0.71,0.31,-21.97357805,-1.245909408,0.124812262,0,1597.471471,-564.6553977,55.02472782,0,9.130370732,-1.022008432,0.104334022,0,0,3,0/3,1.88781,1.89346,1.89145,1.89136,1.88828,1.89112,1.88418,1.89102,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.789,0.305,2,497.475,1194.21,36.8838,35.9692,30.0001,35.7878,35.6657,30.3505,39.4589,71.9905,-999.9,400,24.1573,100.418,99.3861
13,1567793737,1435.1,20190906 13:15:36,13:15:36,,1,B3_R2,3,1567793729,0.00768533,16.76997605,376.1938387,247.5184509,25.06782672,38.09963228,0.250758189,2.277521327,0.236367638,0.148953842,330.4264072,37.70046917,37.48911613,6.475165099,50.84726293,3.341822934,6.572276935,3.133342166,-338.9230549,33.63814087,3.538299872,28.67979302,-0.041928804,0.047068756,3.504545745,52,10,1,0,51613.35515,0,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3652-20190906-13_15_47,1040.889615,1420.94,0.267464062,0.5,1685.978185,16.76997605,225.4692872,1,0.01022193,2.53280223,-,0,1420.94,0.267464062,0.716938584,0.616686138,0.853797486,1999.991935,1685.978185,0.842992492,0.195984984,6,0.5,0: Broadleaf,1567793729,376.1938387,399.7870968,32.99699032,24.07895161,500.0025806,101.0765484,0.200049903,37.76307419,37.48911613,999.9,0,0,10003.64097,0,0.00191117,1999.991935,0.900000742,0.099999387,0,1043.487742,4.99961,20717.47742,16487.44839,48.937,49.879,49.375,48.937,50.61687097,1795.494194,199.4987097,0,111,1040.889615,-209.1538459,-4146.909396,20665.88846,15,1567792185,12:49:44,5,3.789,0.305,397,30,0.71,0.31,-23.5572122,-0.796590941,0.089351335,1,1051.627647,-213.5166896,20.92578722,0,8.94403878,-0.713976167,0.071965693,0,1,3,1/3,1.8877,1.89346,1.89139,1.89134,1.88828,1.8911,1.88417,1.89102,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.789,0.305,2,445.942,1192.1,36.7748,35.8572,29.9996,35.6951,35.5669,30.3746,39.5188,71.7636,-999.9,400,23.8963,100.446,99.4111
14,1567793885,1583.1,20190906 13:18:04,13:18:04,,2,B3_R2,3,1567793877,0.008256376,18.26619317,374.6755484,248.8414967,25.20027895,37.94354423,0.28044491,2.276564904,0.262568611,0.16561645,330.4202152,37.32280826,37.18335161,6.368251599,51.29707361,3.336419782,6.50411329,3.031831817,-364.1062009,47.59631,4.996596447,18.90692074,-0.041902772,0.047039532,3.502827487,0,0,1,0,51614.36717,0,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3653-20190906-13_18_15,1289.746538,2.432,-529.3234122,0.5,1685.945661,18.26619317,-446205.2552,1,0.011109591,2063.103618,-,0,2.432,-529.3234122,0.999515528,1.604671078,1.190316526,1999.953226,1685.945661,0.842992546,0.195985092,6,0.5,0: Broadleaf,1567793877,374.6755484,400.3077419,32.94565484,23.36419032,499.9881613,101.0703871,0.200017097,37.57115161,37.18335161,999.9,0,0,9998.039355,0,0.00191117,1999.953226,0.89999829,0.100001819,0,1296.07871,4.99961,26069.46129,16487.12581,48.625,49.415,49.044,48.62093548,50.302,1795.455161,199.4983871,0,147.5999999,1289.746538,-510.0796574,-10322.87862,25940.77692,15,1567792185,12:49:44,5,3.789,0.305,397,30,0.71,0.31,-25.6482561,0.406791638,0.051005084,1,1316.994118,-537.6322724,52.7359204,0,9.480400976,2.028622787,0.209377664,0,1,3,1/3,1.88769,1.89346,1.89134,1.89133,1.88827,1.89104,1.88414,1.89094,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.789,0.305,2,511.047,1194.9,36.6401,35.6404,29.9995,35.4946,35.3728,30.4212,38.507,68.1289,-999.9,400,22.7965,100.465,99.448
15,1567793986,1684.6,20190906 13:19:46,13:19:46,,3,B3_R2,3,1567793978,0.00629043,15.24417339,378.5546452,242.4555374,24.55234052,38.33446186,0.211062506,2.276120634,0.200761011,0.12635927,330.4277724,37.71942156,36.76433871,6.224230347,49.83692479,3.198918595,6.418772042,3.025311752,-277.4079598,69.21449921,7.244247765,129.4785596,-0.041890682,0.047025961,3.502029438,33,7,1,0,51640.34469,0,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3654-20190906-13_19_56,1007.935192,1.9152,-525.2819509,0.5,1685.985001,15.24417339,-442808.7453,1,0.009316896,2620.08396,-,0,1.9152,-525.2819509,0.999618478,1.253222773,1.190439128,2000,1685.985001,0.842992501,0.195985001,6,0.5,0: Broadleaf,1567793978,378.5546452,399.7043548,31.58947419,24.27969677,500.0194839,101.0653548,0.199977258,37.3283871,36.76433871,999.9,0,0,9995.652581,0,0.00191117,2000,0.899999419,0.100000452,0,1009.965484,4.99961,20056.47419,16487.49355,48.26,48.94716129,48.68503226,48.10874194,49.95529032,1795.5,199.5,0,100.8,1007.935192,-270.5229062,-5180.717952,20017.07692,15,1567792185,12:49:44,5,3.789,0.305,397,30,0.71,0.31,-21.06080976,-1.661776307,0.170751047,0,1025.150147,-286.5257503,28.10003026,0,7.383078537,-1.222632544,0.132146677,0,0,3,0/3,1.88772,1.89346,1.89139,1.89133,1.88828,1.89108,1.88416,1.89101,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.789,0.305,2,468.532,1199.78,36.4316,35.4169,29.999,35.2946,35.1742,30.4376,34.0217,68.5822,-999.9,400,24.4675,100.486,99.4761
16,1567794118,1816.6,20190906 13:21:58,13:21:58,,1,B3_R2,2,1567794110,0.005268914,12.97620691,381.9327742,238.342346,24.13301603,38.67206106,0.168515809,2.276810187,0.161880656,0.101749784,330.4210827,38.04418675,37.20593871,6.376096632,50.44890681,3.236924122,6.416242347,3.13917251,-232.3591002,14.1416873,1.482783934,113.6864538,-0.041909447,0.047047026,3.50326812,33,7,1,0,51663.49081,0,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3655-20190906-13_22_09,1454.231538,1776.12,0.181231258,0.5,1685.950995,12.97620691,152.7735096,1,0.007971869,1.826329302,-,0,1776.12,0.181231258,0.646184187,0.331345574,0.769536535,1999.959677,1685.950995,0.842992493,0.195984986,6,0.5,0: Broadleaf,1567794110,381.9327742,399.9186452,31.96849032,25.84806452,500.0117419,101.0535806,0.20000029,37.32114839,37.20593871,999.9,0,0,10001.29516,0,0.00191117,1999.959677,0.899999968,0.099999848,0,1458.309355,4.99961,29635.90323,16487.16774,48.042,48.61280645,48.375,47.87093548,49.687,1795.464194,199.4954839,0,131.1999998,1454.231538,-677.9398291,-13805.90086,29553.46923,15,1567792185,12:49:44,5,3.789,0.305,397,30,0.71,0.31,-17.93281463,-0.842155401,0.095890813,1,1489.863824,-705.472623,69.15934095,0,6.16770878,-0.914434077,0.092484917,0,1,3,1/3,1.88769,1.89346,1.89135,1.89134,1.88828,1.89103,1.88416,1.89099,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.789,0.305,2,468.783,1204.17,36.2244,35.1745,29.9995,35.0551,34.9504,30.4475,30.8005,73.3807,-999.9,400,25.9729,100.513,99.5153
17,1567794224,1922.1,20190906 13:23:43,13:23:43,,2,B3_R2,2,1567794216,0.004231667,10.15745292,385.967871,233.3073823,23.62271518,39.07981392,0.123279401,2.277418996,0.119688479,0.075119217,330.4298236,38.38562764,37.90636452,6.623571629,50.13784317,3.217730204,6.417767501,3.405841424,-186.6165313,-71.3170847,-7.501246576,64.99496096,-0.041926018,0.047065629,3.504361888,11,2,1,0,51682.3117,0,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3656-20190906-13_23_54,1009.783769,151.972,-5.644538265,0.5,1685.993643,10.15745292,-4758.327817,1,0.006299803,32.03174269,-,0,151.972,-5.644538265,0.96972609,1.314272282,1.154840478,2000.01,1685.993643,0.842992607,0.195985213,6,0.5,0: Broadleaf,1567794216,385.967871,400.1174516,31.77959032,26.86272581,499.9755484,101.0514839,0.199985129,37.3255129,37.90636452,999.9,0,0,10005.45742,0,0.00191117,2000.01,0.899996452,0.100003403,0,1011.304806,4.99961,20322.8871,16487.60323,47.879,48.5,48.20325806,47.77,49.562,1795.501935,199.5080645,0,105,1009.783769,-122.4715212,-2370.977775,20293.35769,15,1567792185,12:49:44,5,3.789,0.305,397,30,0.71,0.31,-14.10666098,-0.643703833,0.095360126,1,1016.314971,-129.1751802,12.67392991,0,4.934576585,-0.703309547,0.078089957,0,1,3,1/3,1.88768,1.89346,1.89136,1.89133,1.88828,1.89107,1.88416,1.891,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.789,0.305,2,494.52,1204.65,36.1563,35.0575,29.9998,34.9249,34.8214,30.5272,28.6916,75.6598,-999.9,400,26.9564,100.531,99.5344
18,1567794314,2012.6,20190906 13:25:14,13:25:14,,3,B3_R2,2,1567794306,0.005243578,13.98335637,380.6617419,223.4581484,22.62474602,38.54133444,0.163851515,2.276606501,0.157570683,0.099025925,330.4252063,37.96643055,37.29601935,6.40746728,50.07652675,3.1979896,6.386204891,3.209477679,-231.2417832,-7.488504686,-0.785269737,90.90964864,-0.041903904,0.047040803,3.502902212,33,6,1,0,51671.16887,0,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3657-20190906-13_25_24,1051.666923,2.1356,-491.4456467,0.5,1685.971701,13.98335637,-414281.7263,1,0.008569142,2349.580633,-,0,2.1356,-491.4456467,0.999574573,1.307784924,1.190386842,1999.984194,1685.971701,0.842992513,0.195985025,6,0.5,0: Broadleaf,1567794306,380.6617419,399.837871,31.58562903,25.49180645,499.9774194,101.0482581,0.199989903,37.23500645,37.29601935,999.9,0,0,10000.49903,0,0.00191117,1999.984194,0.899999548,0.100000439,0,1055.007742,4.99961,21056.61935,16487.39677,47.812,48.522,48.163,47.69512903,49.526,1795.486129,199.4993548,0,90,1051.666923,-327.8358976,15522.79647,21979.61538,15,1567792185,12:49:44,5,3.789,0.305,397,30,0.71,0.31,-19.11827317,-1.065913589,0.113564264,0,1072.227941,-334.6565987,32.90332111,0,6.150973415,-1.009383554,0.106308373,0,0,3,0/3,1.88772,1.89346,1.8914,1.89134,1.88828,1.89105,1.88416,1.89101,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.789,0.305,2,481.019,1195.73,36.1546,35.0093,29.9999,34.8571,34.7515,30.5214,31.8959,74.8712,-999.9,400,25.6692,100.526,99.5419
19,1567794560,2258,20190906 13:29:19,13:29:19,,1,B1_R3,5,1567794552,0.007900631,15.39267355,377.5779677,266.7188636,26.99848233,38.22013918,0.273632402,2.276184303,0.256583073,0.161807632,330.4241551,36.95495988,36.60402581,6.169881122,50.46819461,3.197220742,6.335120102,2.97266038,-348.4178081,59.3526331,6.199849264,47.5588294,-0.041892415,0.047027906,3.502143803,18,4,1,0,51681.6251,0,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3658-20190906-13_29_30,1511.669615,3219.93,0.530527181,0.5,1685.968219,15.39267355,447.2259828,1,0.009405069,0.559009047,-,0,3219.93,0.530527181,0.358566904,0.707275573,0.427014988,1999.980323,1685.968219,0.842992403,0.195984807,6,0.5,0: Broadleaf,1567794552,377.5779677,399.628871,31.58544516,22.40415484,500.0006774,101.0244839,0.200011323,37.08769355,36.60402581,999.9,0,0,10000.11,0,0.00191117,1999.980323,0.900003452,0.099996768,0,1515.208387,4.99961,30482.82258,16487.34839,47.687,48.187,47.937,47.625,49.33232258,1795.489355,199.4916129,0,244.6999998,1511.669615,-485.9011966,-9733.880342,30412.39231,15,1567794467,13:27:46,6,3.805,0.433,400,31,0.32,0.27,-21.94557317,-1.996170732,0.200895103,0,1541.888824,-503.5967532,49.33200094,0,9.207293415,-0.450001254,0.048645878,0,0,3,0/3,1.88766,1.89346,1.89133,1.89133,1.88828,1.89102,1.88416,1.89095,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.805,0.433,2,486.157,1194.46,35.9806,34.8644,29.9998,34.7085,34.5937,30.4683,42.8693,77.7163,-999.9,400,22.2631,100.535,99.5566
20,1567794685,2383,20190906 13:31:24,13:31:24,,2,B1_R3,5,1567794677,0.005501677,12.47503534,382.3066452,249.8544473,25.28998927,38.69665342,0.178074163,2.276233688,0.170680923,0.107314252,330.4235512,37.83641072,37.01140323,6.308804051,50.22469146,3.199387011,6.370147666,3.109417041,-242.6239752,21.77106108,2.279710742,111.8503479,-0.041893759,0.047029414,3.502232513,19,4,1,0,51666.25002,0,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3659-20190906-13_31_35,1463.264615,1667.39,0.1224221,0.5,1685.962782,12.47503534,103.1995518,1,0.007674552,2.010633385,-,0,1667.39,0.1224221,0.667843981,0.23660444,0.795331042,1999.973548,1685.962782,0.84299254,0.19598508,6,0.5,0: Broadleaf,1567794677,382.3066452,399.8007419,31.60859677,25.21524194,499.9982581,101.0189032,0.199984581,37.1888129,37.01140323,999.9,0,0,10000.98323,0,0.00191117,1999.973548,0.899998774,0.1000012,0,1467.865806,4.99961,29527.10645,16487.2871,47.75,48.391,48.052,47.75,49.437,1795.473548,199.5,0,124.5999999,1463.264615,-368.3199995,-7367.268366,29435.73077,15,1567794467,13:27:46,6,3.805,0.433,400,31,0.32,0.27,-17.4581122,-0.882666899,0.092854516,1,1485.490588,-369.8251592,36.33444897,0,6.421206585,-0.501539791,0.051106073,0,1,3,1/3,1.88766,1.89346,1.89134,1.89133,1.88828,1.89102,1.88416,1.89096,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.805,0.433,2,485.02,1198.77,36.0086,34.8545,30.0003,34.6736,34.5628,30.5124,34.0591,78.2544,-999.9,400,25.3026,100.532,99.5547
21,1567794781,2479.5,20190906 13:33:01,13:33:01,,3,B1_R3,5,1567794773,0.006302822,13.83775083,380.3248065,240.586151,24.35314097,38.49807475,0.187930084,2.275265272,0.179712765,0.113028828,330.4217997,37.77646014,37.78461613,6.579966372,49.71008034,3.201391364,6.440125107,3.378575008,-277.9544565,-48.48001839,-5.102605071,-1.115280259,-0.041867413,0.046999839,3.500493119,26,5,1,0,51601.82809,0,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3660-20190906-13_33_11,1486.915769,123.058,-11.08304839,0.5,1685.954786,13.83775083,-9342.759243,1,0.008482864,39.79295942,-,0,123.058,-11.08304839,0.975485966,2.000954649,1.161699876,1999.964194,1685.954786,0.842992485,0.195984971,6,0.5,0: Broadleaf,1567794773,380.3248065,399.8048387,31.62673871,24.30323871,500.0465161,101.0241935,0.20000771,37.38939032,37.78461613,999.9,0,0,9994.170645,0,0.00191117,1999.964194,0.900000613,0.099999258,0,1491.91871,4.99961,30229.67419,16487.22581,48,48.86280645,48.312,48.07216129,49.687,1795.469355,199.4954839,0,96,1486.915769,-544.589744,-10958.79317,30128.93462,15,1567794467,13:27:46,6,3.805,0.433,400,31,0.32,0.27,-19.42878293,-1.214494077,0.124295619,0,1515.989706,-571.6709214,56.27016849,0,7.332162439,-0.033134007,0.032433966,1,1,3,1/3,1.88776,1.89348,1.8914,1.89135,1.88828,1.89108,1.88416,1.89102,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.805,0.433,2,481.329,1191.11,36.1817,34.9842,30.0005,34.7623,34.6429,30.5201,35.0207,75.5254,-999.9,400,24.5401,100.518,99.5328
22,1567794902,2600,20190906 13:35:01,13:35:01,,1,B1_R3,4,1567794894,0.003068547,8.39116613,388.7091935,205.6442184,20.81648353,39.34736697,0.082712732,2.276640537,0.081078844,0.050818388,330.4271444,38.86911343,38.62040323,6.88439374,50.27495595,3.24504017,6.454585804,3.639353571,-135.3229377,-146.0339635,-15.42624444,33.64399877,-0.04190483,0.047041843,3.502963355,30,6,1,0,51639.23637,0,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3661-20190906-13_35_12,1114.206154,1462.73,0.238269432,0.5,1685.982962,8.39116613,200.8591013,1,0.005252212,2.431870543,-,0,1462.73,0.238269432,0.708613717,0.529616395,0.843883456,1999.997742,1685.982962,0.842992433,0.195984866,6,0.5,0: Broadleaf,1567794894,388.7091935,400.2104194,32.05746774,28.4931,499.9782903,101.0257742,0.199943194,37.43060323,38.62040323,999.9,0,0,10002.94581,0,0.00191117,1999.997742,0.900002581,0.099997503,0,1116.11,4.99961,22266.91613,16487.50323,48.125,48.929,48.437,48.24593548,49.766,1795.504516,199.4954839,0,120,1114.206154,-173.2280342,-3399.299145,22229.86538,15,1567794467,13:27:46,6,3.805,0.433,400,31,0.32,0.27,-11.55146829,0.78264878,0.088981145,1,1125.565588,-187.8152156,18.50480624,0,3.595565122,-0.629041254,0.06316064,0,1,3,1/3,1.8877,1.89346,1.89137,1.89133,1.88828,1.89105,1.88416,1.89102,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.805,0.433,2,471.183,1202.79,36.2183,35.067,30.0006,34.8427,34.7149,30.5946,24.508,80.583,-999.9,400,28.4414,100.504,99.5134
23,1567795007,2705,20190906 13:36:46,13:36:46,,2,B1_R3,4,1567794999,0.005076636,12.9665938,381.7561935,226.7774356,22.95533013,38.64290743,0.154644835,2.275625579,0.149034687,0.093633773,330.4267055,38.35535629,37.63833871,6.527905472,49.91636533,3.246336866,6.503552181,3.281568606,-223.8796643,-8.437460575,-0.888061603,97.22151898,-0.041877214,0.047010841,3.501140237,31,6,1,0,51583.46865,0,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3662-20190906-13_36_57,1163.801154,6369.81,0.817294212,0.5,1685.979075,12.9665938,688.9704699,1,0.007966035,-0.211923119,-,0,6369.81,0.817294212,-0.268911731,0.935466301,-0.320245227,1999.992903,1685.979075,0.842992529,0.195985057,6,0.5,0: Broadleaf,1567794999,381.7561935,399.641871,32.07080645,26.17417742,499.9966452,101.0240323,0.200016194,37.56956452,37.63833871,999.9,0,0,9996.526129,0,0.00191117,1999.992903,0.899999194,0.100000868,0,1166.116452,4.99961,23334.32258,16487.47097,48.25,49.256,48.61687097,48.421,49.933,1795.492903,199.5012903,0,104.2,1163.801154,-251.9682053,-4953.114533,23288.35385,15,1567794467,13:27:46,6,3.805,0.433,400,31,0.32,0.27,-17.8621878,-0.439561672,0.048601015,1,1179.636176,-263.5304562,25.90720443,0,5.93768439,-0.686247178,0.075359363,0,1,3,1/3,1.88768,1.89346,1.89136,1.89133,1.88828,1.89104,1.88416,1.89099,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.805,0.433,2,470.768,1197.15,36.3013,35.1754,30.0007,34.9452,34.82,30.5528,32.3856,81.0937,-999.9,400,26.301,100.49,99.4939
24,1567795099,2797,20190906 13:38:18,13:38:18,,3,B1_R3,4,1567795091,0.004555083,10.52404832,385.4671935,245.0802069,24.80773684,39.01811909,0.140299074,2.27566634,0.135664806,0.085194122,330.4265702,38.57262181,37.59765806,6.513490706,50.29158632,3.279228844,6.520432311,3.234261862,-200.8791524,2.404640185,0.253097795,132.2051558,-0.041878323,0.047012086,3.501213449,54,11,1,0,51576.83539,0,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3663-20190906-13_38_29,1355.48,3.33824,-405.0462998,0.5,1685.978759,10.52404832,-341449.729,1,0.006517296,1502.75647,-,0,3.33824,-405.0462998,0.999334999,1.687386056,1.190101534,1999.992581,1685.978759,0.842992507,0.195985014,6,0.5,0: Broadleaf,1567795091,385.4671935,400.2046452,32.39610645,27.10651613,499.946,101.0229355,0.199995387,37.61725806,37.59765806,999.9,0,0,9996.899355,0,0.00191117,1999.992581,0.899999387,0.1000005,0,1357.222258,4.99961,27372.68387,16487.45806,48.375,49.49187097,48.75,48.538,50.062,1795.492903,199.4996774,0,90.9000001,1355.48,-431.9835897,-8702.687179,27337.43077,15,1567794467,13:27:46,6,3.805,0.433,400,31,0.32,0.27,-14.68068049,-0.96366899,0.103857217,1,1378.160588,-448.0460728,44.05866083,0,5.32694439,-0.701717979,0.072856644,0,1,3,1/3,1.88766,1.89346,1.89135,1.89133,1.88828,1.89103,1.88416,1.89096,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.805,0.433,2,460.26,1184.22,36.3927,35.2971,30.0006,35.0553,34.9271,30.5616,30.5476,81.9871,-999.9,400,27.0933,100.468,99.4709
25,1567795245,2943.5,20190906 13:40:45,13:40:45,,1,B1_R3,1,1567795237,0.005643048,13.57724423,380.9537742,235.5418914,23.83910851,38.55619187,0.174667998,2.276086471,0.167548367,0.105333218,330.4261251,38.39653887,37.64338387,6.529695101,49.91447755,3.286244152,6.583749471,3.243450949,-248.8584154,18.62990198,1.962626757,102.1602384,-0.041889753,0.047024917,3.501968073,25,5,1,0,51560.52183,0,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3664-20190906-13_40_55,982.3286923,1905.51,0.484479907,0.5,1685.97633,13.57724423,408.4108279,1,0.008328242,1.634412834,-,0,1905.51,0.484479907,0.620408773,0.838608891,0.738840763,1999.989677,1685.97633,0.842992516,0.195985032,6,0.5,0: Broadleaf,1567795237,380.9537742,399.8263226,32.46967742,25.91783548,499.9955806,101.0096452,0.199988355,37.79520645,37.64338387,999.9,0,0,10000.94355,0,0.00191117,1999.989677,0.89999929,0.100000548,0,983.2834839,4.99961,19534.71935,16487.42903,48.794,50.00983871,49.125,49,50.435,1795.489677,199.5,0,145.8,982.3286923,-126.2816411,-2452.765814,19516.07692,15,1567794467,13:27:46,6,3.805,0.433,400,31,0.32,0.27,-18.89156829,0.598066202,0.072282557,1,989.1548824,-133.6816334,13.15244422,0,6.564118049,-0.24741993,0.026449747,0,1,3,1/3,1.88766,1.89346,1.89135,1.89133,1.88826,1.89103,1.88416,1.89095,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.805,0.433,2,478.137,1194.39,36.5496,35.6019,30.0012,35.3469,35.2147,30.5591,34.9509,82.1503,-999.9,400,25.9881,100.415,99.3993
26,1567795350,3048.5,20190906 13:42:30,13:42:30,,2,B1_R3,1,1567795342,0.005402679,12.2069404,382.6737419,249.3742324,25.23810435,38.72878018,0.173036452,2.276328936,0.166047056,0.104383855,330.4201091,38.49894479,37.30568065,6.410839772,49.68529853,3.275486964,6.59246711,3.135352808,-238.2581531,63.06773852,6.633326206,161.8630207,-0.04189635,0.047032324,3.502403606,30,6,1,0,51564.18286,0,804.6615385,5019.9,4215.238462,0.839705664,-0.463974113,MPF-3665-20190906-13_42_40,1341.272308,1.9828,-675.4536553,0.5,1685.945361,12.2069404,-569388.9785,1,0.007515614,2530.722816,-,0,1.9828,-675.4536553,0.999605012,1.668524957,1.190423091,1999.952903,1685.945361,0.842992532,0.195985064,6,0.5,0: Broadleaf,1567795342,382.6737419,399.8028387,32.36463548,26.09131613,500.0054839,101.0057419,0.200000548,37.81959032,37.30568065,999.9,0,0,10002.90516,0,0.00191117,1999.952903,0.899998645,0.100001523,0,1354.583548,4.99961,27592.42581,16487.11935,49.004,50.23374194,49.375,49.187,50.683,1795.455806,199.4974194,0,104.5999999,1341.272308,-737.4010245,127755.8219,33745.79231,15,1567794467,13:27:46,6,3.805,0.433,400,31,0.32,0.27,-17.07515854,-1.067841115,0.113623003,0,1380.575882,-657.737233,64.58863873,0,6.274783659,0.070313519,0.023566295,1,1,3,1/3,1.8877,1.89346,1.89133,1.89133,1.88826,1.89104,1.88416,1.89094,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,3.805,0.433,2,475.945,1190.67,36.5972,35.8317,30.0008,35.5708,35.4273,30.5547,33.4894,80.0041,-999.9,400,26.2054,100.385,99.3605
