SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1567707888,1922,20190905 11:24:48,13:24:48,,1,3,B1_R2,1567707880,0.006037197,16.50876933,377.0160323,233.8882498,23.68392938,38.1772966,0.214316482,2.277198419,0.203708235,0.128226986,330.4247726,37.98498051,36.56325484,6.156124873,50.82581216,3.295133538,6.483189148,2.860991335,-266.2403984,116.4619897,12.18255928,192.8289233,-0.041920014,0.047058888,3.503965593,23,5,1,0,51644.4117,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1055-20190905-11_24_47,1021.509808,1354.68,0.245940143,0.5,1685.969034,16.50876933,207.3237323,1,0.01026208,2.005927599,-,0,1354.68,0.245940143,0.66732399,0.531955365,0.812688975,1999.980968,1685.969034,0.842992539,0.195985078,6,0.5,0: Broadleaf,1567707880,377.0160323,399.5583548,32.54075806,25.53172581,499.9899032,101.0617419,0.199990548,37.5118871,36.56325484,999.9,0,0,10003.00903,0,883.5408065,1999.980968,0.899998935,0.100001065,0,1024.34829,4.99911,20637.80645,18045.95806,47.31809677,48.062,47.74187097,47.687,48.37093548,1795.480645,199.5006452,0,131.9000001,1021.509808,-229.9542903,-5684.34871,20568.91538,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-22.36912683,-3.513112892,0.358732781,0,995.867,0,0,0,7.044462195,-0.793718885,0.081467118,0,0,3,0/3,0,0,0,0,2,473.388,1209.16,36.5863,36.2494,29.9997,36.1767,36.1095,29.8885,35.8167,83.3026,-999.9,400,25.2787,99.7417,100.399
14,1567707985,2019,20190905 11:26:25,13:26:25,,2,3,B1_R2,1567707977,0.006417219,15.59104461,377.6326452,250.8095871,25.39676616,38.2387615,0.232905147,2.276719642,0.220431924,0.138834929,330.4315891,37.80254986,36.49565161,6.13337403,51.42305539,3.323164995,6.462402846,2.810209035,-282.9993436,117.488734,12.28501713,177.2059966,-0.041906983,0.047044259,3.503105461,13,3,1,0,51638.77846,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1056-20190905-11_26_24,813.7789615,1119.32,0.272970231,0.5,1686.004569,15.59104461,230.114528,1,0.009717544,2.637985563,-,0,1119.32,0.272970231,0.725122603,0.781530208,0.883078016,2000.023226,1686.004569,0.842992495,0.19598499,6,0.5,0: Broadleaf,1567707977,377.6326452,399.2494516,32.81841613,25.37063871,500.0108387,101.0591613,0.199990935,37.45284839,36.49565161,999.9,0,0,10000.15484,0,1226.851032,2000.023226,0.900000161,0.099999748,0,814.6043871,4.99911,16572.2129,18046.34516,47.252,48.062,47.675,47.625,48.312,1795.521613,199.5019355,0,96.5999999,813.7789615,-66.65138462,916.8820509,16579.75385,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-21.29163659,-7.352015331,0.739262877,0,806.446,0,0,0,7.525848293,-1.6516777,0.16742708,0,0,3,0/3,0,0,0,0,2,485.042,1210.54,36.4894,36.1636,29.9999,36.0934,36.0344,29.8435,36.4147,84.7239,-999.9,400,25.0733,99.7539,100.404
15,1567708079,2113,20190905 11:27:59,13:27:59,,3,3,B1_R2,1567708071,0.00734733,16.14332718,378.351129,276.4995081,27.99718907,38.31026018,0.310185327,2.276166793,0.288470388,0.182118153,330.4295029,37.46341625,36.06715484,5.990860759,54.78199044,3.533166622,6.449503922,2.457694137,-324.0172616,165.5362711,17.27432717,189.2228395,-0.041891938,0.047027371,3.502112351,41,8,1,0,51627.03448,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1057-20190905-11_27_57,1568.449231,523.388,-1.996723713,0.5,1685.995665,16.14332718,-1683.233763,1,0.010045166,6.780212768,-,0,523.388,-1.996723713,0.871468811,5.098364716,1.061303212,2000.012903,1685.995665,0.842992394,0.195984788,6,0.5,0: Broadleaf,1567708071,378.351129,401.061129,34.89346129,26.38350323,499.9523871,101.0558387,0.199998097,37.41612903,36.06715484,999.9,0,0,9996.893548,0,795.4872581,2000.012903,0.900003516,0.09999649,0,1586.766774,4.99911,31770.43226,18046.26129,47.25,48.133,47.625,47.75,48.31606452,1795.519355,199.4941935,0,93.5,1568.449231,-601.8296709,18046.42885,32789.95,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-22.50897317,-4.693714286,0.493010067,0,1537.21,0,0,0,8.16239561,7.267969547,0.77963481,0,0,3,0/3,0,0,0,0,2,458.69,1207.12,36.4438,36.1755,30.0001,36.09,36.0223,29.8654,37.4178,85.5773,-999.9,400,24.4725,99.7503,100.392
16,1567708204,2238,20190905 11:30:04,13:30:04,,1,2,B1_R2,1567708196,0.004757053,13.27180441,382.4948065,234.7041926,23.76588732,38.73100165,0.165063713,2.276814703,0.158692107,0.099734537,330.4224791,38.4709202,37.12297419,6.347322214,53.14988354,3.458901633,6.507825422,2.888420581,-209.7860267,56.30117215,5.908349079,182.8459736,-0.04190957,0.047047164,3.503276233,16,3,1,0,51620.41451,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1058-20190905-11_30_03,1480.263846,3498,0.576825659,0.5,1685.958314,13.27180441,486.2520075,1,0.008342189,0.164113779,-,0,3498,0.576825659,0.140977439,0.728521309,0.171686935,1999.968387,1685.958314,0.842992482,0.195984964,6,0.5,0: Broadleaf,1567708196,382.4948065,400.6057742,34.15899032,28.6451129,499.962871,101.0589032,0.199992323,37.58164839,37.12297419,999.9,0,0,10000.79774,0,792.877,1999.968387,0.900001323,0.099998952,0,1484.356129,4.99911,29686.74194,18045.85484,47.312,48.187,47.687,47.875,48.37093548,1795.475161,199.4958065,0,124.8,1480.263846,-546.3200004,-10123.46667,29613.70769,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-18.03737805,-1.618469686,0.208691622,0,1418.04,0,0,0,5.303467805,4.273930662,0.437680646,0,0,3,0/3,0,0,0,0,2,481.957,1210.84,36.4408,36.2218,30.0004,36.1088,36.0388,29.8778,31.8093,90.0273,-999.9,400,27.3261,99.7427,100.389
17,1567708326,2359.5,20190905 11:32:05,13:32:05,,2,2,B1_R2,1567708318,0.006110889,16.92813113,376.7115484,231.2966429,23.41995416,38.14394832,0.21599679,2.276715984,0.205223878,0.129188038,330.4200699,38.44275972,36.67689032,6.194532321,49.90457347,3.321164477,6.655030284,2.873367844,-269.4901943,161.6365792,16.96045951,239.5269143,-0.041906883,0.047044147,3.503098889,25,5,1,0,51548.75825,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1059-20190905-11_32_04,896.6263462,7620.53,0.882340684,0.5,1685.944366,16.92813113,743.7886528,1,0.01051097,-0.465644778,-,0,7620.53,0.882340684,-0.871414293,0.975586957,-1.061236819,1999.951613,1685.944366,0.842992578,0.195985156,6,0.5,0: Broadleaf,1567708318,376.7115484,399.7857097,32.7999871,25.70807419,500.0443548,101.0550323,0.200022129,37.99376774,36.67689032,999.9,0,0,10000.53968,0,1320.391484,1999.951613,0.899997613,0.100002368,0,897.7149032,4.99911,18133.27097,18045.68387,47.58232258,48.70732258,47.96951613,48.35264516,48.67306452,1795.451613,199.5003226,0,120.8,896.6263462,-121.0290941,-3248.909404,18108.42308,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-23.13726098,1.071892683,0.116743109,0,883.659,0,0,0,7.152378537,-1.147953659,0.120549548,0,0,3,0/3,0,0,0,0,2,471.193,1207.09,36.6432,36.3606,30.0006,36.1998,36.1184,29.9623,35.6944,87.5407,-999.9,400,25.8311,99.7172,100.363
18,1567708395,2429,20190905 11:33:15,13:33:15,,3,2,B1_R2,1567708387,0.004939669,13.02473569,383.8189032,240.9179326,24.39402125,38.86338548,0.168847013,2.276721286,0.162186058,0.101942851,330.4214258,38.92588448,37.54645161,6.495385507,53.26709281,3.564696163,6.692116981,2.930689344,-217.8394242,67.49575869,7.115589733,187.19335,-0.041907027,0.047044309,3.503108415,15,3,1,0,51531.91938,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1060-20190905-11_33_14,1310.470385,1560.01,0.159960267,0.5,1685.952882,13.02473569,134.8427362,1,0.008195671,1.610284549,-,0,1560.01,0.159960267,0.616900004,0.300056422,0.751280996,1999.961935,1685.952882,0.842992485,0.19598497,6,0.5,0: Broadleaf,1567708387,383.8189032,401.724871,35.20531613,29.48602581,499.9676452,101.0544839,0.200001387,38.09634839,37.54645161,999.9,0,0,10000.62839,0,558.1864839,1999.961935,0.900000452,0.099999597,0,1316.182258,4.99911,25981.00645,18045.79355,47.812,48.897,48.187,48.61687097,48.889,1795.467097,199.4951613,0,68.79999995,1310.470385,-618.6711115,-12145.97608,25868.51538,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-18.03185122,2.917544948,0.437245904,0,1241.57,0,0,0,5.372894878,5.755316864,0.682524933,0,0,3,0/3,0,0,0,0,2,482.267,1209.94,36.7828,36.4459,30.0005,36.2692,36.177,29.8965,31.0409,91.479,-999.9,400,28.1007,99.7054,100.348
19,1567708926,2959.5,20190905 11:42:05,13:42:05,,1,6,B3_R3,1567708918,0.006476538,14.20056957,379.3853548,263.4968361,26.66165772,38.3877189,0.235840966,2.275719889,0.223055282,0.140500503,330.4299825,38.80166596,36.92279032,6.278356559,50.98829342,3.482122199,6.82925818,2.79623436,-285.6153397,190.0019148,20.01542169,254.8319793,-0.04187978,0.047013722,3.501309628,25,5,1,0,51436.29578,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1061-20190905-11_42_04,714.1557308,261.794,-1.727930093,0.5,1685.997138,14.20056957,-1456.642596,1,0.008892867,14.55448177,-,0,261.794,-1.727930093,0.935709848,0.969539728,1.139538048,2000.014516,1685.997138,0.842992451,0.195984901,6,0.5,0: Broadleaf,1567708918,379.3853548,399.375129,34.41377097,26.90917097,499.9858387,100.9839677,0.200008935,38.47144194,36.92279032,999.9,0,0,10001.10484,0,1185.785935,2000.014516,0.900002097,0.099997948,0,714.35,4.99911,14764.98065,18046.28065,48.375,49.375,48.812,48.937,49.502,1795.516452,199.4980645,0,529.5999999,714.1557308,-31.42882051,-729.2820517,14760.65769,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-19.83895366,-3.54522439,0.366405538,0,710.461,0,0,0,7.583020732,-1.529544042,0.153581354,0,0,3,0/3,0,0,0,0,2,470.27,1198.03,37.2777,36.9356,30.0005,36.7415,36.6347,29.8646,36.2491,96.1528,-999.9,400,26.7044,99.5973,100.227
20,1567708990,3023.5,20190905 11:43:09,13:43:09,,2,6,B3_R3,1567708982,0.007371259,17.80884732,376.9305806,259.0345054,26.21002404,38.13916437,0.290005268,2.275223658,0.270923389,0.17093681,330.4240681,38.44119566,37.03726129,6.317713038,54.39793326,3.701015208,6.803595259,2.61669783,-325.0725235,167.370918,17.63903248,190.3614951,-0.041866282,0.046998569,3.500418382,35,7,1,0,51431.89309,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1062-20190905-11_43_08,1432.68,1919.07,0.25345089,0.5,1685.966954,17.80884732,213.6549128,1,0.01103321,1.121897586,-,0,1919.07,0.25345089,0.52872372,0.408490012,0.643897034,1999.97871,1685.966954,0.842992451,0.195984902,6,0.5,0: Broadleaf,1567708982,376.9305806,401.6392258,36.57725161,28.05394516,499.9213871,100.9835161,0.200007645,38.40175161,37.03726129,999.9,0,0,9997.926129,0,1902.092548,1999.97871,0.900001129,0.099998852,0,1437.041613,4.99911,29243.42258,18045.93548,48.437,49.47764516,48.875,48.929,49.516,1795.484194,199.4945161,0,63,1432.68,-724.2482052,-14013.8735,29160.96923,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-24.86235854,3.100856446,0.319847747,0,1352.04,0,0,0,7.670076829,14.98846307,1.56079602,0,0,3,0/3,0,0,0,0,2,458.506,1196.87,37.2711,37.0094,30.0005,36.8203,36.7035,29.8467,38.4542,97.2264,-999.9,400,25.7494,99.582,100.214
21,1567709059,3093,20190905 11:44:19,13:44:19,,3,6,B3_R3,1567709051,0.008200476,18.33479529,374.5996129,257.5183625,26.05641946,37.90302389,0.30406336,2.276037683,0.283165065,0.178735957,330.425405,38.17819851,36.96024194,6.291209373,51.46613879,3.502768067,6.80596631,2.788441306,-361.6409829,177.6727709,18.71167149,165.1688645,-0.041888426,0.047023427,3.501880438,15,3,1,0,51456.90295,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1063-20190905-11_44_18,808.1997308,1199.69,0.326326192,0.5,1685.972293,18.33479529,275.0884591,1,0.01134513,2.394268519,-,0,1199.69,0.326326192,0.705385713,0.830621133,0.859041785,1999.984839,1685.972293,0.842992537,0.195985074,6,0.5,0: Broadleaf,1567709051,374.5996129,400.2888065,34.61822903,25.11789032,499.9773226,100.9827742,0.199988903,38.4082,36.96024194,999.9,0,0,10003.28774,0,1712.599032,1999.984839,0.899999516,0.100000419,0,809.1523548,4.99911,16591.5,18046.00968,48.5,49.681,48.937,49.06606452,49.61687097,1795.484839,199.5009677,0,69,808.1997308,-75.36673505,-1489.931624,16572.69615,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-25.74263902,1.870415331,0.233634196,0,799.871,0,0,0,9.313978293,3.268648641,0.36239054,0,0,3,0/3,0,0,0,0,2,482.156,1195.01,37.2851,37.087,30.0005,36.8886,36.7875,29.8035,41.0632,91.7896,-999.9,400,24.5146,99.5733,100.208
22,1567709198,3232,20190905 11:46:38,13:46:38,,1,4,B3_R3,1567709190,0.006063293,14.76136701,381.1674194,254.0019125,25.70271342,38.57072117,0.219560482,2.27507344,0.208431395,0.131222501,330.4219565,39.01723675,37.68061935,6.542916514,54.65515834,3.748954079,6.859286831,2.793962436,-267.3912119,106.9639695,11.31680817,181.3115223,-0.041862196,0.046993982,3.5001486,17,3,1,0,51402.31828,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1064-20190905-11_46_37,1165.729615,1775.43,0.343409982,0.5,1685.955357,14.76136701,289.4869495,1,0.009225717,1.293568319,-,0,1775.43,0.343409982,0.563998163,0.582296183,0.686855404,1999.964839,1685.955357,0.842992499,0.195984998,6,0.5,0: Broadleaf,1567709190,381.1674194,401.6559355,37.0482871,30.04137742,499.9629032,100.9910323,0.199990935,38.5527,37.68061935,999.9,0,0,9996.206452,0,650.8438387,1999.964839,0.899999871,0.100000013,0,1168.001613,4.99911,23231.94194,18045.8129,48.665,49.796,49.159,49.25,49.81809677,1795.469677,199.4964516,0,138,1165.729615,-559.7336753,-11302.46838,23186.63846,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-20.9888439,8.386204181,0.961956157,0,1098.29,0,0,0,6.633205366,7.016507247,0.761493114,0,0,3,0/3,0,0,0,0,2,479.94,1197.78,37.4031,37.2759,30.0005,37.0846,36.9808,29.5847,33.7998,98.054,-999.9,400,28.2312,99.5369,100.17
23,1567709316,3350,20190905 11:48:36,13:48:36,,2,4,B3_R3,1567709308,0.004765362,13.03564869,381.6366129,229.4971551,23.22324845,38.61852613,0.157407236,2.275609704,0.151598881,0.095253301,330.4276977,39.3754242,37.49278387,6.476456958,50.49352475,3.45162922,6.835785851,3.024827737,-210.1524755,122.2346808,12.91374703,255.4236499,-0.041876782,0.047010357,3.501111726,20,4,1,0,51430.00843,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1065-20190905-11_48_35,980.9658462,1853.91,0.470866522,0.5,1685.9835,13.03564869,396.9365934,1,0.008201995,1.196476636,-,0,1853.91,0.470866522,0.54472541,0.775576491,0.663384415,1999.998065,1685.9835,0.842992566,0.195985131,6,0.5,0: Broadleaf,1567709308,381.6366129,399.4621935,34.10974516,28.58622903,499.9877097,100.991871,0.200008484,38.48913226,37.49278387,999.9,0,0,9999.606452,0,319.6141935,1999.998065,0.899998,0.100002,0,982.5355806,4.99911,19570.15806,18046.10645,48.56403226,49.554,49.054,49.167,49.74993548,1795.494839,199.5041935,0,117.2,980.9658462,-265.2284446,-4924.601712,19540.61538,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-17.65939024,-2.89644669,0.351243197,0,951.834,0,0,0,5.592224878,-1.47173331,0.147211448,0,0,3,0/3,0,0,0,0,2,476.063,1196.04,37.3955,37.3614,30.0003,37.178,37.0772,29.7277,33.423,96.549,-999.9,400,28.5956,99.526,100.152
24,1567709400,3434.1,20190905 11:50:00,13:50:00,,3,4,B3_R3,1567709392,0.002630437,10.82531611,386.1876774,151.7574906,15.35605704,39.07760979,0.080027212,2.27575527,0.078496059,0.049195165,330.432625,39.91179213,37.97206129,6.647205501,50.5340518,3.425110562,6.77782691,3.22209494,-116.0022915,44.10526239,4.666520438,263.2021163,-0.041880742,0.047014802,3.501373177,31,6,1,0,51460.62971,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1066-20190905-11_49_58,1217.168846,5688.76,0.786039691,0.5,1686.009505,10.82531611,662.6351953,1,0.006890884,-0.284190228,-,0,5688.76,0.786039691,-0.397019206,0.901459174,-0.483502971,2000.029032,1686.009505,0.842992515,0.195985031,6,0.5,0: Broadleaf,1567709392,386.1876774,400.3971613,33.84893548,30.79923548,499.9967097,100.988129,0.200003258,38.33154516,37.97206129,999.9,0,0,10000.92258,0,517.4712903,2000.029032,0.899999774,0.100000274,0,1228.876452,4.99911,24459.04516,18046.39355,48.49390323,49.375,48.937,49,49.562,1795.525484,199.503871,0,83.5999999,1217.168846,-605.5052992,-11682.93333,24232.86154,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-14.21737073,0.121177003,0.056372495,1,1150.25,0,0,0,2.878968049,4.028539443,0.410592194,0,1,3,3-Jan,0,0,0,0,2,463.331,1198.36,37.3065,37.3583,29.9999,37.199,37.0951,29.7733,28.4067,94.0986,-999.9,400,30.2576,99.5254,100.156
25,1567709523,3556.6,20190905 11:52:02,13:52:02,,1,2,B3_R3,1567709515,0.005759465,6.856439445,391.8312258,320.3616571,32.41447359,39.64582727,0.208053767,2.275682285,0.19803456,0.124631569,330.4013592,38.44281559,36.88722903,6.266173581,52.38988928,3.465023686,6.613916794,2.801149896,-253.9924108,121.7343772,12.78524835,210.9285739,-0.041878757,0.047012573,3.501242087,66,13,1,0,51532.94417,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1067-20190905-11_52_01,1382.59,7772.18,0.822110399,0.5,1685.849403,6.856439445,692.9771624,1,0.004537308,-0.476071064,-,0,7772.18,0.822110399,-0.908655794,0.907120991,-1.106590737,1999.839032,1685.849403,0.842992549,0.195985097,6,0.5,0: Broadleaf,1567709515,391.8312258,402.7697419,34.24583548,27.5695129,499.8764516,100.9797097,0.201167839,37.87946774,36.88722903,999.9,0,0,10001.28226,0,804.8374839,1999.839032,0.899998581,0.10000141,0,1390.141613,4.99911,28117.8,18044.66129,48.24187097,49,48.683,48.663,49.312,1795.351935,199.4870968,0,122.4000001,1382.59,-849.3182894,-17410.37263,27957.7,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-4.077522878,-117.545162,12.84260994,0,1297.59,0,0,0,5.421642366,21.71725654,2.305115531,0,0,3,0/3,0,0,0,0,2,420.4,1199.7,37.1169,37.2508,29.9998,37.156,37.0398,29.2444,41.6914,92.5914,-999.9,400,24.4648,99.5457,100.163
26,1567709626,3659.6,20190905 11:53:45,13:53:45,,2,2,B3_R3,1567709618,0.005734245,15.24704408,379.0421935,239.0464755,24.18605713,38.35043428,0.202727526,2.275425885,0.193201105,0.12156929,330.4316478,38.1561978,36.69844194,6.201839936,51.32320469,3.34049017,6.50873263,2.861349766,-252.8802116,108.6599696,11.38670063,197.5981065,-0.041871782,0.047004744,3.500781578,16,3,1,0,51573.64232,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1068-20190905-11_53_44,751.3065,6354.14,0.881761104,0.5,1686.00387,15.24704408,743.3263166,1,0.009513515,-0.35914695,-,0,6354.14,0.881761104,-0.56042013,0.99592255,-0.682497959,2000.022258,1686.00387,0.842992553,0.195985106,6,0.5,0: Broadleaf,1567709618,379.0421935,399.9486452,33.01622903,26.36175806,499.9575806,100.9772258,0.199991226,37.5842129,36.69844194,999.9,0,0,9999.862581,0,634.2506129,2000.022258,0.899998226,0.100001774,0,752.0746452,4.99911,15205.23226,18046.31935,47.97967742,48.643,48.413,48.34248387,49.058,1795.517742,199.5058065,0,102.4000001,751.3065,-69.77473497,288.0923069,15206.91923,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-20.91050244,0.585359582,0.454071264,1,743.878,0,0,0,6.414869512,4.253859721,0.440287207,0,1,3,3-Jan,0,0,0,0,2,481.364,1198.51,36.9452,37.1139,29.9994,37.0321,36.951,29.5713,36.6539,85.6426,-999.9,400,25.6336,99.57,100.195
27,1567709714,3748.1,20190905 11:55:14,13:55:14,,3,2,B3_R3,1567709706,0.003178489,11.22191041,385.3703871,205.1416529,20.75537614,38.99016714,0.11044359,2.275003129,0.107549083,0.067471919,330.4183389,38.96729726,36.49883871,6.134444957,50.50311935,3.283478004,6.501535045,2.850966953,-140.1713719,130.6245905,13.67641467,334.5479722,-0.041860284,0.046991836,3.50002233,19,4,1,0,51563.4085,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1069-20190905-11_55_13,1296.567692,1431.5,0.094259384,0.5,1685.936625,11.22191041,79.45767358,1,0.007126418,1.844617534,-,0,1431.5,0.094259384,0.648458892,0.191901732,0.789714441,1999.942581,1685.936625,0.842992515,0.195985029,6,0.5,0: Broadleaf,1567709706,385.3703871,400.308129,32.4531871,28.76239355,499.9472903,100.9758387,0.199987065,37.56385806,36.49883871,999.9,0,0,9997.253871,0,672.983871,1999.942581,0.899999194,0.100000716,0,1299.446129,4.99911,26635.14516,18045.60968,47.74593548,48.437,48.187,48.062,48.764,1795.447419,199.4951613,0,87.60000014,1296.567692,-710.6516244,-18302.47523,26568.17692,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-14.97001707,0.499122648,0.064514989,1,1209.12,0,0,0,3.598863171,1.944976725,0.197183331,0,1,3,3-Jan,0,0,0,0,2,477.813,1205.53,36.7708,36.9611,29.9994,36.9091,36.8451,29.7375,28.5865,82.6167,-999.9,400,28.4132,99.6059,100.216
28,1567710287,4321.1,20190905 12:04:47,14:04:47,,1,5,B1_R4,1567710279,0.006836987,16.72207383,376.5721935,251.7682467,25.47278031,38.09988307,0.254742954,2.276127487,0.239897418,0.151197554,330.4272674,37.37784376,36.05172258,5.985782284,50.83043995,3.233693917,6.361727186,2.752088366,-301.5111174,136.5555058,14.231882,179.7035378,-0.041890869,0.04702617,3.502041748,30,6,1,0,51665.96518,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1070-20190905-12_04_46,1069.338077,5313.3,0.798743139,0.5,1685.983028,16.72207383,673.3336883,1,0.010388511,-0.233608115,-,0,5313.3,0.798743139,-0.304815487,0.925632406,-0.371214267,1999.997742,1685.983028,0.842992466,0.195984931,6,0.5,0: Broadleaf,1567710279,376.5721935,399.7285806,31.96123226,24.01894839,499.9923226,100.9755161,0.199992097,37.16454839,36.05172258,999.9,0,0,10004.59032,0,308.4332581,1999.997742,0.900001323,0.099998606,0,1071.199355,4.99911,21336.15484,18046.12581,47.64896774,48.41103226,48.14293548,48.17722581,48.68541935,1795.500645,199.4974194,0,572.4000001,1069.338077,-170.8010254,-3440.314526,21294,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-23.10972683,-1.346138676,0.154942129,0,1049.82,0,0,0,7.987120976,-1.136813101,0.113603206,0,0,3,0/3,0,0,0,0,2,464.507,1208.13,36.2232,36.2548,29.9999,36.2332,36.1868,29.9563,39.5438,86.5941,-999.9,400,24.0118,99.7223,100.327
29,1567710396,4429.6,20190905 12:06:35,14:06:35,,2,5,B1_R4,1567710388,0.004378479,15.4788069,379.76,196.4464019,19.87559879,38.4224772,0.150704445,2.275520412,0.145371009,0.091320344,330.4228809,38.06665523,36.34841935,6.08407777,50.23037333,3.176189273,6.323244408,2.907888498,-193.0909362,86.4732466,9.022773015,232.8279643,-0.041874353,0.04700763,3.500951351,14,3,1,0,51664.96368,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1071-20190905-12_06_34,1505.933846,1804.43,0.16542407,0.5,1685.960964,15.4788069,139.4492619,1,0.009651224,1.256707104,-,0,1804.43,0.16542407,0.556876478,0.277396719,0.678182383,1999.971613,1685.960964,0.842992447,0.195984894,6,0.5,0: Broadleaf,1567710388,379.76,400.33,31.3928129,26.30355484,499.9974194,100.9756774,0.200005129,37.0533,36.34841935,999.9,0,0,10000.63,0,361.7223871,1999.971613,0.900001677,0.099998148,0,1510.358065,4.99911,30259.52581,18045.8871,48.419,49.165,48.91906452,48.919,49.42719355,1795.478065,199.4935484,0,107.8,1505.933846,-483.321025,-10413.47349,30166.26538,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-20.61723171,1.233842509,0.251660849,0,1455.22,0,0,0,4.803853659,5.286083415,0.531596583,0,0,3,0/3,0,0,0,0,2,484.149,1207.3,36.1209,36.244,30.0001,36.1977,36.1451,29.9631,31.8748,80.8956,-999.9,400,25.8185,99.7217,100.327
30,1567710457,4491.1,20190905 12:07:37,14:07:37,,3,5,B1_R4,1567710449,0.00448983,13.83475824,381.6471935,221.7418058,22.43476779,38.61322467,0.156957528,2.275323198,0.151180961,0.09498939,330.4216593,38.09477922,36.33234839,6.078717782,50.61772992,3.211937388,6.345478932,2.866780395,-198.001491,96.33057122,10.05452885,238.8052683,-0.041868989,0.047001608,3.500597152,18,4,1,0,51647.88648,0,728.3676923,4072.07,3343.702308,0.821130852,-0.792779304,MPF-1072-20190905-12_07_36,1211.065,1422.84,0.148839645,0.5,1685.95593,13.83475824,125.4685407,1,0.008676109,1.861931067,-,0,1422.84,0.148839645,0.650585574,0.304943765,0.792304385,1999.965806,1685.95593,0.842992377,0.195984755,6,0.5,0: Broadleaf,1567710449,381.6471935,400.3056774,31.74629677,26.52939355,499.9856129,100.9751935,0.199989516,37.11764839,36.33234839,999.9,0,0,9999.396774,0,1246.618161,1999.965806,0.900003323,0.099996694,0,1212.539032,4.99911,24506.16129,18045.84194,48.77,49.49783871,49.282,49.157,49.794,1795.478065,199.4883871,0,60.5,1211.065,-359.9969231,-8572.683763,24473.38462,15,0,--:--:--,0,-0.476,0.105,0,0,0,0,-18.52475366,-2.181518467,0.259764791,0,1167.9,0,0,0,5.030332439,3.834780627,0.38886652,0,0,3,0/3,0,0,0,0,2,478.784,1206.8,36.093,36.2373,29.9999,36.1755,36.1184,29.9823,30.5918,78.6842,-999.9,400,26.0029,99.7229,100.327
