SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1564260001,1442.4,20190727 13:40:01,13:40:01,2,B1_R2,5,null,null,null,null,1564259993,0.015226121,15.47880359,374.5785484,294.345916,29.68205269,37.77276872,0.448492837,2.271657361,0.404485458,0.2563965,330.4245219,43.0509061,42.78296774,8.58950009,50.93062765,5.05025623,9.915951291,3.53924386,-671.4719506,339.0329655,38.06125064,36.04678749,-0.041769354,0.046889759,3.494015557,2,0,1,0,50158.93897,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-561-20190727-13_41_00,802.3973846,69.1943,-10.59629311,0.5,1685.967195,15.47880359,-8932.501292,1,0.009687376,47.15700137,-,0,69.1943,-10.59629311,0.979234587,1.174364472,1.236613056,561,300,300,300,10262.5,27.3016,-0.00679403,-7.81804,1999.97871,1685.967195,0.842992571,0.195985143,6,0.5,0: Broadleaf,1564259993,374.5785484,399.9974194,50.08151935,32.72505806,499.9950323,100.6407419,0.199973258,45.55127097,42.78296774,999.9,0,0,10008.75258,0,1718.029032,1999.97871,0.899997323,0.100002535,0,802.8154516,4.99938,17157.30968,15966.01613,57.175,58.125,57.294,57.70325806,59.062,1795.476129,199.5025806,0,119.8,802.3973846,-53.37524791,-1115.699146,17148.85385,15,1564253257,11:47:37,5,13.423,0.788,401,44,0.52,0.14,0,0,0/0,1.87432,1.87124,1.87075,1.87286,1.86988,1.87927,1.87637,1.87166,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.423,0.788,2,503.466,432.188,44.5521,45.9852,29.9998,45.684,45.6891,19.8263,47.7492,35.4029,-999.9,400,32.6787,98.6672,99.187
12,1564260122,1563.4,20190727 13:42:02,13:42:02,3,B1_R2,5,null,null,null,null,1564260114,0.016182522,16.47202833,372.9235806,285.5498711,28.79721025,37.60869763,0.435391349,2.269177767,0.393749257,0.249501925,330.422995,42.53982368,43.44462581,8.89169687,51.27863164,5.03312468,9.815247638,3.858572189,-713.6492036,233.4275747,26.29142193,-123.507212,-0.041702045,0.046814199,3.489566207,81,16,1,0,50112.80744,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-562-20190727-13_43_01,791.9284615,43.609,-17.15974825,0.5,1685.960537,16.47202833,-14465.32919,1,0.010276529,75.41060332,-,0,43.609,-17.15974825,0.986912811,1.151392473,1.246309397,562,300,300,300,10249,4.0168,-0.00680321,-4.22887,1999.970968,1685.960537,0.842992506,0.195985011,6,0.5,0: Broadleaf,1564260114,372.9235806,399.9347097,49.90789355,31.45606129,499.9466452,100.6485484,0.199720742,45.3527129,43.44462581,999.9,0,0,9991.849032,0,1699.655484,1999.970968,0.899999742,0.100000171,0,792.6463548,4.99938,16996.58387,15965.97097,57.062,58.125,57.181,57.56606452,58.9613871,1795.473548,199.4974194,0,120.1999998,791.9284615,-118.0873846,-2392.988035,16982.01923,15,1564253257,11:47:37,5,13.423,0.788,401,44,0.52,0.14,0,0,0/0,1.8743,1.87132,1.87078,1.87286,1.86994,1.87927,1.87637,1.8717,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.423,0.788,2,404.681,431.689,44.4652,45.885,29.9996,45.634,45.6341,19.8287,48.5294,31.2198,-999.9,400,31.1044,98.6911,99.2621
13,1564260222,1662.9,20190727 13:43:41,13:43:41,1,B1_R2,4,null,null,null,null,1564260214,0.008665196,11.21262488,381.9599355,258.3165152,26.04862805,38.51682608,0.18810866,2.269374998,0.179855724,0.113121146,330.4238099,45.36511352,45.02266452,9.649810567,51.40337676,5.147950417,10.01480981,4.50186015,-382.1351516,88.3144721,10.03897513,46.64210551,-0.041707397,0.046820207,3.489920043,0,0,1,0,50057.19739,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-563-20190727-13_44_40,643.773,827.64,0.222158185,0.5,1685.964137,11.21262488,187.2753661,1,0.007156984,3.026134551,-,0,827.64,0.222158185,0.751622807,1.371063515,0.94917662,563,300,300,300,10413.8,827.64,-0.00716809,-452.867,1999.975161,1685.964137,0.842992538,0.195985076,6,0.5,0: Broadleaf,1564260214,381.9599355,399.3858065,51.05069677,41.18385806,500.0283548,100.6399355,0.200028355,45.74450323,45.02266452,999.9,0,0,9993.986452,0,194.2623548,1999.975161,0.899998,0.100002,0,644.1635161,4.99938,13750.06774,15965.99355,57.062,58.004,57.11687097,57.59045161,58.883,1795.475161,199.5,0,98.5999999,643.773,-67.24854691,-1298.188033,13743.07692,15,1564253257,11:47:37,5,13.423,0.788,401,44,0.52,0.14,0,0,0/0,1.87431,1.87128,1.87082,1.87286,1.86989,1.87927,1.87637,1.8717,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.423,0.788,2,508.18,439.076,44.4493,45.8246,30,45.5691,45.5891,19.8253,35.4666,41.084,-999.9,400,40.5202,98.6969,99.222
14,1564260314,1755.4,20190727 13:45:14,13:45:14,2,B1_R2,4,null,null,null,null,1564260306,0.00627157,8.165762065,387.0859677,246.6511075,24.87165634,39.03274249,0.118541836,2.271075467,0.115208595,0.072297043,330.4261636,46.38098048,46.19659677,10.24943596,51.08788358,5.180153521,10.13969098,5.06928244,-276.5762232,-25.75349733,-2.944837359,25.15160575,-0.041753553,0.046872021,3.492971236,26,5,1,0,50072.29762,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-564-20190727-13_46_13,805.9071923,1158.53,0.30437089,0.5,1685.974889,8.165762065,256.5808391,1,0.005349757,1.876222454,-,0,1158.53,0.30437089,0.652321746,0.758336146,0.823775629,564,300,300,300,10290.2,1158.53,-0.00682523,1.15551,1999.987742,1685.974889,0.842992611,0.195985222,6,0.5,0: Broadleaf,1564260306,387.0859677,399.7986129,51.37135161,44.23176452,499.9777097,100.6373226,0.200077226,45.98625806,46.19659677,999.9,0,0,10005.30613,0,1483.127742,1999.987742,0.899996806,0.100003248,0,807.2722258,4.99938,17155.12903,15966.08387,57.19512903,58.24187097,57.25,57.82216129,59.06809677,1795.481613,199.506129,0,92,805.9071923,-124.9818462,-2504.167523,17127.32692,15,1564253257,11:47:37,5,13.423,0.788,401,44,0.52,0.14,0,0,0/0,1.87433,1.87128,1.87082,1.87288,1.86994,1.87929,1.87637,1.87176,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.423,0.788,2,473.596,440.95,44.5615,45.8246,30.0001,45.5809,45.5991,19.9271,32.4411,48.7591,-999.9,400,44.0943,98.7009,99.2493
15,1564260408,1848.9,20190727 13:46:47,13:46:47,3,B1_R2,4,null,null,null,null,1564260400,0.0114081,14.1031896,377.0706774,264.5732503,26.67900932,38.02301293,0.2667014,2.269226229,0.250430875,0.157898354,330.4237577,44.74305717,44.62385806,9.453128877,51.15490252,5.193168771,10.15184961,4.259960106,-503.0971977,169.5367272,19.26095316,16.12424037,-0.04170336,0.046815675,3.489653147,63,13,1,0,50010.90486,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-565-20190727-13_47_46,824.702,1214.18,0.320774514,0.5,1685.961673,14.1031896,270.4067686,1,0.008871485,1.744395394,-,0,1214.18,0.320774514,0.635621018,0.748067709,0.802685342,565,300,300,300,10387.8,1071.24,-0.00696051,-17.6357,1999.971935,1685.961673,0.842992666,0.195985332,6,0.5,0: Broadleaf,1564260400,377.0706774,399.1563871,51.50017097,38.51553871,500.0024839,100.6378387,0.200055097,46.00965806,44.62385806,999.9,0,0,9993.227419,0,1713.818065,1999.971935,0.899995355,0.100004529,0,826.1996774,4.99938,17422.15484,15965.95161,57.312,58.435,57.375,58.012,59.23374194,1795.465484,199.5083871,0,93,824.702,-162.0246155,-3238.632481,17392.83846,15,1564253257,11:47:37,5,13.423,0.788,401,44,0.52,0.14,0,0,0/0,1.8743,1.87127,1.8708,1.87291,1.86992,1.87928,1.87637,1.87173,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.423,0.788,2,427.829,435.993,44.7024,45.9066,30.0005,45.629,45.6387,19.9047,41.1332,46.4826,-999.9,400,38.2088,98.6738,99.2057
16,1564260546,1986.9,20190727 13:49:05,13:49:05,1,B1_R2,1,null,null,null,null,1564260538,0.005529316,7.344130693,388.209,257.275601,25.94358128,39.14685926,0.114216322,2.270528186,0.111117751,0.069719987,330.4242207,47.09539817,45.47076129,9.875011713,50.37194666,5.233037798,10.38879405,4.641973915,-243.8428395,121.2023974,13.84615104,221.6299296,-0.041738694,0.046855341,3.491989134,17,3,1,0,49980.88488,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-566-20190727-13_50_05,878.2768846,2658.87,0.669680396,0.5,1685.964843,7.344130693,564.5288021,1,0.004862453,0.253235397,-,0,2658.87,0.669680396,0.202065308,0.905999622,0.255175422,566,300,300,300,10396.9,1025.41,-0.00717196,-944.543,1999.975806,1685.964843,0.842992619,0.195985238,6,0.5,0: Broadleaf,1564260538,388.209,399.5978387,51.89464516,45.60377097,499.998,100.6396452,0.200003742,46.46090645,45.47076129,999.9,0,0,10001.51484,0,1732.31871,1999.975806,0.899996452,0.1000035,0,879.1720968,4.99938,18637.31613,15965.97742,57.625,58.687,57.683,58.399,59.562,1795.470645,199.5054839,0,137.1999998,878.2768846,-153.0692992,-2993.264958,18618.56154,15,1564253257,11:47:37,5,13.423,0.788,401,44,0.52,0.14,0,0,0/0,1.87431,1.87129,1.87083,1.87286,1.86992,1.87928,1.87637,1.8717,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.423,0.788,2,484.106,444.781,44.9594,46.0736,30.0006,45.7616,45.7727,20.0283,31.4491,54.0994,-999.9,400,45.4609,98.6457,99.2096
17,1564260646,2087.4,20190727 13:50:46,13:50:46,2,B1_R2,1,null,null,null,null,1564260638,0.00613339,6.227746998,389.5939677,281.1801559,28.35526045,39.28811544,0.125477308,2.270346127,0.121748069,0.076418368,330.4228261,47.12507879,45.49530645,9.887477545,49.35820827,5.18690625,10.50870044,4.700571296,-270.4824937,145.725367,16.66854977,222.3342492,-0.041733752,0.046849793,3.491662449,23,5,1,0,49940.12222,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-567-20190727-13_51_45,830.4753462,284.356,-1.920547997,0.5,1685.960691,6.227746998,-1618.984214,1,0.0042003,10.71837415,-,0,284.356,-1.920547997,0.91466393,1.334672257,1.155070881,567,300,300,300,10283.5,284.356,-0.00687366,3.89641,1999.97129,1685.960691,0.842992447,0.195984893,6,0.5,0: Broadleaf,1564260638,389.5939677,399.934871,51.43508065,44.45346452,499.9918387,100.6437419,0.200004871,46.68588387,45.49530645,999.9,0,0,9999.923548,0,1067.209355,1999.97129,0.900001742,0.099998187,0,833.9216452,4.99938,17908.38387,15965.98065,57.87296774,58.79,57.935,58.562,59.75,1795.478065,199.4935484,0,99.79999995,830.4753462,-370.0372994,-7664.294023,17837.30769,15,1564253257,11:47:37,5,13.423,0.788,401,44,0.52,0.14,0,0,0/0,1.87436,1.87132,1.87082,1.87286,1.86988,1.87927,1.87637,1.8717,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.423,0.788,2,477.03,440.862,45.1296,46.2206,30.0006,45.8768,45.8804,19.9177,37.765,60.0924,-999.9,400,42.9931,98.6242,99.1848
18,1564260731,2172.4,20190727 13:52:11,13:52:11,3,B1_R2,1,null,null,null,null,1564260723,0.008614999,11.49125641,382.841129,250.6894321,25.28050208,38.60719567,0.178595048,2.269229535,0.171137544,0.107605043,330.4305233,46.25442769,45.8032871,10.04505233,51.14840702,5.356256195,10.47199025,4.688796139,-379.9214636,99.57817902,11.40849117,61.49572984,-0.04170345,0.046815776,3.489659079,42,8,1,0,49916.06155,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-568-20190727-13_53_10,822.6585385,5.9049,-138.3179459,0.5,1686.001811,11.49125641,-116602.1536,1,0.007322086,563.3093024,-,0,5.9049,-138.3179459,0.998227922,1.187781185,1.26059853,568,300,300,300,10243,2.6928,-0.00686219,-0.0763286,2000.020323,1686.001811,0.842992339,0.195984679,6,0.5,0: Broadleaf,1564260723,382.841129,400.5882258,53.11432581,43.32554516,500.0062581,100.6439355,0.19997271,46.61724194,45.8032871,999.9,0,0,9992.643548,0,154.3084516,2000.020323,0.900005516,0.099994639,0,824.699,4.99938,17384.12581,15966.38387,58,59,58.09045161,58.69106452,59.937,1795.529355,199.4912903,0,84.39999986,822.6585385,-218.3230771,3581.753805,17700.21923,15,1564253257,11:47:37,5,13.423,0.788,401,44,0.52,0.14,0,0,0/0,1.87436,1.87132,1.87083,1.87287,1.86986,1.87927,1.87637,1.87168,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.423,0.788,2,461.737,433.576,45.2531,46.3372,30.0005,45.9843,45.9866,19.947,36.9291,54.851,-999.9,400,42.4606,98.6068,99.1665
19,1564261094,2535.5,20190727 13:58:14,13:58:14,1,B3_R3,5,null,null,null,null,1564261086,0.01132684,11.71723591,380.3600968,289.9395043,29.2249628,38.33906562,0.291179998,2.270511668,0.271911633,0.17156959,330.4199361,45.01161188,44.28824516,9.29030783,52.51410719,5.397403159,10.27800613,3.892904672,-499.5136271,240.2608944,27.26844223,98.43564562,-0.041738246,0.046854837,3.491959494,89,18,1,0,50012.35416,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-569-20190727-13_59_13,900.5860769,1124.97,0.199457695,0.5,1685.945513,11.71723591,168.1374029,1,0.007456368,1.962025654,-,0,1124.97,0.199457695,0.662393201,0.520086973,0.836494228,569,300,300,300,10344.5,1060.48,-0.00693311,847.049,1999.953226,1685.945513,0.842992472,0.195984943,6,0.5,0: Broadleaf,1564261086,380.3600968,399.5890645,53.5473871,40.68410968,500.042871,100.5968065,0.199954161,46.25103548,44.28824516,999.9,0,0,10005.66645,0,979.972,1999.953226,0.900001258,0.099998855,0,904.6610645,4.99938,19116.31613,15965.83226,56.669,57.56,56.72764516,57.562,58.61687097,1795.46129,199.4935484,0,362.6000001,900.5860769,-435.3011965,-8612.488887,19033.41923,15,1564253257,11:47:37,5,13.423,0.788,401,44,0.52,0.14,0,0,0/0,1.87436,1.87133,1.87085,1.87289,1.86994,1.87928,1.87638,1.87174,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.423,0.788,2,394.466,431.258,45.1653,47.2271,29.9988,46.6545,46.5936,19.8988,44.5088,63.3116,-999.9,400,39.5014,98.3973,98.9719
20,1564261223,2664.5,20190727 14:00:23,14:00:23,2,B3_R3,5,null,null,null,null,1564261215,0.016410296,15.02978494,374.748129,288.6689211,29.09702703,37.77357258,0.413318529,2.268264282,0.375582346,0.237841639,330.4276122,43.30500908,43.77862258,9.047704693,48.3046763,4.949364345,10.24613914,4.098340348,-723.6940347,294.9167751,33.41496288,-64.93468453,-0.041677266,0.046786382,3.487927564,11,2,1,0,49951.77773,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-570-20190727-14_01_22,884.7490385,2.2368,-394.5423098,0.5,1685.986134,15.02978494,-332596.4318,1,0.009420943,1488.712983,-,0,2.2368,-394.5423098,0.99932873,1.276602094,1.26198867,570,300,300,300,10255.5,2.2368,-0.00681271,1.73857,2000.001613,1685.986134,0.842992387,0.195984774,6,0.5,0: Broadleaf,1564261215,374.748129,400.1636129,49.1021871,30.37671935,499.9986452,100.5972258,0.200002129,46.19030645,43.77862258,999.9,0,0,9991.006452,0,1854.214516,2000.001613,0.900003065,0.099996674,0,886.882871,4.99938,18723.08065,15966.2129,56.937,57.94512903,57,57.661,58.907,1795.509032,199.4925806,0,128.3999999,884.7490385,-276.84106,-5580.324791,18679.01923,15,1564253257,11:47:37,5,13.423,0.788,401,44,0.52,0.14,0,0,0/0,1.87437,1.87134,1.87088,1.87292,1.86995,1.87927,1.87638,1.87169,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.423,0.788,2,496.011,419.406,45.2227,47.1255,29.9996,46.7014,46.691,19.7325,56.0264,52.3163,-999.9,400,29.6177,98.4357,99.007
21,1564261323,2764.5,20190727 14:02:03,14:02:03,3,B3_R3,5,null,null,null,null,1564261315,0.012685187,12.67249876,378.9675161,275.6226188,27.7815622,38.19827873,0.275449172,2.269368725,0.258131994,0.162797568,330.4261415,44.57906803,44.83607097,9.557351229,48.24785493,4.960752092,10.28180859,4.596599137,-559.4167484,174.0007752,19.80982993,-35.18000183,-0.041707227,0.046820016,3.489908789,28,6,1,0,49975.54988,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-571-20190727-14_03_02,770.2269231,1134.37,0.321009086,0.5,1685.976583,12.67249876,270.6069009,1,0.008022823,1.937480716,-,0,1134.37,0.321009086,0.659572233,0.826029601,0.832931808,571,300,300,300,10300.2,1134.37,-0.00687578,2.94535,1999.99,1685.976583,0.842992506,0.195985012,6,0.5,0: Broadleaf,1564261315,378.9675161,399.9436452,49.21593226,34.74260645,499.9904194,100.5956452,0.200009097,46.25827097,44.83607097,999.9,0,0,9998.345806,0,1559.152258,1999.99,0.899999194,0.100000458,0,772.2664516,4.99938,16460.64194,15966.11613,57.175,58.25,57.25,57.875,59.10264516,1795.490645,199.4993548,0,99.39999986,770.2269231,-222.1531626,-4578.164106,16418.27308,15,1564253257,11:47:37,5,13.423,0.788,401,44,0.52,0.14,0,0,0/0,1.87437,1.87134,1.87088,1.87301,1.86996,1.87929,1.8764,1.87176,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.423,0.788,2,470.624,428.066,45.2705,47.0673,30,46.7275,46.7276,19.7939,48.2014,46.7118,-999.9,400,34.4343,98.4661,99.0604
22,1564261425,2866,20190727 14:03:44,14:03:44,1,B3_R3,3,null,null,null,null,1564261417,0.01034183,9.818496329,383.0889032,304.0141025,30.64192629,38.61196516,0.286736946,2.270515252,0.268031891,0.169098719,330.4236045,45.3048714,43.75506452,9.036623787,52.86702058,5.426694496,10.26480107,3.609929291,-456.0746955,302.4488904,34.23636747,211.0341669,-0.041738343,0.046854947,3.491965925,78,16,1,0,50016.29026,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-572-20190727-14_04_43,855.5233077,1159.53,0.262180963,0.5,1685.963297,9.818496329,221.0137406,1,0.006330084,1.873741947,-,0,1159.53,0.262180963,0.652021643,0.652381338,0.823396648,572,300,300,300,10268.7,856.301,-0.0068149,-160.748,1999.974194,1685.963297,0.842992526,0.195985052,6,0.5,0: Broadleaf,1564261417,383.0889032,399.6271935,53.84099032,42.09763226,499.9429677,100.5911613,0.199973194,46.22589032,43.75506452,999.9,0,0,10006.25129,0,1411.007419,1999.974194,0.899999581,0.100000497,0,857.7145806,4.99938,18083.01613,15965.9871,57.284,58.25,57.37093548,57.99593548,59.22154839,1795.477419,199.4993548,0,100.5999999,855.5233077,-359.4619488,-7323.675215,18038.64231,15,1564253257,11:47:37,5,13.423,0.788,401,44,0.52,0.14,0,0,0/0,1.87439,1.87134,1.87088,1.87298,1.86996,1.87929,1.87639,1.87175,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.423,0.788,2,408.628,434.029,45.2551,47.046,29.9999,46.7432,46.7381,19.7605,39.4834,49.3021,-999.9,400,40.4666,98.474,99.0586
23,1564261542,2983.4,20190727 14:05:42,14:05:42,2,B3_R3,3,null,null,null,null,1564261534,0.012550143,13.71630473,377.5427419,276.1540876,27.83284004,38.05153432,0.298719703,2.268237227,0.278458933,0.175742536,330.4238862,44.37872318,44.57122581,9.427432634,51.35401445,5.214912007,10.15482833,4.212520627,-553.4613265,176.59956,20.06767705,-26.37020326,-0.041676532,0.046785558,3.487879037,54,11,1,0,49978.12258,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-573-20190727-14_06_41,818.9073462,1.4712,-555.6254392,0.5,1685.962229,13.71630473,-468381.752,1,0.008642008,2263.946982,-,0,1.4712,-555.6254392,0.999558489,1.181157865,1.262278818,573,300,300,300,10249.7,1.4712,-0.0068188,1.97644,1999.972581,1685.962229,0.842992672,0.195985343,6,0.5,0: Broadleaf,1564261534,377.5427419,399.6885806,51.74172903,37.46052903,499.9906452,100.5873226,0.200032323,46.0153871,44.57122581,999.9,0,0,9991.814194,0,1781.868387,1999.972581,0.899994,0.100006006,0,819.7076129,4.99938,17549.99032,15965.95161,57.25,58.187,57.37296774,57.875,59.187,1795.464516,199.5087097,0,116.5999999,818.9073462,-196.1901194,-3948.676918,17534.43846,15,1564253257,11:47:37,5,13.423,0.788,401,44,0.52,0.14,0,0,0/0,1.87439,1.87134,1.87088,1.87292,1.86996,1.87927,1.87637,1.87172,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.423,0.788,2,439.693,427.789,45.2208,46.9596,29.9995,46.6858,46.691,19.8375,45.0656,52.7072,-999.9,400,36.9511,98.495,99.0912
24,1564261617,3058.4,20190727 14:06:57,14:06:57,3,B3_R3,3,null,null,null,null,1564261609,0.007737149,7.064732308,387.4802581,285.6043644,28.78435101,39.05181134,0.156826873,2.269990197,0.151046717,0.094905773,330.4246951,46.16646748,45.75417419,10.01977981,51.07787008,5.24830808,10.27511146,4.771471734,-341.2082864,60.13146863,6.873227694,56.22110506,-0.041724091,0.046838948,3.491023801,24,5,1,0,49996.69009,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-574-20190727-14_07_56,644.9694615,674.581,0.043896194,0.5,1685.969236,7.064732308,37.00381636,1,0.00469672,3.939644016,-,0,674.581,0.043896194,0.797556262,-1.5623161,1.007183058,574,300,300,300,10433.1,674.581,-0.0068746,4.41271,1999.98129,1685.969236,0.842992504,0.195985008,6,0.5,0: Broadleaf,1564261609,387.4802581,399.5556129,52.0748129,43.27366452,499.9964839,100.5839677,0.200034871,46.24552581,45.75417419,999.9,0,0,10003.55,0,1258.366129,1999.98129,0.900000129,0.099999813,0,646.6511613,4.99938,13920.86129,15966.04516,57.25,58.187,57.36483871,57.812,59.125,1795.483226,199.4983871,0,74.5999999,644.9694615,-131.5336067,-2657.029056,13887.32692,15,1564253257,11:47:37,5,13.423,0.788,401,44,0.52,0.14,0,0,0/0,1.87437,1.87134,1.87088,1.87296,1.86996,1.87929,1.87644,1.87179,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.423,0.788,2,475.507,436.74,45.1932,46.8768,29.9994,46.6201,46.6334,19.8257,37.3296,57.4678,-999.9,400,42.7748,98.5112,99.0847
25,1564261750,3191.4,20190727 14:09:10,14:09:10,1,B3_R3,1,null,null,null,null,1564261742,0.012126049,11.1559362,381.1050968,287.3061871,28.95742598,38.41136434,0.274268457,2.269986761,0.257098818,0.162139735,330.4237531,44.70986548,44.88590323,9.581968441,50.4736698,5.176277393,10.25540131,4.405691048,-534.7587775,161.7944187,18.41507946,-24.12552624,-0.041723998,0.046838843,3.491017636,130,26,1,0,50002.5755,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-575-20190727-14_10_09,886.6748077,1024.98,0.134934528,0.5,1685.961184,11.1559362,113.7471881,1,0.007123373,2.250980507,-,0,1024.98,0.134934528,0.692400493,0.417278981,0.874388529,575,300,300,300,10328.6,1024.98,-0.00695614,34.5582,1999.97129,1685.961184,0.842992693,0.195985386,6,0.5,0: Broadleaf,1564261742,381.1050968,400.0394516,51.35734516,37.55218065,499.9558387,100.5894194,0.200007677,46.20797419,44.88590323,999.9,0,0,10002.98548,0,1275.624194,1999.97129,0.899993871,0.100006052,0,887.1724194,4.99938,18911.5,15965.95161,57.429,58.256,57.5,57.96341935,59.312,1795.461935,199.51,0,132,886.6748077,-117.4536409,-2552.687176,18901.69615,15,1564253257,11:47:37,5,13.423,0.788,401,44,0.52,0.14,0,0,0/0,1.87438,1.87134,1.87088,1.87298,1.86995,1.87931,1.87639,1.8717,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.423,0.788,2,350.296,431.482,45.2154,46.7519,30.0001,46.5422,46.5453,19.8528,42.6512,50.2453,-999.9,400,37.7355,98.5322,99.1226
26,1564261873,3314.4,20190727 14:11:13,14:11:13,2,B3_R3,1,null,null,null,null,1564261865,0.013366468,13.54972412,377.6672258,282.2288692,28.4449406,38.06386581,0.321279318,2.268070138,0.297969161,0.18818392,330.4197875,44.24327586,44.4908,9.388283612,50.81444495,5.194208267,10.22191283,4.194075345,-589.4612237,202.1505593,22.97808328,-33.91279366,-0.041672001,0.046780472,3.487579337,34,7,1,0,49952.75508,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-576-20190727-14_12_12,953.8210769,1245.66,0.234284575,0.5,1685.943973,13.54972412,197.4953331,1,0.008543296,1.675039738,-,0,1245.66,0.234284575,0.626173778,0.528573638,0.790755023,576,300,300,300,10313.9,1245.66,-0.00681069,2.15734,1999.95129,1685.943973,0.842992517,0.195985034,6,0.5,0: Broadleaf,1564261865,377.6672258,399.9859677,51.5366,36.32253226,499.9690645,100.5867742,0.200011645,46.14402903,44.4908,999.9,0,0,9990.782258,0,1888.779032,1999.95129,0.899999581,0.100000503,0,956.6345806,4.99938,20403.84839,15965.8129,57.381,58.25,57.49187097,57.98170968,59.312,1795.457097,199.4964516,0,122.5999999,953.8210769,-223.8683758,-4642.311105,20344.80769,15,1564253257,11:47:37,5,13.423,0.788,401,44,0.52,0.14,0,0,0/0,1.87439,1.87134,1.87088,1.87302,1.86996,1.87931,1.87639,1.87174,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.423,0.788,2,463.097,427.406,45.1892,46.7415,29.9999,46.4935,46.509,19.8279,44.5724,47.3674,-999.9,400,36.092,98.5061,99.0822
27,1564262028,3469.4,20190727 14:13:48,14:13:48,3,B3_R3,1,null,null,null,null,1564262020,0.012399326,13.3317295,378.3030645,275.6820684,27.78363613,38.125928,0.28733069,2.268724231,0.268537025,0.169421634,330.4268922,44.54286208,44.63776452,9.459928421,50.35526038,5.143634424,10.21469135,4.316293998,-546.8102644,182.5439369,20.75644443,-13.08299082,-0.041689742,0.046800387,3.488752605,21,4,1,0,49975.21129,0,693.5346154,3332.19,2638.655385,0.791868226,-0.853793722,MPF-577-20190727-14_14_47,686.2359231,3207.08,0.786024694,0.5,1685.976251,13.3317295,662.6094836,1,0.008413833,0.039010564,-,0,3207.08,0.786024694,0.037545878,1.002903744,0.047414301,577,300,300,300,10334,846.013,-0.00726288,-949.316,1999.989032,1685.976251,0.842992748,0.195985496,6,0.5,0: Broadleaf,1564262020,378.3030645,399.9300323,51.03751613,36.91769032,499.998871,100.5814839,0.199957194,46.13021613,44.63776452,999.9,0,0,9995.56129,0,87.82376452,1999.989032,0.899992484,0.100007526,0,686.5934516,4.99938,14663.81613,15966.07419,57.375,57.98374194,57.437,57.875,59.256,1795.474516,199.5154839,0,154.2,686.2359231,-52.17784618,-1072.652992,14655.58846,15,1564253257,11:47:37,5,13.423,0.788,401,44,0.52,0.14,0,0,0/0,1.87439,1.87134,1.87088,1.87299,1.86995,1.8793,1.87639,1.87176,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.423,0.788,2,479.432,429.404,45.1971,46.7415,30,46.4779,46.4935,19.8545,41.62,42.1154,-999.9,400,37.018,98.5141,99.0973
