SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1564010732,1189.1,20190724 16:25:32,16:25:32,1,B1_R2,3,23511,1-1,31,1,1564010724,0.005621361,8.559498761,397.945,191.7809483,19.3260874,40.10158422,0.08063049,2.26987804,0.079072466,0.049557766,330.4263337,44.73747843,42.67794516,8.542360399,18.92587596,1.744011495,9.214957867,6.798348904,-247.9019991,177.8409101,19.836768,280.2020127,-0.041721048,0.046835531,3.490822565,18,4,1,0,50326.24498,0,673.1303846,3072.88,2399.749615,0.780944786,-0.356377786,MPF-436-20190724-16_26_29,688.5956923,931.234,0.26055568,0.5,1685.977172,8.559498761,219.6454639,1,0.005288255,2.299793607,-,0,931.234,0.26055568,0.696950743,0.940081011,0.892445606,436,300,300,300,10353.7,858.087,-0.00693701,-6.43616,1999.990645,1685.977172,0.842992529,0.195985058,6,0.5,0: Broadleaf,1564010724,397.945,410.9004516,17.30656452,10.67784839,500.0130323,100.5716452,0.200029871,44.13120645,42.67794516,999.9,0,0,10004.04581,0,738.7981935,1999.990645,0.899999097,0.100000948,0,688.8638387,4.99938,14930.03871,15966.10645,55.062,55.774,55.11687097,55.558,56.96748387,1795.49,199.5009677,0,124.8,688.5956923,-42.85996582,-984.789744,14927.58077,15,0,--:--:--,0,14.875,0.046,0,0,0,0,0,0,0/0,1.87424,1.87119,1.87073,1.8728,1.86981,1.87924,1.87628,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,0,0,0,0,2,472.936,433.716,43.0043,44.3432,29.9996,44.2248,44.2616,20.7051,0,100,-999.9,410.765,61.7178,98.883,99.34
12,1564010875,1331.6,20190724 16:27:54,16:27:54,1,B1_R2,2,23511,1-1,31,1,1564010867,0.006215869,9.967190642,397.4135161,179.4745887,18.08601548,40.04815978,0.087926459,2.268633229,0.086076212,0.053960627,330.4294255,44.6859154,43.09847742,8.732474205,19.78985173,1.836998695,9.282528842,6.89547551,-274.1198275,143.5397616,16.06217173,215.9115314,-0.041687273,0.046797616,3.488589362,30,6,1,0,50264.84657,0,673.1303846,3072.88,2399.749615,0.780944786,-0.356377786,MPF-437-20190724-16_28_52,819.9466923,1040.54,0.211998873,0.5,1685.993188,9.967190642,178.7143282,1,0.006123138,1.953158937,-,0,1040.54,0.211998873,0.661379553,0.600401564,0.846896687,437,300,300,300,10342.6,1018.78,-0.00692931,20.9194,2000.009677,1685.993188,0.842992515,0.19598503,6,0.5,0: Broadleaf,1564010867,397.4135161,412.3377742,18.22925484,10.90652581,500.0232903,100.5719677,0.200044677,44.27208387,43.09847742,999.9,0,0,9995.915161,0,1420.423548,2000.009677,0.899999323,0.100000784,0,822.0525161,4.99938,17229.97419,15966.27419,55.23374194,55.95325806,55.22967742,55.71951613,57.125,1795.508065,199.5019355,0,142,819.9466923,-227.0830082,-4417.654695,17189.76154,15,0,--:--:--,0,14.875,0.046,0,0,0,0,0,0,0/0,1.87424,1.87119,1.87073,1.87283,1.86981,1.87925,1.8763,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,0,0,0,0,2,457.316,419.038,42.979,44.2722,30,44.1093,44.1445,20.7737,0,100,-999.9,412.419,61.7178,98.8889,99.348
13,1564010946,1402.6,20190724 16:29:05,16:29:05,2,B1_R2,2,23511,1-1,31,1,1564010938,0.006259478,14.17346083,391.4629032,131.3677704,13.23836719,39.44901889,0.099275419,2.269946908,0.09692492,0.060784623,330.4338182,44.79751265,41.53395484,8.043202576,19.85166283,1.854801337,9.343304653,6.18840124,-276.0429994,350.4990736,38.93250491,443.8223973,-0.041722917,0.046837629,3.49094613,6,1,1,0,50286.13044,0,673.1303846,3072.88,2399.749615,0.780944786,-0.356377786,MPF-438-20190724-16_30_03,800.4571923,1027.01,0.220594549,0.5,1686.013793,14.17346083,185.9627261,1,0.008617865,1.992064342,-,0,1027.01,0.220594549,0.665782588,0.640197394,0.852534776,438,300,300,300,10383.3,1003.99,-0.0069571,17.4292,2000.033871,1686.013793,0.84299262,0.19598524,6,0.5,0: Broadleaf,1564010938,391.4629032,411.4111935,18.40567742,11.03266129,500.0071935,100.5732903,0.200036,44.39803871,41.53395484,999.9,0,0,10004.33032,0,1160.078806,2000.033871,0.899995774,0.100003452,0,800.7515484,4.99938,16601.63226,15966.44516,55.312,56.016,55.312,55.911,57.25,1795.522258,199.5112903,0,70,800.4571923,-71.35736759,-1382.034189,16595.81154,15,0,--:--:--,0,14.875,0.046,0,0,0,0,0,0,0/0,1.87424,1.87119,1.87073,1.87282,1.86981,1.87924,1.87628,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,0,0,0,0,2,487.135,418.505,43.048,44.3004,30.0001,44.0985,44.1329,20.5799,0,100,-999.9,408.72,61.7178,98.8914,99.3581
14,1564011015,1471.6,20190724 16:30:14,16:30:14,3,B1_R2,2,23511,1-1,31,1,1564011007,0.007383369,9.342470257,397.5065161,218.266134,21.99557255,40.05836019,0.105988909,2.268401202,0.103312596,0.0648052,330.4229554,44.47069101,43.27776774,8.814634083,21.35472547,1.999090219,9.36134825,6.815543864,-325.6065922,141.5589083,15.86784638,162.2431179,-0.04168098,0.046790551,3.48817316,3,1,1,0,50231.77021,0,673.1303846,3072.88,2399.749615,0.780944786,-0.356377786,MPF-439-20190724-16_31_12,785.5526538,964.969,0.185929648,0.5,1685.96076,9.342470257,156.735045,1,0.005752713,2.184433904,-,0,964.969,0.185929648,0.685972443,0.614779322,0.87838789,439,300,300,300,10368.5,949.197,-0.00694695,20.5796,1999.97129,1685.96076,0.842992481,0.195984962,6,0.5,0: Broadleaf,1564011007,397.5065161,412.2392581,19.83734194,11.15314516,500.005,100.5740968,0.200000161,44.43529677,43.27776774,999.9,0,0,9994.194516,0,1122.964194,1999.97129,0.900000548,0.099999432,0,788.860129,4.99938,16686.74516,15965.98387,55.437,56.179,55.437,56.048,57.34045161,1795.475484,199.4958065,0,68.39999986,785.5526538,-302.1451283,-6108.092309,16620.73462,15,0,--:--:--,0,14.875,0.046,0,0,0,0,0,0,0/0,1.87424,1.87119,1.87073,1.87285,1.86982,1.87925,1.87631,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,0,0,0,0,2,490.96,433.86,43.1201,44.291,29.9998,44.0765,44.1081,20.8259,0,100,-999.9,413.522,61.7178,98.8953,99.3649
15,1564011150,1607.1,20190724 16:32:30,16:32:30,2,B1_R2,3,23511,1-1,31,1,1564011142,0.006877581,12.27180949,393.8784516,150.9190197,15.20876867,39.69285162,0.095005386,2.269164477,0.092849648,0.05822064,330.4275235,44.73325816,43.7232871,9.021695376,20.8727717,1.963979935,9.409291507,7.057715441,-303.3013036,99.17793207,11.14210858,137.4462606,-0.041701685,0.046813795,3.489542365,54,11,1,0,50240.08972,0,673.1303846,3072.88,2399.749615,0.780944786,-0.356377786,MPF-440-20190724-16_33_27,841.1536154,1046.92,0.196544516,0.5,1685.982676,12.27180949,165.6853245,1,0.007490105,1.93516219,-,0,1046.92,0.196544516,0.659303325,0.550487162,0.844238077,440,300,300,300,10325.8,1030.11,-0.00691727,16.5826,1999.997097,1685.982676,0.842992562,0.195985124,6,0.5,0: Broadleaf,1564011142,393.8784516,411.8548065,19.48888387,11.39687097,500.0148387,100.5743548,0.200012129,44.53399355,43.7232871,999.9,0,0,9999.133548,0,184.8444839,1999.997097,0.899998677,0.100001452,0,842.4063226,4.99938,17786.4129,15966.15484,55.625,56.256,55.625,56.187,57.558,1795.494194,199.503871,0,135,841.1536154,-102.607453,-2027.326496,17762.03462,15,0,--:--:--,0,14.875,0.046,0,0,0,0,0,0,0/0,1.87425,1.87119,1.87073,1.87284,1.86981,1.87927,1.87628,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,0,0,0,0,2,428.399,428.619,43.2418,44.2722,30,44.0484,44.07,20.745,0,100,-999.9,411.473,61.7178,98.8894,99.3569
16,1564011206,1663.1,20190724 16:33:26,16:33:26,3,B1_R2,3,23511,1-1,31,1,1564011198,0.007562946,11.97973457,398.2524839,209.6707828,21.12953706,40.13382555,0.124295102,2.269204998,0.120632917,0.075715618,330.4242399,44.41895577,41.55627097,8.052692686,21.90685536,2.05146147,9.364472613,6.001231216,-333.5259341,353.0009578,39.23553369,389.1347973,-0.041702784,0.046815029,3.489615059,48,10,1,0,50255.96994,0,673.1303846,3072.88,2399.749615,0.780944786,-0.356377786,MPF-441-20190724-16_34_23,962.8864615,1190.51,0.191198342,0.5,1685.966315,11.97973457,161.1769823,1,0.007316939,1.581145895,-,0,1190.51,0.191198342,0.612575174,0.439954594,0.784402668,441,300,300,300,10319.3,1177.3,-0.00691345,33.2526,1999.977742,1685.966315,0.842992539,0.195985078,6,0.5,0: Broadleaf,1564011198,398.2524839,416.242,20.35688387,11.46635484,500.0144516,100.5748065,0.200021516,44.44174194,41.55627097,999.9,0,0,9999.352258,0,270.2269032,1999.977742,0.899998,0.100001748,0,964.943129,4.99938,20051.27742,15966.00968,55.687,56.187,55.625,56.187,57.56606452,1795.477419,199.5003226,0,55.20000005,962.8864615,-513.8624961,-9842.841032,20012.21154,15,0,--:--:--,0,14.875,0.046,0,0,0,0,0,0,0/0,1.87424,1.87119,1.87073,1.87282,1.86981,1.87926,1.87628,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,0,0,0,0,2,435.33,425.716,43.2426,44.2533,30,44.03,44.0513,20.9283,0,100,-999.9,415.951,61.7178,98.8918,99.3639
17,1564011289,1745.6,20190724 16:34:48,16:34:48,2,B1_R2,6,23511,1-1,31,1,1564011281,0.01490615,19.36336316,397.7039355,254.9411315,25.69167403,40.07858525,0.287832408,2.26974898,0.268983278,0.169705099,330.4280882,41.70961314,41.88716774,8.194551341,31.69646521,2.917849277,9.205598346,5.276702063,-657.36121,272.1992134,30.24714432,-24.48676403,-0.041717545,0.046831599,3.490591007,25,5,1,0,50325.3683,0,673.1303846,3072.88,2399.749615,0.780944786,-0.356377786,MPF-442-20190724-16_35_46,838.7501154,1394.1,0.39835728,0.5,1685.983951,19.36336316,335.8119907,1,0.01169628,1.204203429,-,0,1394.1,0.39835728,0.546321366,0.770281955,0.69956465,442,300,300,300,10344.6,1161.72,-0.00693218,-38.9041,1999.998387,1685.983951,0.842992655,0.195985311,6,0.5,0: Broadleaf,1564011281,397.7039355,428.0543226,28.95411935,11.58438387,499.9922581,100.5749355,0.199991968,44.11162258,41.88716774,999.9,0,0,10002.87871,0,184.5500645,1999.998387,0.899994968,0.100005052,0,839.1992258,4.99938,17501.62581,15966.15806,55.687,56.06,55.657,56.07419355,57.60264516,1795.49,199.5103226,0,81.5,838.7501154,-76.89644449,-1590.598291,17493.09231,15,0,--:--:--,0,14.875,0.046,0,0,0,0,0,0,0/0,1.87424,1.87119,1.87073,1.87284,1.86981,1.87925,1.87629,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,0,0,0,0,2,464.247,430.981,43.2061,44.2015,29.9996,43.9853,44.0017,21.4729,0,100,-999.9,429.76,61.7178,98.9031,99.3753
18,1564011362,1819.1,20190724 16:36:02,16:36:02,3,B1_R2,6,23511,1-1,31,1,1564011354,0.012981366,17.0306411,397.1762258,243.1882885,24.50668905,40.02443672,0.230749222,2.269682118,0.218463518,0.137588985,330.4154879,42.50259485,42.27620645,8.364099058,29.12698358,2.704944243,9.286729728,5.659154815,-572.4782239,245.2898644,27.32997205,30.55710043,-0.041715731,0.046829562,3.490471046,19,4,1,0,50296.38196,0,673.1303846,3072.88,2399.749615,0.780944786,-0.356377786,MPF-443-20190724-16_36_59,990.8071923,1454.12,0.318620752,0.5,1685.921712,17.0306411,268.5848217,1,0.010313064,1.113223118,-,0,1454.12,0.318620752,0.526789201,0.593238116,0.674553707,443,300,300,300,10313.9,1293.52,-0.00691081,-15.0791,1999.924839,1685.921712,0.842992536,0.195985072,6,0.5,0: Broadleaf,1564011354,397.1762258,423.8012258,26.84209032,11.68192581,499.9781613,100.5723871,0.200101581,44.2808129,42.27620645,999.9,0,0,10002.6971,0,595.8584516,1999.924839,0.89999871,0.100001045,0,994.6603226,4.99938,20989.38065,15965.5871,55.627,56.008,55.60874194,56.06606452,57.52,1795.43,199.4948387,0,72.80000019,990.8071923,-513.0194529,-14144.08205,20890.16923,15,0,--:--:--,0,14.875,0.046,0,0,0,0,0,0,0/0,1.87424,1.87119,1.87073,1.87283,1.86985,1.87926,1.87626,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,0,0,0,0,2,471.077,435.662,43.1632,44.1218,29.9997,43.9178,43.9411,21.3027,0,100,-999.9,425.611,61.7178,98.9251,99.4175
19,1564011706,2162.5,20190724 16:41:45,16:41:45,1,B3_R3,6,23511,1-1,31,1,1564011698,0.009893629,14.39512482,398.0755161,284.415114,28.64493321,40.09226659,0.263952852,2.268796168,0.248002373,0.156354184,330.4294464,43.00673992,42.7684,8.582947898,53.39513862,4.832683464,9.050792991,3.750264434,-436.3090444,124.3682639,13.86207987,32.3507458,-0.041691693,0.046802578,3.488881648,27,5,1,0,50346.06249,0,673.1303846,3072.88,2399.749615,0.780944786,-0.356377786,MPF-444-20190724-16_42_43,774.9805,1084.6,0.285468836,0.5,1685.992712,14.39512482,240.6491888,1,0.008749446,1.83319196,-,0,1084.6,0.285468836,0.647041212,0.752472329,0.828536439,444,300,300,300,10328.7,979.962,-0.00691896,-10.8559,2000.009032,1685.992712,0.842992549,0.195985098,6,0.5,0: Broadleaf,1564011698,398.0755161,420.0760323,47.98364194,36.68082581,499.9938065,100.5152258,0.200002742,43.78518387,42.7684,999.9,0,0,10002.61839,0,1670.472903,2000.009032,0.899998032,0.100001945,0,775.3360968,4.99938,16305.09032,15966.25161,54.02,55.312,54.187,55,56.01396774,1795.505806,199.5041935,0,342.5,774.9805,-86.56263249,-1742.276924,16297.56923,15,0,--:--:--,0,14.875,0.046,0,0,0,0,0,0,0/0,1.87424,1.87119,1.87073,1.8728,1.86981,1.87925,1.87627,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,0,0,0,0,2,461.383,449.317,42.8729,44.645,29.997,44.1282,44.0906,21.3418,52.486,94.0651,-999.9,421.273,35.1007,98.7533,99.2579
20,1564011832,2288.5,20190724 16:43:51,16:43:51,1,B3_R3,4,23511,1-1,31,1,1564011824,-4.71296E-05,3.62693815,400.0873548,5874.805542,591.6834239,40.29496027,-0.00101655,2.267103687,-0.001016804,-0.00063548,330.4319017,46.5900806,43.7850871,9.050747434,50.98183353,4.701222624,9.221368278,4.34952481,2.078414769,43.94232168,4.933512891,381.3861511,-0.041645797,0.046751055,3.485846035,56,11,1,0,50235.90468,0,673.1303846,3072.88,2399.749615,0.780944786,-0.356377786,MPF-445-20190724-16_44_49,752.4351154,849.487,0.11424764,0.5,1686.004248,3.62693815,96.31100286,1,0.002362578,2.61733611,-,0,849.487,0.11424764,0.723553474,0.550316099,0.92651041,445,300,300,300,10439.4,849.487,-0.00699447,14.926,2000.022581,1686.004248,0.842992606,0.195985213,6,0.5,0: Broadleaf,1564011824,400.0873548,404.4170968,46.6782871,46.73220323,499.995,100.5153871,0.200018645,44.14460968,43.7850871,999.9,0,0,9991.590968,0,1647.278387,2000.022581,0.899996065,0.100004019,0,754.3653548,4.99938,15817.1,15966.35806,54.375,55.187,54.423,55.07825806,56.36483871,1795.513871,199.5093548,0,125.5999999,752.4351154,-152.600718,-3112.615385,15779.35385,15,0,--:--:--,0,14.875,0.046,0,0,0,0,0,0,0/0,1.87424,1.87119,1.87072,1.87277,1.86981,1.87925,1.87629,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,0,0,0,0,2,426.189,455.26,42.8847,44.4235,29.9997,44.114,44.1141,20.8542,33.5271,92.1804,-999.9,404.236,45.4558,98.8364,99.3367
21,1564012000,2456.6,20190724 16:46:39,16:46:39,1,B3_R3,2,23511,1-1,31,1,1564011992,0.006608233,11.44351488,398.7541613,252.003309,25.38012714,40.15991437,0.15294967,2.269323647,0.147444836,0.092631104,330.4312873,44.39610403,43.51805806,8.925795554,51.25418946,4.71772487,9.204564386,4.208070685,-291.4230812,72.35410941,8.103832374,119.4661478,-0.041706003,0.046818643,3.489827918,44,9,1,0,50311.09907,0,673.1303846,3072.88,2399.749615,0.780944786,-0.356377786,MPF-446-20190724-16_47_37,699.4681538,939.403,0.25541205,0.5,1686.001729,11.44351488,215.3125791,1,0.006998743,2.271098772,-,0,939.403,0.25541205,0.694292325,0.901087203,0.889041501,446,300,300,300,10376.2,864.68,-0.00695295,-6.37781,2000.019677,1686.001729,0.842992571,0.195985141,6,0.5,0: Broadleaf,1564011992,398.7541613,415.6474839,46.84303871,39.28505161,500.0286452,100.5134839,0.199983903,44.10945806,43.51805806,999.9,0,0,10006.22516,0,1079.862129,2000.019677,0.899998161,0.100002081,0,700.2068387,4.99938,14842.18387,15966.34839,54.70529032,55.56606452,54.75,55.25,56.69309677,1795.514516,199.5067742,0,167.4000001,699.4681538,-120.3459829,-2218.8547,14827.47308,15,0,--:--:--,0,14.875,0.046,0,0,0,0,0,0,0/0,1.87424,1.87119,1.87073,1.87282,1.86981,1.87926,1.87626,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,0,0,0,0,2,440.497,462.794,42.976,44.3808,29.9999,44.1163,44.1235,21.2083,31.333,98.4798,-999.9,415.781,39.3322,98.8499,99.3555
22,1564012102,2558.6,20190724 16:48:21,16:48:21,2,B3_R3,2,23511,1-1,31,1,1564012094,0.005734744,8.609183692,397.0016452,263.3014714,26.51808467,39.98353365,0.129077973,2.269272837,0.125133453,0.078552766,330.4167938,44.94961665,43.81000645,9.062484847,51.03233637,4.763690648,9.334651294,4.298794199,-252.9022303,69.75175574,7.833367254,155.0996865,-0.041704625,0.046817095,3.489736763,17,3,1,0,50266.60105,0,673.1303846,3072.88,2399.749615,0.780944786,-0.356377786,MPF-447-20190724-16_49_19,1264.391923,1351.42,0.064397506,0.5,1685.930688,8.609183692,54.28486541,1,0.005317871,1.27381569,-,0,1351.42,0.064397506,0.560210617,0.128305188,0.717349839,447,300,300,300,10352.5,1351.42,-0.00693506,31.9985,1999.935806,1685.930688,0.842992401,0.195984803,6,0.5,0: Broadleaf,1564012094,397.0016452,410.0642903,47.29929677,40.7433129,500.0160323,100.5137419,0.200031258,44.38014839,43.81000645,999.9,0,0,10005.86871,0,815.5765161,1999.935806,0.900003774,0.09999631,0,1276.915484,4.99938,27307.21613,15965.70323,54.915,55.60670968,54.895,55.50393548,56.81606452,1795.45,199.4870968,0,101.5999999,1264.391923,-1000.185642,-18843.37096,27047.17692,15,0,--:--:--,0,14.875,0.046,0,0,0,0,0,0,0/0,1.87424,1.87119,1.87073,1.87283,1.86981,1.87925,1.87625,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,0,0,0,0,2,473.645,456.495,43.0092,44.3477,30,44.0953,44.1059,21.1004,22.0389,100,-999.9,412.56,40.7985,98.8535,99.354
23,1564012181,2638.1,20190724 16:49:41,16:49:41,3,B3_R3,2,23511,1-1,31,1,1564012173,0.007708373,13.16360652,398.4155161,268.7796948,27.07115207,40.12790859,0.202424454,2.268195633,0.192897031,0.12137927,330.4282036,44.07771301,42.70664516,8.55522019,52.01426328,4.79717898,9.222814431,3.75804121,-339.9392568,176.2081718,19.67343375,186.3705523,-0.041675404,0.046784292,3.48780443,0,0,1,0,50269.75256,0,673.1303846,3072.88,2399.749615,0.780944786,-0.356377786,MPF-448-20190724-16_50_38,960.2880769,1165.91,0.176361746,0.5,1685.989859,13.16360652,148.6720575,1,0.008019019,1.635606522,-,0,1165.91,0.176361746,0.620580693,0.417269539,0.794653737,448,300,300,300,10344.1,1141.12,-0.0069304,16.6956,2000.006129,1685.989859,0.842992346,0.195984692,6,0.5,0: Broadleaf,1564012173,398.4155161,417.8974516,47.62945806,38.81987419,499.9937097,100.5187419,0.199997581,44.14763226,42.70664516,999.9,0,0,9998.360645,0,215.5091935,2000.006129,0.900004645,0.099995252,0,962.6972581,4.99938,20025.87097,15966.27419,55.07216129,55.667,55.062,55.562,57,1795.516129,199.4903226,0,78.5999999,960.2880769,-401.7336755,-7924.577783,19977.68846,15,0,--:--:--,0,14.875,0.046,0,0,0,0,0,0,0/0,1.87424,1.87119,1.87073,1.8728,1.86981,1.87926,1.87626,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,0,0,0,0,2,498.594,448.198,43.0464,44.32,29.9998,44.0678,44.0798,21.2889,27.3992,100,-999.9,418.205,37.1258,98.8527,99.362
24,1564012279,2736.1,20190724 16:51:19,16:51:19,2,B3_R3,4,23511,1-1,31,1,1564012271,0.007331965,11.15856031,399.3763548,269.756739,27.17207745,40.22841204,0.174136605,2.268574236,0.167036875,0.105011809,330.4277111,44.24065526,43.42422903,8.882245534,51.50464363,4.760272752,9.242414697,4.121972782,-323.3396347,93.48001966,10.47271903,111.0408151,-0.041685673,0.04679582,3.488483541,116,23,1,0,50275.33562,0,673.1303846,3072.88,2399.749615,0.780944786,-0.356377786,MPF-449-20190724-16_52_16,917.4564615,1159.56,0.208789143,0.5,1685.982776,11.15856031,176.0074493,1,0.006829808,1.65003967,-,0,1159.56,0.208789143,0.622647158,0.497715457,0.797299847,449,300,300,300,10319.4,1115.74,-0.00691297,11.4385,1999.997097,1685.982776,0.842992612,0.195985223,6,0.5,0: Broadleaf,1564012271,399.3763548,416.28,47.25864839,38.87632903,500.0142903,100.5280645,0.200012032,44.18855806,43.42422903,999.9,0,0,9999.896774,0,69.18901935,1999.997097,0.899996226,0.100003745,0,918.9930323,4.99938,19232.62581,15966.14516,55.187,55.562,55.125,55.562,57.062,1795.49,199.5070968,0,97.39999986,917.4564615,-169.0323419,-3372.099146,19201.70385,15,0,--:--:--,0,14.875,0.046,0,0,0,0,0,0,0/0,1.87424,1.87119,1.87073,1.87284,1.86982,1.87927,1.87631,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,0,0,0,0,2,355.797,455.212,43.0111,44.2345,29.9999,44.0204,44.0224,21.2566,22.5458,100,-999.9,416.65,37.8016,98.8608,99.3705
25,1564012366,2822.6,20190724 16:52:45,16:52:45,3,B3_R3,4,23511,1-1,31,1,1564012358,0.003966418,6.766697933,399.5949355,257.4416325,25.92998339,40.24791927,0.092588474,2.269631833,0.090540161,0.056767859,330.4263319,45.35736435,43.2689871,8.810594829,50.71764171,4.693942047,9.255047925,4.116652782,-174.9190265,115.7418784,12.95281054,284.2019942,-0.041714366,0.04682803,3.490380829,19,4,1,0,50304.21786,0,673.1303846,3072.88,2399.749615,0.780944786,-0.356377786,MPF-450-20190724-16_53_43,653.9023462,760.158,0.139781011,0.5,1685.977171,6.766697933,117.8337968,1,0.004224895,3.042422759,-,0,760.158,0.139781011,0.752623597,1.220941805,0.96373471,450,300,300,300,10358.7,734.757,-0.00693976,3.31702,1999.990645,1685.977171,0.842992528,0.195985057,6,0.5,0: Broadleaf,1564012358,399.5949355,409.617871,46.60304194,42.06472903,499.9528387,100.5218065,0.199988774,44.21489677,43.2689871,999.9,0,0,10007.4029,0,131.5317742,1999.990645,0.899999452,0.100000539,0,654.0009677,4.99938,13880.45484,15966.13226,55.187,55.625,55.187,55.504,57.07825806,1795.490323,199.5009677,0,85.5999999,653.9023462,-22.54164104,-736.9743594,13877.75769,15,0,--:--:--,0,14.875,0.046,0,0,0,0,0,0,0/0,1.87424,1.87119,1.87073,1.87283,1.86981,1.87927,1.87633,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,0,0,0,0,2,471.23,457.59,42.9687,44.2063,29.9999,43.9971,44.0158,21.0432,8.47525,100,-999.9,409.366,41.1734,98.8792,99.3885
26,1564012460,2916.6,20190724 16:54:19,16:54:19,2,B3_R3,6,23511,1-1,31,1,1564012452,0.003750943,15.80762149,393.0043226,84.95123125,8.556558482,39.58464663,0.08836473,2.268053018,0.086495735,0.054224463,330.4227295,45.20277256,43.04646129,8.708762153,50.61602249,4.63005956,9.147418806,4.078702593,-165.4166032,115.3103169,12.88612363,293.2025668,-0.041671536,0.04677995,3.487548629,89,18,1,0,50290.4431,0,673.1303846,3072.88,2399.749615,0.780944786,-0.356377786,MPF-451-20190724-16_55_17,665.7166538,881.452,0.244749965,0.5,1685.959665,15.80762149,206.3192846,1,0.009587418,2.486156932,-,0,881.452,0.244749965,0.713151181,1.035587909,0.91319027,451,300,300,300,10356,814.053,-0.00693834,-5.95734,1999.97,1685.959665,0.842992478,0.195984955,6,0.5,0: Broadleaf,1564012452,393.0043226,413.7427097,45.96816129,41.67388065,499.9933226,100.5231613,0.200022548,43.9895,43.04646129,999.9,0,0,9996.993226,0,265.5277097,1999.97,0.900000484,0.099999568,0,665.8443871,4.99938,13994.42258,15965.95484,55.165,55.5,55.125,55.5,57.052,1795.474839,199.4954839,0,93.20000005,665.7166538,-26.1694701,-478.3658123,13990.37692,15,0,--:--:--,0,14.875,0.046,0,0,0,0,0,0,0/0,1.87424,1.87119,1.87073,1.87281,1.86982,1.87927,1.87633,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,0,0,0,0,2,384.947,459.067,42.8584,44.15,29.9996,43.9658,43.9719,21.0478,0,100,-999.9,409.807,43.595,98.8902,99.4001
27,1564012527,2983.6,20190724 16:55:26,16:55:26,3,B3_R3,6,23511,1-1,31,1,1564012519,0.004909738,12.4497265,397.8450968,207.5791338,20.90810933,40.07237445,0.120144807,2.263343269,0.116710878,0.073244648,330.4282188,44.60281373,42.92845161,8.655172799,51.97521523,4.698867791,9.040593234,3.956305008,-216.5194277,101.894529,11.39198385,227.195304,-0.041543936,0.046636707,3.47910471,5,1,1,0,50178.45197,0,673.1303846,3072.88,2399.749615,0.780944786,-0.356377786,MPF-452-20190724-16_56_24,731.9676923,1036.54,0.293835556,0.5,1685.987431,12.4497265,247.7015275,1,0.007595611,1.964555155,-,0,1036.54,0.293835556,0.662681263,0.838096448,0.848563528,452,300,300,300,10424.3,884.928,-0.00698541,-34.8517,2000.002903,1685.987431,0.842992492,0.195984983,6,0.5,0: Broadleaf,1564012519,397.8450968,415.1281935,46.65112903,41.03447742,500.016,100.5236774,0.199882516,43.76350645,42.92845161,999.9,0,0,9966.330645,0,1134.760484,2000.002903,0.9,0.0999998,0,732.8688065,4.99938,15297.30645,15966.2129,55.062,55.433,55.024,55.399,56.95325806,1795.503226,199.4996774,0,66.0999999,731.9676923,-149.5436583,-2319.545302,15283.48077,15,0,--:--:--,0,14.875,0.046,0,0,0,0,0,0,0/0,1.87424,1.87119,1.87073,1.87283,1.86982,1.87926,1.87629,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,0,0,0,0,2,488.622,452.579,42.7739,44.065,29.9993,43.8845,43.9043,21.262,0.38858,100,-999.9,414.493,40.559,98.9008,99.4127
