SysConst,AvgTime,Oxygen,Chamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1562888705,1527.9,20190711 16:45:05,16:45:05,1,B1_R3,2,null,null,null,null,1562888697,0.002607017,4.342293075,399.2412581,232.5342508,23.34604351,40.08314367,0.050100332,2.268328144,0.049493611,0.030987406,247.8113755,46.55473275,45.5954871,9.938497747,50.80123621,5.044749985,9.930368554,4.893747762,-114.9694315,-1.948357542,-0.222003727,130.6715828,-0.041678998,0.046788327,3.488042113,0,0,1,0,50044.98046,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4209-20190711-16_45_59,761.2667308,864.241,0.119149947,0.5,1264.474714,4.342293075,75.33104748,0.299084399,0.004282381,2.521089603,DARK-4210-20190711-16_46_00,605.76,258.481,0.398382354,0.893948246,0.767811043,0.942015833,4209,300,300,300,10401,864.241,-0.00738546,19.1221,1499.988065,1264.474714,0.84298985,0.1959797,6,0.5,0: Broadleaf,1562888697,399.2412581,405.6999677,50.24736452,47.27661613,500.0802258,100.3737742,0.024525971,45.57955484,45.5954871,999.9,0,0,10013.66452,0,170.9805806,1499.988065,0.900003839,0.099996058,0,762.648,4.99938,12147.79355,11964.57419,54.625,55.98577419,55.062,55.917,56.895,1345.497097,149.4912903,0,346.5,761.2667308,-228.5590771,-3709.678635,12125.15769,15,1562888166,16:36:06,3,13.584,0.942,403,51,0.15,0.01,-6.303079024,-2.729395819,0.309512543,0,737.432,0,0,0,2.910179756,0.973170732,0.107551268,0,0,3,0/3,1.87429,1.87123,1.87076,1.87286,1.86982,1.87927,1.87635,1.87166,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.584,0.942,2,498.087,454.822,44.8436,46.1846,29.9993,45.9589,45.9765,20.6456,29.5029,78.7638,-999.9,405.932,46.9417,98.4877,98.6366
11,1562888812,1634.9,20190711 16:46:52,16:46:52,2,B1_R3,2,null,null,null,null,1562888804,0.005179159,8.432190739,398.5327742,243.4045814,24.43659281,40.01068127,0.106436698,2.267121431,0.103736552,0.065072237,247.8116756,45.75329801,45.07365484,9.67521099,50.5713426,5.029970716,9.946286685,4.645240274,-228.4009088,65.64549756,7.466624521,92.52288891,-0.041646278,0.046751595,3.485877856,10,2,1,0,50002.36961,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4213-20190711-16_47_46,714.0850769,967.154,0.261663523,0.5,1264.478284,8.432190739,165.4339214,0.385661436,0.007516824,2.14641722,DARK-4214-20190711-16_47_47,594.16,372.994,0.678479877,0.847689789,1.067679382,0.89752144,4213,300,300,300,10309.7,910.155,-0.00732028,-0.226196,1499.992581,1264.478284,0.842989692,0.195979384,6,0.5,0: Broadleaf,1562888804,398.5327742,411.1282903,50.10182581,44.1982129,499.9996129,100.3717097,0.023248681,45.61074194,45.07365484,999.9,0,0,10006.00903,0,879.4148065,1499.992581,0.90001,0.0999903,0,714.726129,4.99938,11390.64194,11964.61935,54.60874194,55.812,54.98374194,55.885,56.881,1345.512258,149.4841935,0,85.80000019,714.0850769,-67.2345983,-971.251282,11381.45,15,1562888166,16:36:06,3,13.584,0.942,403,51,0.15,0.01,-12.72791951,3.049685017,0.33582253,0,707.496,0,0,0,5.937783171,-0.457365784,0.060605684,0,0,3,0/3,1.87433,1.87123,1.87073,1.87286,1.86981,1.87927,1.87636,1.87165,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.584,0.942,2,477.01,450.141,44.7779,46.0409,29.9993,45.8042,45.8216,20.8318,31.267,74.8373,-999.9,411.301,44.2309,98.52,98.6791
12,1562888934,1756.4,20190711 16:48:53,16:48:53,3,B1_R3,2,null,null,null,null,1562888926,0.002812831,5.339412003,395.5185484,206.8635373,20.76697114,39.70599357,0.053052769,2.267087749,0.052372589,0.032793253,247.8118516,46.78553168,45.71845484,10.00143387,49.71635967,5.012890695,10.08298019,4.988543176,-124.0458488,19.35266928,2.210695912,145.329368,-0.041645365,0.04675057,3.485817454,2,0,1,0,49959.47245,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4215-20190711-16_49_47,873.3112692,1005.09,0.131111374,0.5,1264.473505,5.339412003,82.89342924,2.020983196,0.00507095,2.027659215,DARK-4216-20190711-16_49_49,-1026.18,2031.27,0.064875044,0.500824476,0.479259733,0.881119825,4215,300,300,300,10311.1,1003.82,-0.00732067,19.4052,1499.986129,1264.473505,0.842990132,0.195980264,6,0.5,0: Broadleaf,1562888926,395.5185484,403.2607097,49.93430645,46.72752581,500.0106774,100.3654516,0.024261413,45.87679355,45.71845484,999.9,0,0,10006.41355,0,83.56682581,1499.986129,0.899994516,0.100005439,0,874.154129,4.99938,13862.87419,11964.50323,54.637,56.07419355,55,56,56.937,1345.480968,149.5051613,0,120.5,873.3112692,-203.9343932,-3208.923078,13849.90769,15,1562888862,16:47:42,4,13.609,0.723,410,44,0.07,0.02,-7.247412683,-14.21599443,1.670070423,0,851.037,0,0,0,3.164601463,0.92814899,0.092791922,0,0,3,0/3,1.87429,1.87121,1.87077,1.87286,1.86985,1.87927,1.87637,1.87167,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.609,0.723,2,486.301,456.273,44.8293,45.9454,29.9998,45.6952,45.7155,20.7117,25.1796,74.3244,-999.9,406.062,46.9801,98.54,98.7
13,1562889052,1874.9,20190711 16:50:52,16:50:52,1,B1_R3,3,null,null,null,null,1562889044,0.001515656,2.502289701,399.6240323,237.5424902,23.84621757,40.11712435,0.029651575,2.264979092,0.0294376,0.018417596,247.8134772,46.93481142,45.45516129,9.86709595,51.12400408,5.083330543,9.943138522,4.783765407,-66.84043638,18.2451367,2.08086855,201.2990461,-0.041588227,0.046686428,3.482036699,28,6,1,0,49936.39028,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4217-20190711-16_51_45,515.1938462,580.267,0.112143468,0.5,1264.483139,2.502289701,70.90176232,0.203849262,0.00282721,4.244258247,DARK-4218-20190711-16_51_47,461.98,118.287,0.550129379,0.954171687,-0.434226526,1.064791877,4217,300,300,300,10347,580.267,-0.00734639,11.9617,1499.997742,1264.483139,0.842990028,0.195980057,6,0.5,0: Broadleaf,1562889044,399.6240323,403.3537742,50.63725484,48.91049032,499.978129,100.367129,0.020037677,45.60457742,45.45516129,999.9,0,0,9992.517742,0,1768.275484,1499.997742,0.89999871,0.100001148,0,515.2919032,4.99938,8300.617097,11964.61935,54.562,56.169,54.95529032,55.937,56.937,1345.498065,149.5012903,0,118,515.1938462,-8.597948713,-146.8164102,8298.714615,15,1562888862,16:47:42,4,13.609,0.723,410,44,0.07,0.02,-3.584197805,-2.937517003,0.305348651,0,514.417,0,0,0,1.620851707,1.923792544,0.197300655,0,0,3,0/3,1.87427,1.87121,1.87075,1.87285,1.86982,1.87928,1.87636,1.87165,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.609,0.723,2,454.224,459.276,44.7322,45.8196,29.9992,45.5623,45.5725,20.6549,24.5464,78.3474,-999.9,403.648,48.2657,98.5656,98.7373
14,1562889177,1999.9,20190711 16:52:57,16:52:57,2,B1_R3,3,null,null,null,null,1562889169,0.00257443,4.482781039,399.2300323,235.0031446,23.59175843,40.07835086,0.052192884,2.266576501,0.05153428,0.032267405,247.8133364,46.36903859,45.08961613,9.683173846,51.22768914,5.035815445,9.830260803,4.647358401,-113.5323697,35.78007539,4.066588013,174.1276301,-0.041631507,0.046735014,3.484900671,0,0,1,0,50021.078,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4219-20190711-16_53_51,811.0153846,914.038,0.112711523,0.5,1264.481846,4.482781039,71.26083756,0.27171518,0.00439346,2.329259834,DARK-4220-20190711-16_53_52,665.68,248.358,0.414814966,0.895533337,0.560176239,0.920486121,4219,300,300,300,10350.5,914.038,-0.0073491,18.0813,1499.996129,1264.481846,0.842990073,0.195980146,6,0.5,0: Broadleaf,1562889169,399.2300323,405.8429677,50.16296129,47.22850323,499.9810645,100.3653871,0.023731006,45.38242581,45.08961613,999.9,0,0,10003.09032,0,139.0511935,1499.996129,0.899997129,0.100002726,0,812.5718387,4.99938,13166.25484,11964.60645,54.34045161,55.68706452,54.75,55.625,56.625,1345.493226,149.5032258,0,124.3,811.0153846,-246.2458121,-5842.909405,13123.35769,15,1562888862,16:47:42,4,13.609,0.723,410,44,0.07,0.02,-6.941586341,5.057115889,0.607560204,0,785.537,0,0,0,2.696024146,3.967737282,0.442064446,0,0,3,0/3,1.87428,1.8712,1.87074,1.87284,1.86983,1.87928,1.87634,1.87165,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.609,0.723,2,491.783,452.83,44.5001,45.5535,29.9989,45.3201,45.3305,20.7255,26.4982,78.8305,-999.9,406.237,46.5216,98.6117,98.7819
15,1562889290,2112.9,20190711 16:54:50,16:54:50,3,B1_R3,3,null,null,null,null,1562889282,0.002390998,4.457927931,399.5513871,225.1059375,22.59818304,40.11060516,0.048220153,2.265233885,0.047657082,0.029835718,247.8102897,46.07312201,44.95268065,9.615042516,51.22117843,4.943642895,9.651560246,4.671399621,-105.4430232,8.976061757,1.018408584,152.3617368,-0.041595129,0.046694176,3.482493459,12,2,1,0,50035.10373,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4221-20190711-16_55_44,710.1755385,819.154,0.133037819,0.5,1264.466585,4.457927931,84.11093828,2.817460453,0.004373858,2.714893659,DARK-4222-20190711-16_55_45,-1488.78,2307.934,0.047219055,0.490730276,1.22410468,0.961509179,4221,300,300,300,10319.4,798.669,-0.00732692,7.24402,1499.978065,1264.466585,0.842990051,0.195980102,6,0.5,0: Broadleaf,1562889282,399.5513871,406.0464516,49.24481613,46.51726452,500.0647419,100.3636774,0.025425103,45.02618065,44.95268065,999.9,0,0,9994.519677,0,73.6366129,1499.978065,0.899998806,0.100001232,0,715.085,4.99938,11499.46774,11964.46774,54.179,55.282,54.61077419,55.27,56.395,1345.478065,149.5003226,0,112.5,710.1755385,-383.9064616,-5599.811967,11426.85769,15,1562888862,16:47:42,4,13.609,0.723,410,44,0.07,0.02,-6.598106341,1.520684321,0.201504249,0,673.627,0,0,0,2.475805854,3.963277003,0.462540723,0,0,3,0/3,1.87428,1.87122,1.87073,1.87285,1.86983,1.87927,1.87631,1.87165,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.609,0.723,2,474.722,455.309,44.2565,45.2301,29.9989,45.043,45.0606,20.7077,27.8827,78.5678,-999.9,405.978,45.733,98.67,98.8342
16,1562889408,2230.4,20190711 16:56:47,16:56:47,1,B1_R3,6,null,null,null,null,1562889400,0.00171071,3.408102491,399.6564839,218.7193364,21.9542774,40.11611162,0.035070955,2.264280906,0.034771951,0.021759121,247.8115184,46.18714096,44.66787419,9.474665007,50.94316689,4.889692965,9.598329401,4.584972042,-75.44231076,30.65068203,3.472608366,206.492498,-0.041569319,0.046665203,3.48078519,3,1,1,0,50021.92453,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4223-20190711-16_57_41,892.5771538,964.236,0.074316709,0.5,1264.473328,3.408102491,46.98574813,0.255991272,0.003543588,2.155939002,DARK-4224-20190711-16_57_43,717.4,246.836,0.290309542,0.893864564,0.306091703,0.898783036,4223,300,300,300,10328.6,964.236,-0.00733315,34.3784,1499.986129,1264.473328,0.842990014,0.195980028,6,0.5,0: Broadleaf,1562889400,399.6564839,404.5665484,48.71353226,46.76071935,500.0095806,100.3508387,0.025642694,44.91896129,44.66787419,999.9,0,0,9989.596129,0,1842.246129,1499.986129,0.899999194,0.1000009,0,898.4900323,4.99938,14217.31613,11964.52903,53.937,55.2256129,54.308,55.062,56.2113871,1345.487742,149.4993548,0,116.9000001,892.5771538,-542.8560676,-8271.517937,14126.51923,15,1562888862,16:47:42,4,13.609,0.723,410,44,0.07,0.02,-5.015417805,1.543773868,0.216312469,0,834.455,0,0,0,1.782409171,3.050674495,0.33849639,0,0,3,0/3,1.87428,1.8712,1.87074,1.87285,1.86983,1.87927,1.87631,1.87166,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.609,0.723,2,485.615,454.539,44.0215,44.957,29.9993,44.7847,44.8116,20.6779,26.198,77.9695,-999.9,404.603,46.1234,98.7171,98.8865
17,1562889504,2326.9,20190711 16:58:24,16:58:24,2,B1_R3,6,null,null,null,null,1562889496,0.001527276,3.402864579,399.8950323,197.5422735,19.82733431,40.13749743,0.030710335,2.266582959,0.030481032,0.019071104,247.8090211,46.21132639,44.74019355,9.51014139,50.5200614,4.840544738,9.581430829,4.669596653,-67.35288832,17.67230383,2.00053302,200.1289696,-0.041631682,0.04673521,3.484912251,0,0,1,0,50099.1959,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4225-20190711-16_59_18,644.0951154,762.993,0.155830898,0.5,1264.460795,3.402864579,98.52103078,1.821842402,0.003539481,2.988332789,DARK-4226-20190711-16_59_19,-627.06,1390.053,0.085534785,0.621252381,3.61764761,0.985790365,4225,300,300,300,10339.4,754.443,-0.00734163,10.2846,1499.97129,1264.460795,0.842989998,0.195979996,6,0.5,0: Broadleaf,1562889496,399.8950323,404.7111935,48.22696774,46.4826871,500.0183226,100.3465161,0.023566506,44.88481613,44.74019355,999.9,0,0,10005.01355,0,1588.020968,1499.97129,0.900000581,0.099999416,0,644.255871,4.99938,10184.64194,11964.42258,53.75,55.312,54.129,55.08232258,56.062,1345.475484,149.4970968,0,96,644.0951154,-12.2825641,-235.2957265,10182.03077,15,1562888862,16:47:42,4,13.609,0.723,410,44,0.07,0.02,-4.761268293,-1.053161394,0.108128776,0,643.229,0,0,0,1.731911707,0.047403345,0.05897419,1,1,3,1/3,1.87429,1.8712,1.87073,1.87283,1.86981,1.87927,1.87632,1.87165,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.609,0.723,2,503.533,456.335,43.9193,44.8162,29.9994,44.6243,44.6522,20.7037,25.1655,77.6821,-999.9,404.762,46.1083,98.7462,98.9165
18,1562889572,2394.4,20190711 16:59:31,16:59:31,3,B1_R3,6,null,null,null,null,1562889564,0.003249205,6.481043263,399.3906774,222.1216413,22.2944772,40.08707256,0.06858259,2.265930313,0.06744993,0.042256413,247.8132683,45.50334423,44.40524194,9.346790735,51.05227308,4.853764698,9.507440912,4.493026038,-143.289927,40.2464782,4.546853274,149.3166728,-0.041613996,0.046715356,3.483742031,0,0,1,0,50102.40753,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4227-20190711-17_00_25,795.3407308,984.117,0.191822994,0.5,1264.484246,6.481043263,121.2785769,1.114762777,0.00597375,2.092183145,DARK-4228-20190711-17_00_27,-112.94,1097.057,0.17207517,0.652391152,0.743242695,0.890187493,4227,300,300,300,10317,974.714,-0.00732533,20.2683,1499.999355,1264.484246,0.84298986,0.19597972,6,0.5,0: Broadleaf,1562889564,399.3906774,408.7249032,48.35844194,44.64805484,500.0143871,100.3447097,0.025866861,44.73469677,44.40524194,999.9,0,0,10000.94323,0,109.2349419,1499.999355,0.900004839,0.099995345,0,797.9537419,4.99938,12582.38065,11964.64516,53.72154839,55.19106452,54.07622581,55.014,56.008,1345.506774,149.4929032,0,66.9000001,795.3407308,-237.5981193,-3612.010252,12542.50385,15,1562888862,16:47:42,4,13.609,0.723,410,44,0.07,0.02,-9.550425366,2.826478537,0.452445113,0,771.444,0,0,0,3.59277122,1.924879024,0.233476141,0,0,3,0/3,1.87427,1.8712,1.87073,1.87285,1.86981,1.87927,1.87633,1.87166,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.609,0.723,2,491.883,452.793,43.8872,44.7265,29.9997,44.5316,44.5558,20.8272,27.2326,76.2498,-999.9,408.872,44.0869,98.7592,98.9391
19,1562889896,2718.9,20190711 17:04:56,17:04:56,1,B1_R2,1,null,null,null,null,1562889888,0.003297823,7.01828474,399.0185484,220.1030983,22.0980888,40.0609868,0.072993255,2.264809973,0.071711069,0.044932741,247.8122762,44.94766252,43.67421935,8.99868621,50.79997664,4.69648558,9.245054605,4.30220063,-145.4340098,63.47332046,7.131453065,172.98304,-0.041583647,0.046681286,3.481733537,13,3,1,0,50153.24641,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4229-20190711-17_05_50,651.8989231,882.433,0.26124825,0.5,1264.47568,7.01828474,165.1710292,0.342227682,0.006398664,2.448499773,DARK-4230-20190711-17_05_51,580.44,301.993,0.763375565,0.877369723,1.513623629,0.934150529,4229,300,300,300,10368.8,835.504,-0.00736319,0.422607,1499.98871,1264.47568,0.842990131,0.195980263,6,0.5,0: Broadleaf,1562889888,399.0185484,409.0186452,46.7783,43.00637742,500.0458065,100.371871,0.026937455,44.19406452,43.67421935,999.9,0,0,9990.945161,0,1781.546129,1499.98871,0.899995129,0.100004794,0,652.4575484,4.99938,10270.2129,11964.54516,53.44309677,55.187,53.875,54.917,55.7256129,1345.484194,149.5054839,0,324,651.8989231,-45.47227351,-650.3145304,10263.96538,15,1562888862,16:47:42,4,13.609,0.723,410,44,0.07,0.02,-9.970368293,-0.733670592,0.117635501,0,647.027,0,0,0,3.730659512,0.390460348,0.090913944,0,0,3,0/3,1.87426,1.8712,1.87073,1.87278,1.86981,1.87927,1.8763,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.609,0.723,2,472.666,451.843,43.3426,44.5548,29.9996,44.3214,44.3388,20.7998,28.9526,71.6741,-999.9,409.322,42.7871,98.767,98.9605
20,1562889984,2806.4,20190711 17:06:23,17:06:23,2,B1_R2,1,null,null,null,null,1562889976,0.001492091,3.253762542,400.2204516,201.7631791,20.25672726,40.18154635,0.030041576,2.26399836,0.029821864,0.018658271,247.8054286,45.53309964,44.37282258,9.33110988,50.38424556,4.657781384,9.244519457,4.673328496,-65.80119821,-21.95484681,-2.475742576,157.573641,-0.041561669,0.046656615,3.480278768,19,4,1,0,50128.00436,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4231-20190711-17_07_17,678.1459231,825.373,0.178376415,0.5,1264.442807,3.253762542,112.7733876,1.843739739,0.003421612,2.68690277,DARK-4232-20190711-17_07_19,-696.4,1521.773,0.096747069,0.593051154,1.545754762,0.958820397,4231,300,300,300,10385.1,804.945,-0.00737476,9.18652,1499.95,1264.442807,0.842989971,0.195979942,6,0.5,0: Broadleaf,1562889976,400.2204516,404.8414516,46.39292258,44.68552258,500.0122581,100.3724839,0.026049455,44.19294839,44.37282258,999.9,0,0,9985.603871,0,394.3500968,1499.95,0.900000484,0.099999535,0,680.2692903,4.99938,10514.08065,11964.24839,53.31606452,55.11280645,53.772,54.81403226,55.625,1345.456774,149.4935484,0,86.9000001,678.1459231,-194.094906,-2906.553846,10483.04231,15,1562888862,16:47:42,4,13.609,0.723,410,44,0.07,0.02,-4.807707805,1.806195261,0.417252274,0,656.142,0,0,0,1.569865146,2.706305059,0.286128226,0,0,3,0/3,1.87427,1.87119,1.87073,1.87281,1.86981,1.87927,1.87632,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.609,0.723,2,465.193,453.954,43.3163,44.4733,29.9994,44.2422,44.2578,20.6785,24.7756,70.201,-999.9,404.982,44.1371,98.788,98.9849
21,1562890069,2891.9,20190711 17:07:49,17:07:49,3,B1_R2,1,null,null,null,null,1562890061,0.002746389,4.730730817,399.857129,252.7805292,25.37840342,40.14445086,0.0620088,2.268304158,0.061082242,0.038258495,247.8152076,45.01580454,43.48618387,8.910980723,51.16046835,4.702971831,9.192589478,4.208008893,-121.1157743,73.15198496,8.194668628,208.046087,-0.041678347,0.046787596,3.48799909,0,0,1,0,50280.16832,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4233-20190711-17_08_43,573.1296538,661.545,0.133649784,0.5,1264.49429,4.730730817,84.49969419,3.104528037,0.004589503,3.59994407,DARK-4234-20190711-17_08_44,-1392.24,2053.785,0.043049952,0.536946685,-1.28919316,1.029651367,4233,300,300,300,10416.5,652.853,-0.00739649,6.00745,1500.01129,1264.49429,0.842989848,0.195979697,6,0.5,0: Broadleaf,1562890061,399.857129,406.8526452,46.84375484,43.70209032,499.9397419,100.3717419,0.025244745,44.08437419,43.48618387,999.9,0,0,10013.71097,0,105.440529,1500.01129,0.900004935,0.099995042,0,573.1720968,4.99938,9069.559355,11964.74839,53.2256129,54.877,53.679,54.643,55.5,1345.518387,149.4935484,0,84.5999999,573.1296538,-11.86287178,-204.3401711,9068.702692,15,1562888862,16:47:42,4,13.609,0.723,410,44,0.07,0.02,-6.961236341,-0.967247038,0.130767211,0,572.123,0,0,0,2.878549024,4.737846481,0.495489905,0,0,3,0/3,1.87425,1.87119,1.87073,1.87282,1.86981,1.87927,1.87631,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.609,0.723,2,490.922,455.72,43.2237,44.327,29.9993,44.1158,44.1322,20.7486,25.6214,68.8529,-999.9,407.01,42.891,98.8212,99.0146
22,1562890213,3035.4,20190711 17:10:12,17:10:12,1,B1_R2,4,null,null,null,null,1562890205,0.001255127,3.157612147,397.9555484,177.6878335,17.83880349,39.95237427,0.025698389,2.267430344,0.025537672,0.015975401,247.8104643,45.54493818,44.17663871,9.236702543,50.39632301,4.643623737,9.214211394,4.593078805,-55.3511128,-5.744571464,-0.646014026,186.068766,-0.041654652,0.046760996,3.486431851,14,3,1,0,50245.61588,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4235-20190711-17_11_06,946.5092692,1031.65,0.082528697,0.5,1264.468383,3.157612147,52.17746433,0.268182038,0.003345502,1.949711627,DARK-4236-20190711-17_11_08,754.98,276.67,0.307733873,0.879082554,0.282368871,0.86963662,4235,300,300,300,10333.2,1031.65,-0.00733656,29.4569,1499.980323,1264.468383,0.84298998,0.195979961,6,0.5,0: Broadleaf,1562890205,397.9555484,402.3440645,46.25396774,44.81748065,500.0000323,100.3732581,0.020804626,44.12964516,44.17663871,999.9,0,0,10007.86677,0,657.6472258,1499.980323,0.900000548,0.099999416,0,951.1796452,4.99938,15061.16129,11964.49032,53.125,54.625,53.5,54.48780645,55.419,1345.484194,149.4970968,0,142.8000002,946.5092692,-525.9493675,-8414.6359,14988.28077,15,1562888862,16:47:42,4,13.609,0.723,410,44,0.07,0.02,-4.042240976,-7.403368641,0.784021192,0,890.242,0,0,0,1.397200976,0.773509965,0.080038272,0,0,3,0/3,1.87426,1.87119,1.87073,1.87278,1.86981,1.87927,1.87633,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.609,0.723,2,471.796,454.396,43.0876,44.0739,29.9997,43.8922,43.9169,20.64,22.3327,69.9247,-999.9,403.214,44.4888,98.8557,99.0621
23,1562890355,3178,20190711 17:12:35,17:12:35,2,B1_R2,4,null,null,null,null,1562890347,0.002908298,6.438450677,398.9746774,207.8702258,20.86781714,40.05254037,0.062091469,2.265952613,0.061161509,0.038308336,247.8149536,45.09385144,43.90611613,9.107877433,50.37067277,4.661662247,9.254715076,4.446215187,-128.2559435,37.6365474,4.231509161,161.4270667,-0.0416146,0.046716034,3.483782013,8,2,1,0,50185.75951,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4237-20190711-17_13_29,737.4414615,918.187,0.196850466,0.5,1264.48636,6.438450677,124.4573643,4.821247741,0.005940057,2.314215949,DARK-4238-20190711-17_13_30,-3508.62,4426.807,0.040829776,0.324325937,0.96110531,0.918692302,4237,300,300,300,10374.8,901.112,-0.00736701,13.9342,1500.000968,1264.48636,0.842990363,0.195980725,6,0.5,0: Broadleaf,1562890347,398.9746774,408.093,46.43613548,43.10831935,500.0122258,100.3664194,0.022258516,44.21420323,43.90611613,999.9,0,0,9998.925161,0,124.0216774,1500.000968,0.899989032,0.100010958,0,737.4810323,4.99938,12031.4,11964.61935,53,54.173,53.419,54.19919355,55.312,1345.484839,149.5183871,0,141.7,737.4414615,-73.88451286,-1552.789744,12030.46538,15,1562888862,16:47:42,4,13.609,0.723,410,44,0.07,0.02,-9.047817561,-0.872003606,0.171289193,0,729.44,0,0,0,3.30989122,0.398853367,0.044556356,0,0,3,0/3,1.87425,1.87119,1.87073,1.87279,1.86981,1.87927,1.87634,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.609,0.723,2,479.325,455.189,42.9684,43.9217,29.9998,43.7294,43.7527,20.809,24.4493,69.8965,-999.9,408.16,43.1176,98.8759,99.0913
24,1562890464,3286.5,20190711 17:14:23,17:14:23,3,B1_R2,4,null,null,null,null,1562890456,0.002137702,4.209741487,399.7497419,235.9875884,23.68962895,40.12890307,0.048252657,2.266534449,0.047689151,0.0298558,247.8164609,44.95169092,43.16754839,8.764047199,50.31842415,4.56290622,9.068062637,4.201140979,-94.27266903,79.9499625,8.938546643,242.432301,-0.041630367,0.046733734,3.484825265,11,2,1,0,50266.12867,0,730.1269231,3043.07,2312.943077,0.760068969,-1.072669795,MPF-4239-20190711-17_15_17,996.0898846,1165.55,0.145390687,0.5,1264.496905,4.209741487,91.92303695,1.756140878,0.004177481,1.610844666,DARK-4240-20190711-17_15_19,-881.32,2046.87,0.082789877,0.478423398,0.389184966,0.81174501,4239,300,300,300,10446,1165.55,-0.00741817,32.9414,1500.013871,1264.496905,0.842990141,0.195980283,6,0.5,0: Broadleaf,1562890456,399.7497419,405.8268065,45.45403548,43.00542581,500.0066129,100.3643548,0.020708258,43.82183871,43.16754839,999.9,0,0,10002.91935,0,82.48809355,1500.013871,0.899995129,0.10000481,0,999.7225484,4.99938,15155.86774,11964.73871,52.879,53.923,53.25,54,55.181,1345.505484,149.5083871,0,107.8999999,996.0898846,-336.761265,-5012.817094,15100.87308,15,1562888862,16:47:42,4,13.609,0.723,410,44,0.07,0.02,-6.191249268,2.737858746,0.276587295,0,958.151,0,0,0,2.481817805,-0.579182091,0.071586471,0,0,3,0/3,1.87425,1.87119,1.87073,1.87276,1.86981,1.87927,1.8763,1.87164,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,13.609,0.723,2,474.813,456.085,42.8339,43.8145,29.9996,43.6137,43.6335,20.6914,26.1387,71.8654,-999.9,405.622,42.8281,98.8949,99.1101
