Date_analysis,Date_sampled,Block_id,Rep,Control,Treated,Extract_ini_vol,Extract_final_vol,Skin_weight_aft,Berry_weight,Berry_numb
11/12/2019,9/12/2019,B1R2,2,1.955,0.738,69.0,57.00,11.24,75.67,60
11/12/2019,9/12/2019,B1R2,3,2.096,0.807,69.0,51.50,10.58,75.98,60
11/12/2019,9/12/2019,B1R3,1,1.272,0.565,47.0,52.00,8.71,52.66,60
11/12/2019,9/12/2019,B1R3,2,1.034,0.457,47.0,57.00,8.71,52.89,60
11/12/2019,9/12/2019,B1R3,3,1.095,0.514,47.0,57.00,8.76,52.14,60
11/12/2019,9/12/2019,B1R4,1,1.315,0.625,47.0,53.00,8.05,51.76,60
11/12/2019,9/12/2019,B1R4,2,1.208,0.609,47.0,52.00,7.04,51.59,60
11/12/2019,9/12/2019,B1R4,3,1.351,0.592,47.0,54.50,8.19,51.77,60
11/13/2019,9/19/2019,B2R1,1,2.029,1.048,60.0,50.50,9.79,67.05,60
11/14/2019,9/19/2019,B2R1,3,1.932,0.761,61.0,50.50,10.56,67.11,60
11/19/2019,9/19/2019,B2R1,2,1.864,0.767,60.0,53.50,10.54,67.21,60
11/19/2019,9/19/2019,B2R2,1,2.012,0.871,58.0,51.00,10.42,64.16,60
11/19/2019,9/19/2019,B2R2,2,2.148,0.74,58.0,53.00,10.23,64.18,60
11/19/2019,9/19/2019,B2R2,3,1.831,0.737,58.0,54.50,10.71,64.23,60
11/13/2019,9/19/2019,B2R3,1,1.525,0.79,52.0,53.50,7.54,57.23,60
11/13/2019,9/19/2019,B2R3,3,1.414,0.68,52.0,54.00,7.31,57.06,60
11/14/2019,9/19/2019,B2R3,2,1.201,0.57,52.0,59.00,7.01,56.82,60
11/19/2019,9/19/2019,B3R1,1,1.367,0.604,56.0,57.50,8.93,62.67,60
11/19/2019,9/19/2019,B3R1,2,1.314,0.557,56.0,55.50,9.59,62.56,60
11/19/2019,9/19/2019,B3R1,3,1.495,0.596,56.0,52.50,8.90,62.95,60
11/13/2019,9/19/2019,B3R2,2,1.559,0.856,55.0,52.50,9.66,61.82,60
11/13/2019,9/19/2019,B3R2,3,1.628,0.712,55.0,59.00,8.45,61.45,60
11/14/2019,9/19/2019,B3R2,1,1.241,0.592,55.0,56.50,9.17,61.52,60
11/13/2019,9/19/2019,B3R3,1,1.599,0.792,54.0,54.00,8.69,60.68,60
11/13/2019,9/19/2019,B3R3,3,1.39,0.717,54.0,54.00,8.45,60.31,60
11/14/2019,9/19/2019,B3R3,2,1.686,0.807,54.0,51.00,8.82,60.48,60
11/20/2019,8/20/2019,B1R4,1,1.027,0.362,44.0,52.50,7.02,48.10,60
11/20/2019,8/20/2019,B1R4,2,0.943,0.335,44.0,58.00,5.85,47.95,60
11/20/2019,8/20/2019,B1R4,3,1.023,0.339,44.0,50.50,6.55,47.79,60
11/20/2019,8/20/2019,B2R1,1,1.9,0.661,59.0,52.00,7.33,64.78,60
11/20/2019,8/20/2019,B2R1,2,1.548,0.591,59.0,55.50,9.18,65.09,60
11/20/2019,8/20/2019,B2R1,3,1.941,0.652,59.0,51.00,8.31,65.02,60
11/20/2019,8/20/2019,B2R2,1,1.693,0.65,59.0,51.50,9.69,64.57,60
11/20/2019,8/20/2019,B2R2,2,1.827,0.638,58.0,50.50,8.69,64.03,60
11/20/2019,8/20/2019,B2R2,3,1.408,0.571,59.0,52.00,7.37,64.48,60
11/20/2019,8/20/2019,B3R1,1,1.098,0.437,52.0,52.00,8.68,57.45,60
11/20/2019,8/20/2019,B3R1,2,0.954,0.398,52.0,55.50,8.47,57.16,60
11/20/2019,8/20/2019,B3R1,3,1.209,0.477,52.0,51.00,9.02,57.34,60
11/20/2019,8/20/2019,B3R2,1,1.408,0.496,56.0,52.50,6.99,61.17,60
11/20/2019,8/20/2019,B3R2,2,1.227,0.427,56.0,54.00,6.19,61.00,60
11/20/2019,8/20/2019,B3R2,3,1.327,0.426,56.0,54.50,7.97,61.05,60
11/20/2019,8/20/2019,B3R3,1,1.299,0.43,49.0,53.00,6.92,54.38,60
11/20/2019,8/20/2019,B3R3,2,1.457,0.495,49.0,51.50,6.89,54.31,60
11/20/2019,8/20/2019,B3R3,3,1.355,0.441,50.0,53.50,7.30,54.50,60
11/20/2019,8/20/2019,B2R3,1,1.043,0.405,52.0,52.50,7.74,57.54,60
11/20/2019,8/20/2019,B2R3,2,1.35,0.439,52.0,52.00,7.67,57.29,60
11/20/2019,8/20/2019,B2R3,3,1.295,0.468,52.0,50.50,6.23,57.14,60
11/21/2019,8/8/2019,B1R2,1,1.655,0.369,56.0,55.50,6.57,60.80,60
11/21/2019,8/8/2019,B1R2,2,1.692,0.349,56.0,54.50,6.69,60.80,60
11/21/2019,8/8/2019,B1R2,3,1.645,0.295,56.0,55.00,5.95,60.50,60
11/21/2019,8/8/2019,B1R3,1,1.088,0.286,34.0,52.50,4.94,42.00,60
11/21/2019,8/8/2019,B1R3,2,0.953,0.215,34.0,53.00,5.25,42.00,60
11/21/2019,8/8/2019,B1R3,3,0.964,0.276,34.0,54.50,5.10,42.30,60
11/21/2019,8/8/2019,B1R4,1,1.232,0.33,36.0,51.50,5.80,44.80,60
11/21/2019,8/8/2019,B1R4,2,1.262,0.345,36.0,50.00,5.66,44.70,60
11/21/2019,8/8/2019,B1R4,3,1.203,0.25,36.0,54.00,6.27,45.00,60
11/21/2019,8/8/2019,B2R1,1,1.715,0.308,50.0,50.00,6.32,54.90,60
11/21/2019,8/8/2019,B2R1,2,1.628,0.308,50.0,53.00,5.99,54.90,60
11/21/2019,8/8/2019,B2R1,3,1.587,0.349,50.0,52.00,5.92,55.10,60
11/21/2019,8/8/2019,B2R3,1,1.219,0.253,44.0,52.00,5.74,47.00,60
11/21/2019,8/8/2019,B2R3,2,1.19,0.23,44.0,51.00,5.77,47.00,60
11/21/2019,8/8/2019,B2R3,3,1.149,0.212,44.0,51.50,6.30,46.90,60
11/21/2019,8/15/2019,B3R1,1,1.31,0.477,54.0,51.50,6.38,58.98,60
11/21/2019,8/15/2019,B3R1,2,1.392,0.489,54.0,51.00,8.56,59.20,60
11/21/2019,8/15/2019,B3R1,3,1.432,0.542,54.0,51.50,6.22,59.22,60
11/21/2019,8/8/2019,B2R2,1,1.803,0.392,54.0,52.50,6.60,59.60,60
11/21/2019,8/8/2019,B2R2,2,1.509,0.341,54.0,52.00,7.08,59.20,60
11/21/2019,8/8/2019,B2R2,3,1.552,0.335,54.0,54.00,6.92,59.30,60
11/22/2019,8/8/2019,B3R1,1,1.053,0.275,48.0,57.00,6.38,51.90,60
11/22/2019,8/8/2019,B3R1,2,1.244,0.259,48.0,56.00,6.52,51.90,60
11/22/2019,8/8/2019,B3R1,3,1.254,0.355,48.0,57.00,5.99,51.90,60
11/22/2019,8/8/2019,B3R2,1,1.415,0.326,44.0,56.00,6.03,49.40,60
11/22/2019,8/8/2019,B3R2,2,1.361,0.312,44.0,52.50,5.42,49.40,60
11/22/2019,8/8/2019,B3R2,3,1.36,0.315,45.0,54.00,6.38,49.70,60
11/22/2019,8/8/2019,B3R3,1,1.525,0.371,46.0,52.50,6.39,51.10,60
11/22/2019,8/8/2019,B3R3,2,1.479,0.316,46.0,53.50,6.05,51.40,60
11/22/2019,8/8/2019,B3R3,3,1.399,0.316,46.0,54.00,6.25,51.30,60
11/22/2019,9/3/2019,B1R2,1,2.165,0.848,66.0,51.00,9.76,73.14,60
11/22/2019,9/3/2019,B1R2,2,2.231,0.828,67.0,50.00,7.91,73.97,60
11/22/2019,9/3/2019,B1R2,3,2.031,0.641,67.0,52.00,9.47,73.34,60
11/22/2019,9/3/2019,B1R3,1,1.209,0.566,49.0,55.00,7.58,54.86,60
11/22/2019,9/3/2019,B1R3,2,1.442,0.642,49.0,52.00,6.73,54.64,60
11/22/2019,9/3/2019,B1R4,1,1.294,0.516,47.0,51.50,6.09,52.90,60
11/22/2019,9/3/2019,B1R4,2,1.145,0.452,47.0,50.50,5.80,52.58,60
11/22/2019,8/15/2019,B1R2,1,1.665,0.461,62.0,53.00,8.27,67.75,60
11/22/2019,8/15/2019,B1R2,2,1.803,0.497,62.0,51.00,8.22,67.69,60
11/22/2019,8/15/2019,B1R2,3,1.604,0.445,62.0,53.50,7.73,67.53,60
12/3/2019,9/3/2019,B1R4,3,1.294,0.433,47.0,52.00,8.66,52.04,60
12/3/2019,9/3/2019,B2R1,1,1.974,0.853,62.0,51.00,10.66,69.09,60
12/3/2019,9/3/2019,B2R1,2,1.519,0.513,62.0,52.50,9.33,69.10,60
12/3/2019,9/3/2019,B2R1,3,1.688,0.625,62.0,53.50,10.60,69.07,60
12/3/2019,9/3/2019,B2R2,1,1.823,0.671,60.0,55.00,10.50,67.11,60
12/3/2019,9/3/2019,B2R2,2,1.661,0.645,60.0,58.00,11.08,67.33,60
12/3/2019,9/3/2019,B2R2,3,1.845,0.657,60.0,53.00,10.78,67.23,60
12/3/2019,9/3/2019,B2R3,1,1.571,0.651,54.0,50.50,9.45,60.40,60
12/3/2019,9/3/2019,B2R3,2,1.507,0.576,54.0,51.00,9.83,60.10,60
12/3/2019,9/3/2019,B2R3,3,1.652,0.587,54.0,50.00,8.16,60.11,60
12/3/2019,9/3/2019,B3R1,1,1.357,0.572,54.0,52.50,9.59,59.93,60
12/3/2019,9/3/2019,B3R1,2,1.549,0.628,54.0,50.50,9.21,59.81,60
12/3/2019,9/3/2019,B3R1,3,1.424,0.584,54.0,52.00,9.45,59.06,60
12/3/2019,9/3/2019,B3R2,1,1.702,0.682,54.0,52.00,9.23,61.06,60
12/3/2019,9/3/2019,B3R2,2,1.692,0.672,54.0,50.00,9.73,60.77,60
12/3/2019,9/3/2019,B3R2,3,1.601,0.612,54.0,51.00,9.12,60.82,60
12/3/2019,9/3/2019,B3R3,1,1.528,0.591,52.0,51.00,8.77,57.20,60
12/3/2019,9/3/2019,B3R3,2,1.632,0.529,52.0,52.50,10.80,56.84,60
12/3/2019,9/3/2019,B3R3,3,1.489,0.583,52.0,52.00,9.59,57.13,60
12/3/2019,9/3/2019,B1R4,3,1.248,0.473,47.0,52.00,8.66,52.04,60
1/14/2020,9/12/2019,B1R2,1,2.127,0.829,69.0,54.50,10.67,75.33,60
1/14/2020,9/12/2019,B1R2,2,1.935,0.715,69.0,57.00,11.24,75.67,60
1/14/2020,9/12/2019,B1R2,3,1.946,0.799,69.0,51.50,10.58,75.98,60
1/14/2020,9/12/2019,B1R3,1,1.17,0.541,47.0,52.00,8.71,52.66,60
1/14/2020,9/12/2019,B1R3,2,1.063,0.514,47.0,57.00,8.71,52.89,60
1/14/2020,9/12/2019,B1R3,3,0.952,0.41,47.0,57.00,8.76,52.14,60
1/14/2020,9/12/2019,B1R4,1,1.246,0.57,47.0,53.00,8.05,51.76,60
1/14/2020,9/12/2019,B1R4,2,1.156,0.566,47.0,52.00,7.04,51.59,60
1/14/2020,9/12/2019,B1R4,3,1.257,0.526,47.0,54.50,8.19,51.77,60
1/14/2020,9/12/2019,B1R2,1,2.029,0.778,69.0,54.50,10.67,75.33,60
1/14/2020,9/12/2019,B1R2,2,1.91,0.653,69.0,57.00,11.24,75.67,60
1/14/2020,9/12/2019,B1R2,3,2.099,0.815,69.0,51.50,10.58,75.98,60
1/14/2020,9/12/2019,B1R3,1,1.229,0.541,47.0,52.00,8.71,52.66,60
1/14/2020,9/12/2019,B1R3,2,1.207,0.5,47.0,57.00,8.71,52.89,60
1/14/2020,9/12/2019,B1R3,3,1.032,0.419,47.0,57.00,8.76,52.14,60
1/14/2020,9/12/2019,B1R4,1,1.245,0.544,47.0,53.00,8.05,51.76,60
1/14/2020,9/12/2019,B1R4,2,1.244,0.549,47.0,52.00,7.04,51.59,60
1/14/2020,9/12/2019,B1R4,3,1.262,0.513,47.0,54.50,8.19,51.77,60
1/14/2020,9/12/2019,B1R2,1,2.117,0.798,69.0,54.50,10.67,75.33,60
1/14/2020,9/12/2019,B1R2,2,1.915,0.676,69.0,57.00,11.24,75.67,60
1/14/2020,9/12/2019,B1R2,3,2.011,0.759,69.0,51.50,10.58,75.98,60
1/14/2020,9/12/2019,B1R3,1,1.221,0.537,47.0,52.00,8.71,52.66,60
1/14/2020,9/12/2019,B1R3,2,1.099,0.521,47.0,57.00,8.71,52.89,60
1/14/2020,9/12/2019,B1R3,3,1.016,0.432,47.0,57.00,8.76,52.14,60
1/14/2020,9/12/2019,B1R4,1,1.233,0.526,47.0,53.00,8.05,51.76,60
1/14/2020,9/12/2019,B1R4,2,1.266,0.55,47.0,52.00,7.04,51.59,60
1/14/2020,9/12/2019,B1R4,3,1.269,0.524,47.0,54.50,8.19,51.77,60
1/15/2020,9/19/2019,B2R1,1,1.728,0.773,60.0,50.50,9.79,67.05,60
1/15/2020,9/19/2019,B2R1,2,1.752,0.672,61.0,50.50,10.56,67.11,60
1/15/2020,9/19/2019,B2R1,3,1.976,0.731,60.0,53.50,10.54,67.21,60
1/15/2020,9/19/2019,B2R2,1,2,0.789,58.0,51.00,10.42,64.16,60
1/15/2020,9/19/2019,B2R2,2,1.822,0.71,58.0,53.00,10.23,64.18,60
1/15/2020,9/19/2019,B2R2,3,1.862,0.726,58.0,54.50,10.71,64.23,60
1/15/2020,9/19/2019,B2R3,1,1.477,0.624,52.0,53.50,7.54,57.23,60
1/15/2020,9/19/2019,B2R3,2,1.299,0.597,52.0,54.00,7.31,57.06,60
1/15/2020,9/19/2019,B2R3,3,1.389,0.551,52.0,59.00,7.01,56.82,60
1/15/2020,9/19/2019,B2R1,1,1.815,0.752,60.0,50.50,9.79,67.05,60
1/15/2020,9/19/2019,B2R1,2,1.695,0.695,61.0,50.50,10.56,67.11,60
1/15/2020,9/19/2019,B2R1,3,1.995,0.759,60.0,53.50,10.54,67.21,60
1/15/2020,9/19/2019,B2R2,1,2.022,0.758,58.0,51.00,10.42,64.16,60
1/15/2020,9/19/2019,B2R2,2,1.921,0.651,58.0,53.00,10.23,64.18,60
1/15/2020,9/19/2019,B2R2,3,1.821,0.628,58.0,54.50,10.71,64.23,60
1/15/2020,9/19/2019,B2R3,1,1.532,0.625,52.0,53.50,7.54,57.23,60
1/15/2020,9/19/2019,B2R3,2,1.306,0.577,52.0,54.00,7.31,57.06,60
1/15/2020,9/19/2019,B2R3,3,1.355,0.578,52.0,59.00,7.01,56.82,60
1/15/2020,9/19/2019,B2R1,1,1.919,0.783,60.0,50.50,9.79,67.05,60
1/15/2020,9/19/2019,B2R1,2,1.758,0.715,61.0,50.50,10.56,67.11,60
1/15/2020,9/19/2019,B2R1,3,2.006,0.784,60.0,53.50,10.54,67.21,60
1/15/2020,9/19/2019,B2R2,1,2.022,0.773,58.0,51.00,10.42,64.16,60
1/15/2020,9/19/2019,B2R2,2,1.891,0.707,58.0,53.00,10.23,64.18,60
1/15/2020,9/19/2019,B2R2,3,1.77,0.694,58.0,54.50,10.71,64.23,60
1/15/2020,9/19/2019,B2R3,1,1.396,0.641,52.0,53.50,7.54,57.23,60
1/15/2020,9/19/2019,B2R3,2,1.305,0.585,52.0,54.00,7.31,57.06,60
1/15/2020,9/19/2019,B2R3,3,1.359,0.606,52.0,59.00,7.01,56.82,60
1/15/2020,9/19/2019,B3R1,1,1.381,0.556,56.0,57.50,8.93,62.67,60
1/15/2020,9/19/2019,B3R1,2,1.241,0.481,56.0,55.50,9.59,62.56,60
1/15/2020,9/19/2019,B3R1,3,1.391,0.541,56.0,52.50,8.90,62.95,60
1/15/2020,9/19/2019,B3R2,1,1.37,0.576,55.0,52.50,9.66,61.82,60
1/15/2020,9/19/2019,B3R2,2,1.586,0.632,55.0,59.00,8.45,61.45,60
1/15/2020,9/19/2019,B3R2,3,1.369,0.558,55.0,56.50,9.17,61.52,60
1/15/2020,9/19/2019,B3R3,1,1.517,0.688,54.0,54.00,8.69,60.68,60
1/15/2020,9/19/2019,B3R3,2,1.678,0.663,54.0,54.00,8.45,60.31,60
1/15/2020,9/19/2019,B3R3,3,1.491,0.587,54.0,51.00,8.82,60.48,60
1/15/2020,9/19/2019,B3R1,1,1.458,0.568,56.0,57.50,8.93,62.67,60
1/15/2020,9/19/2019,B3R1,2,1.367,0.531,56.0,55.50,9.59,62.56,60
1/15/2020,9/19/2019,B3R1,3,1.372,0.556,56.0,52.50,8.90,62.95,60
1/15/2020,9/19/2019,B3R2,1,1.502,0.584,55.0,52.50,9.66,61.82,60
1/15/2020,9/19/2019,B3R2,2,1.628,0.58,55.0,59.00,8.45,61.45,60
1/15/2020,9/19/2019,B3R2,3,1.388,0.505,55.0,56.50,9.17,61.52,60
1/15/2020,9/19/2019,B3R3,1,1.641,0.677,54.0,54.00,8.69,60.68,60
1/15/2020,9/19/2019,B3R3,2,1.768,0.672,54.0,54.00,8.45,60.31,60
1/15/2020,9/19/2019,B3R3,3,1.486,0.627,54.0,51.00,8.82,60.48,60
1/15/2020,9/19/2019,B3R1,1,1.411,0.571,56.0,57.50,8.93,62.67,60
1/15/2020,9/19/2019,B3R1,2,1.342,0.498,56.0,55.50,9.59,62.56,60
1/15/2020,9/19/2019,B3R1,3,1.441,0.549,56.0,52.50,8.90,62.95,60
1/15/2020,9/19/2019,B3R2,1,1.427,0.634,55.0,52.50,9.66,61.82,60
1/15/2020,9/19/2019,B3R2,2,1.603,0.619,55.0,59.00,8.45,61.45,60
1/15/2020,9/19/2019,B3R2,3,1.307,0.548,55.0,56.50,9.17,61.52,60
1/15/2020,9/19/2019,B3R3,1,1.692,0.691,54.0,54.00,8.69,60.68,60
1/15/2020,9/19/2019,B3R3,2,1.68,0.689,54.0,54.00,8.45,60.31,60
1/15/2020,9/19/2019,B3R3,3,1.632,0.609,54.0,51.00,8.82,60.48,60
